,Window Max Daily Deaths-alias,SUM(Confirm + Probable deaths)-alias,SUM(Confirmed Deathsby Death Dt)-alias,SUM(Probable Deathsby Death Dt)-alias,DAY(Epi Dt)-value,DAY(Epi Dt)-alias,County Parameter Cum Curve-alias,AGG(Prelim start date)-alias,AGG(Prelim end date)-alias,Measure Names-alias,Measure Values-value,Measure Values-alias
79,93,9,9,0,2021-02-18 00:00:00,2/18/21,Wisconsin,2/5/2021,2/19/2021,Probable case death,0,0.00
80,93,6,5,1,2021-02-17 00:00:00,2/17/21,Wisconsin,2/4/2021,2/18/2021,Probable case death,1,1.00
81,93,6,5,1,2021-02-16 00:00:00,2/16/21,Wisconsin,2/3/2021,2/17/2021,Probable case death,1,1.00
82,93,5,5,0,2021-02-15 00:00:00,2/15/21,Wisconsin,2/2/2021,2/16/2021,Probable case death,0,0.00
83,93,16,15,1,2021-02-14 00:00:00,2/14/21,Wisconsin,2/1/2021,2/15/2021,Probable case death,1,1.00
84,93,15,15,0,2021-02-13 00:00:00,2/13/21,Wisconsin,1/31/2021,2/14/2021,Probable case death,0,0.00
85,93,9,8,1,2021-02-12 00:00:00,2/12/21,Wisconsin,1/30/2021,2/13/2021,Probable case death,1,1.00
86,93,14,14,0,2021-02-11 00:00:00,2/11/21,Wisconsin,1/29/2021,2/12/2021,Probable case death,0,0.00
87,93,5,5,0,2021-02-10 00:00:00,2/10/21,Wisconsin,1/28/2021,2/11/2021,Probable case death,0,0.00
88,93,19,16,3,2021-02-09 00:00:00,2/9/21,Wisconsin,1/27/2021,2/10/2021,Probable case death,3,3.00
89,93,6,6,0,2021-02-08 00:00:00,2/8/21,Wisconsin,1/26/2021,2/9/2021,Probable case death,0,0.00
90,93,15,12,3,2021-02-07 00:00:00,2/7/21,Wisconsin,1/25/2021,2/8/2021,Probable case death,3,3.00
91,93,10,8,2,2021-02-06 00:00:00,2/6/21,Wisconsin,1/24/2021,2/7/2021,Probable case death,2,2.00
92,93,13,11,2,2021-02-05 00:00:00,2/5/21,Wisconsin,1/23/2021,2/6/2021,Probable case death,2,2.00
93,93,22,21,1,2021-02-04 00:00:00,2/4/21,Wisconsin,1/22/2021,2/5/2021,Probable case death,1,1.00
94,93,21,17,4,2021-02-03 00:00:00,2/3/21,Wisconsin,1/21/2021,2/4/2021,Probable case death,4,4.00
95,93,22,17,5,2021-02-02 00:00:00,2/2/21,Wisconsin,1/20/2021,2/3/2021,Probable case death,5,5.00
96,93,16,14,2,2021-02-01 00:00:00,2/1/21,Wisconsin,1/19/2021,2/2/2021,Probable case death,2,2.00
97,93,17,17,0,2021-01-31 00:00:00,1/31/21,Wisconsin,1/18/2021,2/1/2021,Probable case death,0,0.00
98,93,26,24,2,2021-01-30 00:00:00,1/30/21,Wisconsin,1/17/2021,1/31/2021,Probable case death,2,2.00
99,93,18,18,0,2021-01-29 00:00:00,1/29/21,Wisconsin,1/16/2021,1/30/2021,Probable case death,0,0.00
100,93,21,19,2,2021-01-28 00:00:00,1/28/21,Wisconsin,1/15/2021,1/29/2021,Probable case death,2,2.00
101,93,19,18,1,2021-01-27 00:00:00,1/27/21,Wisconsin,1/14/2021,1/28/2021,Probable case death,1,1.00
102,93,18,17,1,2021-01-26 00:00:00,1/26/21,Wisconsin,1/13/2021,1/27/2021,Probable case death,1,1.00
103,93,15,11,4,2021-01-25 00:00:00,1/25/21,Wisconsin,1/12/2021,1/26/2021,Probable case death,4,4.00
104,93,19,17,2,2021-01-24 00:00:00,1/24/21,Wisconsin,1/11/2021,1/25/2021,Probable case death,2,2.00
105,93,24,20,4,2021-01-23 00:00:00,1/23/21,Wisconsin,1/10/2021,1/24/2021,Probable case death,4,4.00
106,93,23,21,2,2021-01-22 00:00:00,1/22/21,Wisconsin,1/9/2021,1/23/2021,Probable case death,2,2.00
107,93,26,25,1,2021-01-21 00:00:00,1/21/21,Wisconsin,1/8/2021,1/22/2021,Probable case death,1,1.00
108,93,24,20,4,2021-01-20 00:00:00,1/20/21,Wisconsin,1/7/2021,1/21/2021,Probable case death,4,4.00
109,93,26,19,7,2021-01-19 00:00:00,1/19/21,Wisconsin,1/6/2021,1/20/2021,Probable case death,7,7.00
110,93,20,16,4,2021-01-18 00:00:00,1/18/21,Wisconsin,1/5/2021,1/19/2021,Probable case death,4,4.00
111,93,24,24,0,2021-01-17 00:00:00,1/17/21,Wisconsin,1/4/2021,1/18/2021,Probable case death,0,0.00
112,93,28,23,5,2021-01-16 00:00:00,1/16/21,Wisconsin,1/3/2021,1/17/2021,Probable case death,5,5.00
113,93,24,20,4,2021-01-15 00:00:00,1/15/21,Wisconsin,1/2/2021,1/16/2021,Probable case death,4,4.00
114,93,22,17,5,2021-01-14 00:00:00,1/14/21,Wisconsin,1/1/2021,1/15/2021,Probable case death,5,5.00
115,93,30,25,5,2021-01-13 00:00:00,1/13/21,Wisconsin,12/31/2020,1/14/2021,Probable case death,5,5.00
116,93,27,23,4,2021-01-12 00:00:00,1/12/21,Wisconsin,12/30/2020,1/13/2021,Probable case death,4,4.00
117,93,26,24,2,2021-01-11 00:00:00,1/11/21,Wisconsin,12/29/2020,1/12/2021,Probable case death,2,2.00
118,93,15,12,3,2021-01-10 00:00:00,1/10/21,Wisconsin,12/28/2020,1/11/2021,Probable case death,3,3.00
119,93,35,29,6,2021-01-09 00:00:00,1/9/21,Wisconsin,12/27/2020,1/10/2021,Probable case death,6,6.00
120,93,33,26,7,2021-01-08 00:00:00,1/8/21,Wisconsin,12/26/2020,1/9/2021,Probable case death,7,7.00
121,93,46,39,7,2021-01-07 00:00:00,1/7/21,Wisconsin,12/25/2020,1/8/2021,Probable case death,7,7.00
122,93,32,27,5,2021-01-06 00:00:00,1/6/21,Wisconsin,12/24/2020,1/7/2021,Probable case death,5,5.00
123,93,38,33,5,2021-01-05 00:00:00,1/5/21,Wisconsin,12/23/2020,1/6/2021,Probable case death,5,5.00
124,93,30,26,4,2021-01-04 00:00:00,1/4/21,Wisconsin,12/22/2020,1/5/2021,Probable case death,4,4.00
125,93,39,34,5,2021-01-03 00:00:00,1/3/21,Wisconsin,12/21/2020,1/4/2021,Probable case death,5,5.00
126,93,55,48,7,2021-01-02 00:00:00,1/2/21,Wisconsin,12/20/2020,1/3/2021,Probable case death,7,7.00
127,93,45,35,10,2021-01-01 00:00:00,1/1/21,Wisconsin,12/19/2020,1/2/2021,Probable case death,10,10.00
128,93,48,44,4,2020-12-31 00:00:00,12/31/20,Wisconsin,12/18/2020,1/1/2021,Probable case death,4,4.00
129,93,37,30,7,2020-12-30 00:00:00,12/30/20,Wisconsin,12/17/2020,12/31/2020,Probable case death,7,7.00
130,93,46,33,13,2020-12-29 00:00:00,12/29/20,Wisconsin,12/16/2020,12/30/2020,Probable case death,13,13.00
131,93,42,35,7,2020-12-28 00:00:00,12/28/20,Wisconsin,12/15/2020,12/29/2020,Probable case death,7,7.00
132,93,41,35,6,2020-12-27 00:00:00,12/27/20,Wisconsin,12/14/2020,12/28/2020,Probable case death,6,6.00
133,93,60,54,6,2020-12-26 00:00:00,12/26/20,Wisconsin,12/13/2020,12/27/2020,Probable case death,6,6.00
134,93,35,31,4,2020-12-25 00:00:00,12/25/20,Wisconsin,12/12/2020,12/26/2020,Probable case death,4,4.00
135,93,40,36,4,2020-12-24 00:00:00,12/24/20,Wisconsin,12/11/2020,12/25/2020,Probable case death,4,4.00
136,93,48,42,6,2020-12-23 00:00:00,12/23/20,Wisconsin,12/10/2020,12/24/2020,Probable case death,6,6.00
137,93,35,30,5,2020-12-22 00:00:00,12/22/20,Wisconsin,12/9/2020,12/23/2020,Probable case death,5,5.00
138,93,56,48,8,2020-12-21 00:00:00,12/21/20,Wisconsin,12/8/2020,12/22/2020,Probable case death,8,8.00
139,93,53,45,8,2020-12-20 00:00:00,12/20/20,Wisconsin,12/7/2020,12/21/2020,Probable case death,8,8.00
140,93,52,41,11,2020-12-19 00:00:00,12/19/20,Wisconsin,12/6/2020,12/20/2020,Probable case death,11,11.00
141,93,54,47,7,2020-12-18 00:00:00,12/18/20,Wisconsin,12/5/2020,12/19/2020,Probable case death,7,7.00
142,93,60,53,7,2020-12-17 00:00:00,12/17/20,Wisconsin,12/4/2020,12/18/2020,Probable case death,7,7.00
143,93,50,43,7,2020-12-16 00:00:00,12/16/20,Wisconsin,12/3/2020,12/17/2020,Probable case death,7,7.00
144,93,51,46,5,2020-12-15 00:00:00,12/15/20,Wisconsin,12/2/2020,12/16/2020,Probable case death,5,5.00
145,93,60,55,5,2020-12-14 00:00:00,12/14/20,Wisconsin,12/1/2020,12/15/2020,Probable case death,5,5.00
146,93,53,47,6,2020-12-13 00:00:00,12/13/20,Wisconsin,11/30/2020,12/14/2020,Probable case death,6,6.00
147,93,47,34,13,2020-12-12 00:00:00,12/12/20,Wisconsin,11/29/2020,12/13/2020,Probable case death,13,13.00
148,93,71,59,12,2020-12-11 00:00:00,12/11/20,Wisconsin,11/28/2020,12/12/2020,Probable case death,12,12.00
149,93,56,48,8,2020-12-10 00:00:00,12/10/20,Wisconsin,11/27/2020,12/11/2020,Probable case death,8,8.00
150,93,69,61,8,2020-12-09 00:00:00,12/9/20,Wisconsin,11/26/2020,12/10/2020,Probable case death,8,8.00
151,93,56,45,11,2020-12-08 00:00:00,12/8/20,Wisconsin,11/25/2020,12/9/2020,Probable case death,11,11.00
152,93,65,58,7,2020-12-07 00:00:00,12/7/20,Wisconsin,11/24/2020,12/8/2020,Probable case death,7,7.00
153,93,51,48,3,2020-12-06 00:00:00,12/6/20,Wisconsin,11/23/2020,12/7/2020,Probable case death,3,3.00
154,93,75,62,13,2020-12-05 00:00:00,12/5/20,Wisconsin,11/22/2020,12/6/2020,Probable case death,13,13.00
155,93,58,46,12,2020-12-04 00:00:00,12/4/20,Wisconsin,11/21/2020,12/5/2020,Probable case death,12,12.00
156,93,81,66,15,2020-12-03 00:00:00,12/3/20,Wisconsin,11/20/2020,12/4/2020,Probable case death,15,15.00
157,93,78,66,12,2020-12-02 00:00:00,12/2/20,Wisconsin,11/19/2020,12/3/2020,Probable case death,12,12.00
158,93,85,69,16,2020-12-01 00:00:00,12/1/20,Wisconsin,11/18/2020,12/2/2020,Probable case death,16,16.00
159,93,67,53,14,2020-11-30 00:00:00,11/30/20,Wisconsin,11/17/2020,12/1/2020,Probable case death,14,14.00
160,93,66,60,6,2020-11-29 00:00:00,11/29/20,Wisconsin,11/16/2020,11/30/2020,Probable case death,6,6.00
161,93,65,56,9,2020-11-28 00:00:00,11/28/20,Wisconsin,11/15/2020,11/29/2020,Probable case death,9,9.00
162,93,64,54,10,2020-11-27 00:00:00,11/27/20,Wisconsin,11/14/2020,11/28/2020,Probable case death,10,10.00
163,93,68,62,6,2020-11-26 00:00:00,11/26/20,Wisconsin,11/13/2020,11/27/2020,Probable case death,6,6.00
164,93,65,56,9,2020-11-25 00:00:00,11/25/20,Wisconsin,11/12/2020,11/26/2020,Probable case death,9,9.00
165,93,82,65,17,2020-11-24 00:00:00,11/24/20,Wisconsin,11/11/2020,11/25/2020,Probable case death,17,17.00
166,93,69,63,6,2020-11-23 00:00:00,11/23/20,Wisconsin,11/10/2020,11/24/2020,Probable case death,6,6.00
167,93,69,65,4,2020-11-22 00:00:00,11/22/20,Wisconsin,11/9/2020,11/23/2020,Probable case death,4,4.00
168,93,65,57,8,2020-11-21 00:00:00,11/21/20,Wisconsin,11/8/2020,11/22/2020,Probable case death,8,8.00
169,93,73,67,6,2020-11-20 00:00:00,11/20/20,Wisconsin,11/7/2020,11/21/2020,Probable case death,6,6.00
170,93,88,77,11,2020-11-19 00:00:00,11/19/20,Wisconsin,11/6/2020,11/20/2020,Probable case death,11,11.00
171,93,87,78,9,2020-11-18 00:00:00,11/18/20,Wisconsin,11/5/2020,11/19/2020,Probable case death,9,9.00
172,93,93,85,8,2020-11-17 00:00:00,11/17/20,Wisconsin,11/4/2020,11/18/2020,Probable case death,8,8.00
173,93,81,70,11,2020-11-16 00:00:00,11/16/20,Wisconsin,11/3/2020,11/17/2020,Probable case death,11,11.00
174,93,75,68,7,2020-11-15 00:00:00,11/15/20,Wisconsin,11/2/2020,11/16/2020,Probable case death,7,7.00
175,93,75,69,6,2020-11-14 00:00:00,11/14/20,Wisconsin,11/1/2020,11/15/2020,Probable case death,6,6.00
176,93,71,70,1,2020-11-13 00:00:00,11/13/20,Wisconsin,10/31/2020,11/14/2020,Probable case death,1,1.00
177,93,85,80,5,2020-11-12 00:00:00,11/12/20,Wisconsin,10/30/2020,11/13/2020,Probable case death,5,5.00
178,93,75,68,7,2020-11-11 00:00:00,11/11/20,Wisconsin,10/29/2020,11/12/2020,Probable case death,7,7.00
179,93,75,66,9,2020-11-10 00:00:00,11/10/20,Wisconsin,10/28/2020,11/11/2020,Probable case death,9,9.00
180,93,83,72,11,2020-11-09 00:00:00,11/9/20,Wisconsin,10/27/2020,11/10/2020,Probable case death,11,11.00
181,93,67,61,6,2020-11-08 00:00:00,11/8/20,Wisconsin,10/26/2020,11/9/2020,Probable case death,6,6.00
182,93,65,60,5,2020-11-07 00:00:00,11/7/20,Wisconsin,10/25/2020,11/8/2020,Probable case death,5,5.00
183,93,76,67,9,2020-11-06 00:00:00,11/6/20,Wisconsin,10/24/2020,11/7/2020,Probable case death,9,9.00
184,93,72,66,6,2020-11-05 00:00:00,11/5/20,Wisconsin,10/23/2020,11/6/2020,Probable case death,6,6.00
185,93,59,57,2,2020-11-04 00:00:00,11/4/20,Wisconsin,10/22/2020,11/5/2020,Probable case death,2,2.00
186,93,63,56,7,2020-11-03 00:00:00,11/3/20,Wisconsin,10/21/2020,11/4/2020,Probable case death,7,7.00
187,93,60,57,3,2020-11-02 00:00:00,11/2/20,Wisconsin,10/20/2020,11/3/2020,Probable case death,3,3.00
188,93,38,34,4,2020-11-01 00:00:00,11/1/20,Wisconsin,10/19/2020,11/2/2020,Probable case death,4,4.00
189,93,58,54,4,2020-10-31 00:00:00,10/31/20,Wisconsin,10/18/2020,11/1/2020,Probable case death,4,4.00
190,93,50,46,4,2020-10-30 00:00:00,10/30/20,Wisconsin,10/17/2020,10/31/2020,Probable case death,4,4.00
191,93,56,44,12,2020-10-29 00:00:00,10/29/20,Wisconsin,10/16/2020,10/30/2020,Probable case death,12,12.00
192,93,48,45,3,2020-10-28 00:00:00,10/28/20,Wisconsin,10/15/2020,10/29/2020,Probable case death,3,3.00
193,93,55,47,8,2020-10-27 00:00:00,10/27/20,Wisconsin,10/14/2020,10/28/2020,Probable case death,8,8.00
194,93,37,33,4,2020-10-26 00:00:00,10/26/20,Wisconsin,10/13/2020,10/27/2020,Probable case death,4,4.00
195,93,44,39,5,2020-10-25 00:00:00,10/25/20,Wisconsin,10/12/2020,10/26/2020,Probable case death,5,5.00
196,93,47,43,4,2020-10-24 00:00:00,10/24/20,Wisconsin,10/11/2020,10/25/2020,Probable case death,4,4.00
197,93,48,45,3,2020-10-23 00:00:00,10/23/20,Wisconsin,10/10/2020,10/24/2020,Probable case death,3,3.00
198,93,38,33,5,2020-10-22 00:00:00,10/22/20,Wisconsin,10/9/2020,10/23/2020,Probable case death,5,5.00
199,93,34,30,4,2020-10-21 00:00:00,10/21/20,Wisconsin,10/8/2020,10/22/2020,Probable case death,4,4.00
200,93,36,35,1,2020-10-20 00:00:00,10/20/20,Wisconsin,10/7/2020,10/21/2020,Probable case death,1,1.00
201,93,41,39,2,2020-10-19 00:00:00,10/19/20,Wisconsin,10/6/2020,10/20/2020,Probable case death,2,2.00
202,93,39,37,2,2020-10-18 00:00:00,10/18/20,Wisconsin,10/5/2020,10/19/2020,Probable case death,2,2.00
203,93,31,29,2,2020-10-17 00:00:00,10/17/20,Wisconsin,10/4/2020,10/18/2020,Probable case death,2,2.00
204,93,39,34,5,2020-10-16 00:00:00,10/16/20,Wisconsin,10/3/2020,10/17/2020,Probable case death,5,5.00
205,93,30,26,4,2020-10-15 00:00:00,10/15/20,Wisconsin,10/2/2020,10/16/2020,Probable case death,4,4.00
206,93,25,21,4,2020-10-14 00:00:00,10/14/20,Wisconsin,10/1/2020,10/15/2020,Probable case death,4,4.00
207,93,25,23,2,2020-10-13 00:00:00,10/13/20,Wisconsin,9/30/2020,10/14/2020,Probable case death,2,2.00
208,93,21,21,0,2020-10-12 00:00:00,10/12/20,Wisconsin,9/29/2020,10/13/2020,Probable case death,0,0.00
209,93,31,27,4,2020-10-11 00:00:00,10/11/20,Wisconsin,9/28/2020,10/12/2020,Probable case death,4,4.00
210,93,23,23,0,2020-10-10 00:00:00,10/10/20,Wisconsin,9/27/2020,10/11/2020,Probable case death,0,0.00
211,93,25,24,1,2020-10-09 00:00:00,10/9/20,Wisconsin,9/26/2020,10/10/2020,Probable case death,1,1.00
212,93,17,17,0,2020-10-08 00:00:00,10/8/20,Wisconsin,9/25/2020,10/9/2020,Probable case death,0,0.00
213,93,25,24,1,2020-10-07 00:00:00,10/7/20,Wisconsin,9/24/2020,10/8/2020,Probable case death,1,1.00
214,93,15,15,0,2020-10-06 00:00:00,10/6/20,Wisconsin,9/23/2020,10/7/2020,Probable case death,0,0.00
215,93,13,13,0,2020-10-05 00:00:00,10/5/20,Wisconsin,9/22/2020,10/6/2020,Probable case death,0,0.00
216,93,10,10,0,2020-10-04 00:00:00,10/4/20,Wisconsin,9/21/2020,10/5/2020,Probable case death,0,0.00
217,93,9,9,0,2020-10-03 00:00:00,10/3/20,Wisconsin,9/20/2020,10/4/2020,Probable case death,0,0.00
218,93,18,17,1,2020-10-02 00:00:00,10/2/20,Wisconsin,9/19/2020,10/3/2020,Probable case death,1,1.00
