"GEO_ID","NAME","B01003_001E","B01003_001M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total"
"1400000US55055101000","Census Tract 1010, Jefferson County, Wisconsin","3907","221"
"1400000US55041950200","Census Tract 9502, Forest County, Wisconsin","2442","176"
"1400000US55079004500","Census Tract 45, Milwaukee County, Wisconsin","2118","390"
"1400000US55039040900","Census Tract 409, Fond du Lac County, Wisconsin","3339","248"
"1400000US55001950501","Census Tract 9505.01, Adams County, Wisconsin","1603","133"
"1400000US55109120501","Census Tract 1205.01, St. Croix County, Wisconsin","5355","290"
"1400000US55059002903","Census Tract 29.03, Kenosha County, Wisconsin","3096","283"
"1400000US55133201000","Census Tract 2010, Waukesha County, Wisconsin","6202","51"
"1400000US55133202901","Census Tract 2029.01, Waukesha County, Wisconsin","4747","312"
"1400000US55025013100","Census Tract 131, Dane County, Wisconsin","4832","138"
"1400000US55133202400","Census Tract 2024, Waukesha County, Wisconsin","4956","259"
"1400000US55079010700","Census Tract 107, Milwaukee County, Wisconsin","2424","211"
"1400000US55025000800","Census Tract 8, Dane County, Wisconsin","3811","178"
"1400000US55133202902","Census Tract 2029.02, Waukesha County, Wisconsin","3596","223"
"1400000US55071005300","Census Tract 53, Manitowoc County, Wisconsin","2109","187"
"1400000US55025991702","Census Tract 9917.02, Dane County, Wisconsin","0","9"
"1400000US55079007600","Census Tract 76, Milwaukee County, Wisconsin","3612","287"
"1400000US55095960900","Census Tract 9609, Polk County, Wisconsin","5128","206"
"1400000US55039041700","Census Tract 417, Fond du Lac County, Wisconsin","3985","136"
"1400000US55079010600","Census Tract 106, Milwaukee County, Wisconsin","1361","243"
"1400000US55073000100","Census Tract 1, Marathon County, Wisconsin","2652","398"
"1400000US55007960200","Census Tract 9602, Bayfield County, Wisconsin","1744","92"
"1400000US55087010602","Census Tract 106.02, Outagamie County, Wisconsin","3874","170"
"1400000US55055100900","Census Tract 1009, Jefferson County, Wisconsin","3788","188"
"1400000US55115100500","Census Tract 1005, Shawano County, Wisconsin","4835","250"
"1400000US55059000700","Census Tract 7, Kenosha County, Wisconsin","5532","505"
"1400000US55133203406","Census Tract 2034.06, Waukesha County, Wisconsin","7151","304"
"1400000US55105002700","Census Tract 27, Rock County, Wisconsin","2467","109"
"1400000US55097960500","Census Tract 9605, Portage County, Wisconsin","7376","392"
"1400000US55025000901","Census Tract 9.01, Dane County, Wisconsin","2179","77"
"1400000US55025000600","Census Tract 6, Dane County, Wisconsin","6230","637"
"1400000US55117010300","Census Tract 103, Sheboygan County, Wisconsin","3150","168"
"1400000US55133200804","Census Tract 2008.04, Waukesha County, Wisconsin","3622","264"
"1400000US55039041500","Census Tract 415, Fond du Lac County, Wisconsin","3258","200"
"1400000US55079005300","Census Tract 53, Milwaukee County, Wisconsin","2243","233"
"1400000US55087012602","Census Tract 126.02, Outagamie County, Wisconsin","4922","170"
"1400000US55085971400","Census Tract 9714, Oneida County, Wisconsin","3593","368"
"1400000US55077960200","Census Tract 9602, Marquette County, Wisconsin","2388","119"
"1400000US55105001202","Census Tract 12.02, Rock County, Wisconsin","6014","375"
"1400000US55079005600","Census Tract 56, Milwaukee County, Wisconsin","2260","108"
"1400000US55025012600","Census Tract 126, Dane County, Wisconsin","4708","182"
"1400000US55031020500","Census Tract 205, Douglas County, Wisconsin","2784","216"
"1400000US55055100602","Census Tract 1006.02, Jefferson County, Wisconsin","3302","97"
"1400000US55025002100","Census Tract 21, Dane County, Wisconsin","4545","285"
"1400000US55101000200","Census Tract 2, Racine County, Wisconsin","5641","537"
"1400000US55089630100","Census Tract 6301, Ozaukee County, Wisconsin","2803","193"
"1400000US55079002000","Census Tract 20, Milwaukee County, Wisconsin","2506","245"
"1400000US55079185400","Census Tract 1854, Milwaukee County, Wisconsin","1442","203"
"1400000US55063010300","Census Tract 103, La Crosse County, Wisconsin","4543","108"
"1400000US55123960100","Census Tract 9601, Vernon County, Wisconsin","4261","242"
"1400000US55079170200","Census Tract 1702, Milwaukee County, Wisconsin","3981","225"
"1400000US55101001504","Census Tract 15.04, Racine County, Wisconsin","2793","174"
"1400000US55135100500","Census Tract 1005, Waupaca County, Wisconsin","3128","403"
"1400000US55065970500","Census Tract 9705, Lafayette County, Wisconsin","3131","109"
"1400000US55027961900","Census Tract 9619, Dodge County, Wisconsin","5462","256"
"1400000US55097961300","Census Tract 9613, Portage County, Wisconsin","4964","163"
"1400000US55079001500","Census Tract 15, Milwaukee County, Wisconsin","3605","475"
"1400000US55079013700","Census Tract 137, Milwaukee County, Wisconsin","1402","130"
"1400000US55079110100","Census Tract 1101, Milwaukee County, Wisconsin","4173","17"
"1400000US55079185900","Census Tract 1859, Milwaukee County, Wisconsin","980","178"
"1400000US55015020700","Census Tract 207, Calumet County, Wisconsin","4615","207"
"1400000US55079186200","Census Tract 1862, Milwaukee County, Wisconsin","1533","165"
"1400000US55063010600","Census Tract 106, La Crosse County, Wisconsin","3473","139"
"1400000US55117001000","Census Tract 10, Sheboygan County, Wisconsin","6787","353"
"1400000US55049950300","Census Tract 9503, Iowa County, Wisconsin","3362","129"
"1400000US55079009600","Census Tract 96, Milwaukee County, Wisconsin","2068","320"
"1400000US55059002100","Census Tract 21, Kenosha County, Wisconsin","5134","460"
"1400000US55009000600","Census Tract 6, Brown County, Wisconsin","3906","203"
"1400000US55087012000","Census Tract 120, Outagamie County, Wisconsin","6841","325"
"1400000US55079018700","Census Tract 187, Milwaukee County, Wisconsin","3461","444"
"1400000US55107960400","Census Tract 9604, Rusk County, Wisconsin","2890","123"
"1400000US55135101000","Census Tract 1010, Waupaca County, Wisconsin","6077","361"
"1400000US55111000500","Census Tract 5, Sauk County, Wisconsin","3441","168"
"1400000US55079018600","Census Tract 186, Milwaukee County, Wisconsin","2709","262"
"1400000US55025010701","Census Tract 107.01, Dane County, Wisconsin","6768","394"
"1400000US55025011200","Census Tract 112, Dane County, Wisconsin","9500","407"
"1400000US55015020308","Census Tract 203.08, Calumet County, Wisconsin","4182","185"
"1400000US55079008700","Census Tract 87, Milwaukee County, Wisconsin","1189","247"
"1400000US55113100700","Census Tract 1007, Sawyer County, Wisconsin","1596","157"
"1400000US55045960100","Census Tract 9601, Green County, Wisconsin","6617","195"
"1400000US55079002900","Census Tract 29, Milwaukee County, Wisconsin","2295","307"
"1400000US55101000903","Census Tract 9.03, Racine County, Wisconsin","4033","314"
"1400000US55039041100","Census Tract 411, Fond du Lac County, Wisconsin","9732","710"
"1400000US55139002700","Census Tract 27, Winnebago County, Wisconsin","2504","258"
"1400000US55045960400","Census Tract 9604, Green County, Wisconsin","4163","193"
"1400000US55021970800","Census Tract 9708, Columbia County, Wisconsin","5839","241"
"1400000US55009001100","Census Tract 11, Brown County, Wisconsin","2203","272"
"1400000US55095960200","Census Tract 9602, Polk County, Wisconsin","3778","181"
"1400000US55101001505","Census Tract 15.05, Racine County, Wisconsin","4219","290"
"1400000US55057100200","Census Tract 1002, Juneau County, Wisconsin","3630","206"
"1400000US55133201102","Census Tract 2011.02, Waukesha County, Wisconsin","3121","209"
"1400000US55133204301","Census Tract 2043.01, Waukesha County, Wisconsin","5698","301"
"1400000US55121100100","Census Tract 1001, Trempealeau County, Wisconsin","3104","139"
"1400000US55069960500","Census Tract 9605, Lincoln County, Wisconsin","1746","114"
"1400000US55007990000","Census Tract 9900, Bayfield County, Wisconsin","0","9"
"1400000US55111000800","Census Tract 8, Sauk County, Wisconsin","3946","167"
"1400000US55025001101","Census Tract 11.01, Dane County, Wisconsin","5126","572"
"1400000US55045960600","Census Tract 9606, Green County, Wisconsin","3375","169"
"1400000US55079005400","Census Tract 54, Milwaukee County, Wisconsin","3677","255"
"1400000US55079170400","Census Tract 1704, Milwaukee County, Wisconsin","3093","188"
"1400000US55063010800","Census Tract 108, La Crosse County, Wisconsin","3252","189"
"1400000US55009020702","Census Tract 207.02, Brown County, Wisconsin","7144","261"
"1400000US55095960300","Census Tract 9603, Polk County, Wisconsin","5471","200"
"1400000US55079980000","Census Tract 9800, Milwaukee County, Wisconsin","0","9"
"1400000US55079003900","Census Tract 39, Milwaukee County, Wisconsin","2890","409"
"1400000US55079070300","Census Tract 703, Milwaukee County, Wisconsin","4783","217"
"1400000US55079090700","Census Tract 907, Milwaukee County, Wisconsin","3163","167"
"1400000US55079170500","Census Tract 1705, Milwaukee County, Wisconsin","2501","209"
"1400000US55025001604","Census Tract 16.04, Dane County, Wisconsin","6268","823"
"1400000US55087012800","Census Tract 128, Outagamie County, Wisconsin","7887","215"
"1400000US55079101000","Census Tract 1010, Milwaukee County, Wisconsin","5157","455"
"1400000US55035000301","Census Tract 3.01, Eau Claire County, Wisconsin","3725","166"
"1400000US55127000301","Census Tract 3.01, Walworth County, Wisconsin","3029","170"
"1400000US55079018500","Census Tract 185, Milwaukee County, Wisconsin","1976","173"
"1400000US55133201506","Census Tract 2015.06, Waukesha County, Wisconsin","4835","244"
"1400000US55059001400","Census Tract 14, Kenosha County, Wisconsin","6534","620"
"1400000US55033970300","Census Tract 9703, Dunn County, Wisconsin","6057","202"
"1400000US55063010203","Census Tract 102.03, La Crosse County, Wisconsin","2173","248"
"1400000US55095960800","Census Tract 9608, Polk County, Wisconsin","6101","162"
"1400000US55139000900","Census Tract 9, Winnebago County, Wisconsin","3516","347"
"1400000US55093960700","Census Tract 9607, Pierce County, Wisconsin","4878","193"
"1400000US55075960700","Census Tract 9607, Marinette County, Wisconsin","2842","240"
"1400000US55135100700","Census Tract 1007, Waupaca County, Wisconsin","3262","177"
"1400000US55005000600","Census Tract 6, Barron County, Wisconsin","5833","406"
"1400000US55131450104","Census Tract 4501.04, Washington County, Wisconsin","6778","317"
"1400000US55079016200","Census Tract 162, Milwaukee County, Wisconsin","3420","358"
"1400000US55043960800","Census Tract 9608, Grant County, Wisconsin","2808","101"
"1400000US55133202103","Census Tract 2021.03, Waukesha County, Wisconsin","3737","260"
"1400000US55085970102","Census Tract 9701.02, Oneida County, Wisconsin","3227","185"
"1400000US55063010201","Census Tract 102.01, La Crosse County, Wisconsin","10304","531"
"1400000US55133203601","Census Tract 2036.01, Waukesha County, Wisconsin","4133","225"
"1400000US55139003400","Census Tract 34, Winnebago County, Wisconsin","4321","234"
"1400000US55025010501","Census Tract 105.01, Dane County, Wisconsin","3498","233"
"1400000US55079021800","Census Tract 218, Milwaukee County, Wisconsin","2346","217"
"1400000US55101002401","Census Tract 24.01, Racine County, Wisconsin","5612","309"
"1400000US55025012100","Census Tract 121, Dane County, Wisconsin","2688","108"
"1400000US55111001001","Census Tract 10.01, Sauk County, Wisconsin","6833","246"
"1400000US55079017500","Census Tract 175, Milwaukee County, Wisconsin","3731","608"
"1400000US55029100700","Census Tract 1007, Door County, Wisconsin","4778","291"
"1400000US55079140201","Census Tract 1402.01, Milwaukee County, Wisconsin","5235","236"
"1400000US55101001602","Census Tract 16.02, Racine County, Wisconsin","2886","176"
"1400000US55073000800","Census Tract 8, Marathon County, Wisconsin","3367","288"
"1400000US55101002702","Census Tract 27.02, Racine County, Wisconsin","5971","326"
"1400000US55079000600","Census Tract 6, Milwaukee County, Wisconsin","7005","820"
"1400000US55021970500","Census Tract 9705, Columbia County, Wisconsin","4410","267"
"1400000US55063000400","Census Tract 4, La Crosse County, Wisconsin","6476","513"
"1400000US55079180500","Census Tract 1805, Milwaukee County, Wisconsin","4534","759"
"1400000US55079003400","Census Tract 34, Milwaukee County, Wisconsin","6160","545"
"1400000US55133202600","Census Tract 2026, Waukesha County, Wisconsin","3452","339"
"1400000US55089630202","Census Tract 6302.02, Ozaukee County, Wisconsin","5293","293"
"1400000US55025002200","Census Tract 22, Dane County, Wisconsin","4286","352"
"1400000US55025001401","Census Tract 14.01, Dane County, Wisconsin","6969","563"
"1400000US55079011000","Census Tract 110, Milwaukee County, Wisconsin","2671","274"
"1400000US55025010100","Census Tract 101, Dane County, Wisconsin","2149","83"
"1400000US55085971100","Census Tract 9711, Oneida County, Wisconsin","2117","153"
"1400000US55051180100","Census Tract 1801, Iron County, Wisconsin","2402","121"
"1400000US55121100500","Census Tract 1005, Trempealeau County, Wisconsin","3034","170"
"1400000US55065970100","Census Tract 9701, Lafayette County, Wisconsin","2953","113"
"1400000US55063000100","Census Tract 1, La Crosse County, Wisconsin","4615","366"
"1400000US55025001000","Census Tract 10, Dane County, Wisconsin","2635","232"
"1400000US55081950500","Census Tract 9505, Monroe County, Wisconsin","5897","304"
"1400000US55093960400","Census Tract 9604, Pierce County, Wisconsin","5462","346"
"1400000US55025002402","Census Tract 24.02, Dane County, Wisconsin","3992","360"
"1400000US55079001000","Census Tract 10, Milwaukee County, Wisconsin","3737","381"
"1400000US55133200500","Census Tract 2005, Waukesha County, Wisconsin","5678","211"
"1400000US55133203305","Census Tract 2033.05, Waukesha County, Wisconsin","4111","214"
"1400000US55017011000","Census Tract 110, Chippewa County, Wisconsin","7346","388"
"1400000US55141011300","Census Tract 113, Wood County, Wisconsin","4696","407"
"1400000US55025011503","Census Tract 115.03, Dane County, Wisconsin","8759","468"
"1400000US55025010903","Census Tract 109.03, Dane County, Wisconsin","3439","276"
"1400000US55105000900","Census Tract 9, Rock County, Wisconsin","2891","159"
"1400000US55009940002","Census Tract 9400.02, Brown County, Wisconsin","4552","209"
"1400000US55079100200","Census Tract 1002, Milwaukee County, Wisconsin","4159","370"
"1400000US55069960400","Census Tract 9604, Lincoln County, Wisconsin","1684","109"
"1400000US55079187000","Census Tract 1870, Milwaukee County, Wisconsin","3499","286"
"1400000US55079090300","Census Tract 903, Milwaukee County, Wisconsin","3350","221"
"1400000US55009000303","Census Tract 3.03, Brown County, Wisconsin","2933","407"
"1400000US55109120901","Census Tract 1209.01, St. Croix County, Wisconsin","4371","160"
"1400000US55023960400","Census Tract 9604, Crawford County, Wisconsin","3183","134"
"1400000US55133201503","Census Tract 2015.03, Waukesha County, Wisconsin","6379","369"
"1400000US55137960400","Census Tract 9604, Waushara County, Wisconsin","3307","153"
"1400000US55069960900","Census Tract 9609, Lincoln County, Wisconsin","2716","221"
"1400000US55025001603","Census Tract 16.03, Dane County, Wisconsin","4628","536"
"1400000US55087011600","Census Tract 116, Outagamie County, Wisconsin","7036","299"
"1400000US55061960200","Census Tract 9602, Kewaunee County, Wisconsin","2529","122"
"1400000US55059001300","Census Tract 13, Kenosha County, Wisconsin","4428","382"
"1400000US55069961000","Census Tract 9610, Lincoln County, Wisconsin","3505","186"
"1400000US55025000407","Census Tract 4.07, Dane County, Wisconsin","5770","387"
"1400000US55009000302","Census Tract 3.02, Brown County, Wisconsin","4377","396"
"1400000US55079004600","Census Tract 46, Milwaukee County, Wisconsin","2550","491"
"1400000US55109120800","Census Tract 1208, St. Croix County, Wisconsin","8216","246"
"1400000US55141010300","Census Tract 103, Wood County, Wisconsin","2833","178"
"1400000US55091950200","Census Tract 9502, Pepin County, Wisconsin","3243","117"
"1400000US55079016100","Census Tract 161, Milwaukee County, Wisconsin","3561","389"
"1400000US55115100400","Census Tract 1004, Shawano County, Wisconsin","4405","265"
"1400000US55133203803","Census Tract 2038.03, Waukesha County, Wisconsin","3993","260"
"1400000US55103970200","Census Tract 9702, Richland County, Wisconsin","4676","136"
"1400000US55079004800","Census Tract 48, Milwaukee County, Wisconsin","3801","355"
"1400000US55057100100","Census Tract 1001, Juneau County, Wisconsin","2770","179"
"1400000US55009021600","Census Tract 216, Brown County, Wisconsin","6085","21"
"1400000US55127000800","Census Tract 8, Walworth County, Wisconsin","5076","334"
"1400000US55079019800","Census Tract 198, Milwaukee County, Wisconsin","5726","382"
"1400000US55101001100","Census Tract 11, Racine County, Wisconsin","6218","344"
"1400000US55133203702","Census Tract 2037.02, Waukesha County, Wisconsin","4921","254"
"1400000US55129950200","Census Tract 9502, Washburn County, Wisconsin","1727","87"
"1400000US55051990000","Census Tract 9900, Iron County, Wisconsin","0","9"
"1400000US55081950600","Census Tract 9506, Monroe County, Wisconsin","4438","286"
"1400000US55025011302","Census Tract 113.02, Dane County, Wisconsin","3286","267"
"1400000US55045960500","Census Tract 9605, Green County, Wisconsin","3957","171"
"1400000US55101002600","Census Tract 26, Racine County, Wisconsin","5928","299"
"1400000US55133203901","Census Tract 2039.01, Waukesha County, Wisconsin","4908","285"
"1400000US55105001900","Census Tract 19, Rock County, Wisconsin","2716","262"
"1400000US55079001400","Census Tract 14, Milwaukee County, Wisconsin","2483","321"
"1400000US55021971200","Census Tract 9712, Columbia County, Wisconsin","5204","43"
"1400000US55025010800","Census Tract 108, Dane County, Wisconsin","11089","544"
"1400000US55105001303","Census Tract 13.03, Rock County, Wisconsin","4828","221"
"1400000US55079008800","Census Tract 88, Milwaukee County, Wisconsin","1762","320"
"1400000US55009001801","Census Tract 18.01, Brown County, Wisconsin","5494","508"
"1400000US55063010102","Census Tract 101.02, La Crosse County, Wisconsin","4793","140"
"1400000US55063000900","Census Tract 9, La Crosse County, Wisconsin","3443","288"
"1400000US55087010900","Census Tract 109, Outagamie County, Wisconsin","2177","138"
"1400000US55087012400","Census Tract 124, Outagamie County, Wisconsin","3207","330"
"1400000US55025012202","Census Tract 122.02, Dane County, Wisconsin","6942","226"
"1400000US55025012201","Census Tract 122.01, Dane County, Wisconsin","2044","141"
"1400000US55033970200","Census Tract 9702, Dunn County, Wisconsin","4698","193"
"1400000US55101002800","Census Tract 28, Racine County, Wisconsin","6149","237"
"1400000US55127000200","Census Tract 2, Walworth County, Wisconsin","6009","248"
"1400000US55079160100","Census Tract 1601, Milwaukee County, Wisconsin","6509","316"
"1400000US55077960100","Census Tract 9601, Marquette County, Wisconsin","2733","105"
"1400000US55101000700","Census Tract 7, Racine County, Wisconsin","5767","426"
"1400000US55051180300","Census Tract 1803, Iron County, Wisconsin","1897","192"
"1400000US55085970602","Census Tract 9706.02, Oneida County, Wisconsin","3538","246"
"1400000US55015020500","Census Tract 205, Calumet County, Wisconsin","4905","167"
"1400000US55141010700","Census Tract 107, Wood County, Wisconsin","5106","246"
"1400000US55105000200","Census Tract 2, Rock County, Wisconsin","2814","259"
"1400000US55063001200","Census Tract 12, La Crosse County, Wisconsin","4075","265"
"1400000US55105001201","Census Tract 12.01, Rock County, Wisconsin","5098","317"
"1400000US55079011400","Census Tract 114, Milwaukee County, Wisconsin","1485","149"
"1400000US55105003002","Census Tract 30.02, Rock County, Wisconsin","5336","290"
"1400000US55017010500","Census Tract 105, Chippewa County, Wisconsin","5276","377"
"1400000US55079001300","Census Tract 13, Milwaukee County, Wisconsin","4261","597"
"1400000US55131440106","Census Tract 4401.06, Washington County, Wisconsin","3815","34"
"1400000US55079016900","Census Tract 169, Milwaukee County, Wisconsin","3575","516"
"1400000US55039040400","Census Tract 404, Fond du Lac County, Wisconsin","2738","269"
"1400000US55087010100","Census Tract 101, Outagamie County, Wisconsin","2895","290"
"1400000US55109120502","Census Tract 1205.02, St. Croix County, Wisconsin","5612","294"
"1400000US55025001704","Census Tract 17.04, Dane County, Wisconsin","3589","303"
"1400000US55079011200","Census Tract 112, Milwaukee County, Wisconsin","2297","207"
"1400000US55053960500","Census Tract 9605, Jackson County, Wisconsin","4669","246"
"1400000US55069960800","Census Tract 9608, Lincoln County, Wisconsin","3412","182"
"1400000US55133201201","Census Tract 2012.01, Waukesha County, Wisconsin","1897","156"
"1400000US55101000901","Census Tract 9.01, Racine County, Wisconsin","3737","387"
"1400000US55079140100","Census Tract 1401, Milwaukee County, Wisconsin","3073","200"
"1400000US55101001703","Census Tract 17.03, Racine County, Wisconsin","4464","242"
"1400000US55127000902","Census Tract 9.02, Walworth County, Wisconsin","3425","227"
"1400000US55023960100","Census Tract 9601, Crawford County, Wisconsin","2829","133"
"1400000US55089640100","Census Tract 6401, Ozaukee County, Wisconsin","5706","305"
"1400000US55027960100","Census Tract 9601, Dodge County, Wisconsin","5910","242"
"1400000US55133201504","Census Tract 2015.04, Waukesha County, Wisconsin","6645","577"
"1400000US55061960500","Census Tract 9605, Kewaunee County, Wisconsin","6089","254"
"1400000US55055100200","Census Tract 1002, Jefferson County, Wisconsin","3482","278"
"1400000US55121100400","Census Tract 1004, Trempealeau County, Wisconsin","4058","169"
"1400000US55079018800","Census Tract 188, Milwaukee County, Wisconsin","1962","252"
"1400000US55117000800","Census Tract 8, Sheboygan County, Wisconsin","5614","455"
"1400000US55133200202","Census Tract 2002.02, Waukesha County, Wisconsin","4354","213"
"1400000US55019950300","Census Tract 9503, Clark County, Wisconsin","4410","145"
"1400000US55131420401","Census Tract 4204.01, Washington County, Wisconsin","2313","168"
"1400000US55079001700","Census Tract 17, Milwaukee County, Wisconsin","4858","477"
"1400000US55069960300","Census Tract 9603, Lincoln County, Wisconsin","1786","134"
"1400000US55103970100","Census Tract 9701, Richland County, Wisconsin","2983","141"
"1400000US55115100900","Census Tract 1009, Shawano County, Wisconsin","3760","157"
"1400000US55107960500","Census Tract 9605, Rusk County, Wisconsin","3484","123"
"1400000US55133204502","Census Tract 2045.02, Waukesha County, Wisconsin","6091","331"
"1400000US55025002500","Census Tract 25, Dane County, Wisconsin","2069","204"
"1400000US55087013100","Census Tract 131, Outagamie County, Wisconsin","5939","247"
"1400000US55139003701","Census Tract 37.01, Winnebago County, Wisconsin","3631","242"
"1400000US55025000406","Census Tract 4.06, Dane County, Wisconsin","3425","217"
"1400000US55127001502","Census Tract 15.02, Walworth County, Wisconsin","5146","361"
"1400000US55079001100","Census Tract 11, Milwaukee County, Wisconsin","2225","281"
"1400000US55031030300","Census Tract 303, Douglas County, Wisconsin","5048","167"
"1400000US55025011800","Census Tract 118, Dane County, Wisconsin","5965","240"
"1400000US55133204400","Census Tract 2044, Waukesha County, Wisconsin","2130","196"
"1400000US55025010300","Census Tract 103, Dane County, Wisconsin","3598","149"
"1400000US55079014400","Census Tract 144, Milwaukee County, Wisconsin","2734","256"
"1400000US55025000408","Census Tract 4.08, Dane County, Wisconsin","1873","186"
"1400000US55079014100","Census Tract 141, Milwaukee County, Wisconsin","1641","210"
"1400000US55131420105","Census Tract 4201.05, Washington County, Wisconsin","4709","280"
"1400000US55077960300","Census Tract 9603, Marquette County, Wisconsin","3817","141"
"1400000US55019950500","Census Tract 9505, Clark County, Wisconsin","5190","216"
"1400000US55009021303","Census Tract 213.03, Brown County, Wisconsin","4145","323"
"1400000US55133202302","Census Tract 2023.02, Waukesha County, Wisconsin","5972","587"
"1400000US55133203802","Census Tract 2038.02, Waukesha County, Wisconsin","6260","260"
"1400000US55079100600","Census Tract 1006, Milwaukee County, Wisconsin","2146","158"
"1400000US55127000501","Census Tract 5.01, Walworth County, Wisconsin","4301","409"
"1400000US55025011401","Census Tract 114.01, Dane County, Wisconsin","8641","553"
"1400000US55079120202","Census Tract 1202.02, Milwaukee County, Wisconsin","3008","167"
"1400000US55081950200","Census Tract 9502, Monroe County, Wisconsin","4655","234"
"1400000US55011960500","Census Tract 9605, Buffalo County, Wisconsin","3250","123"
"1400000US55063000500","Census Tract 5, La Crosse County, Wisconsin","4669","318"
"1400000US55117010900","Census Tract 109, Sheboygan County, Wisconsin","3212","64"
"1400000US55009020203","Census Tract 202.03, Brown County, Wisconsin","6820","175"
"1400000US55025000201","Census Tract 2.01, Dane County, Wisconsin","2059","127"
"1400000US55133202700","Census Tract 2027, Waukesha County, Wisconsin","1712","194"
"1400000US55027961200","Census Tract 9612, Dodge County, Wisconsin","3363","120"
"1400000US55129950100","Census Tract 9501, Washburn County, Wisconsin","1869","106"
"1400000US55015020304","Census Tract 203.04, Calumet County, Wisconsin","3735","237"
"1400000US55025010702","Census Tract 107.02, Dane County, Wisconsin","7590","387"
"1400000US55003940000","Census Tract 9400, Ashland County, Wisconsin","2000","151"
"1400000US55079101200","Census Tract 1012, Milwaukee County, Wisconsin","3184","202"
"1400000US55097961200","Census Tract 9612, Portage County, Wisconsin","6002","280"
"1400000US55078940102","Census Tract 9401.02, Menominee County, Wisconsin","3018","193"
"1400000US55079012300","Census Tract 123, Milwaukee County, Wisconsin","1132","149"
"1400000US55123960700","Census Tract 9607, Vernon County, Wisconsin","4121","191"
"1400000US55035001101","Census Tract 11.01, Eau Claire County, Wisconsin","1897","270"
"1400000US55079020600","Census Tract 206, Milwaukee County, Wisconsin","3719","312"
"1400000US55079040100","Census Tract 401, Milwaukee County, Wisconsin","1479","123"
"1400000US55079006700","Census Tract 67, Milwaukee County, Wisconsin","1347","275"
"1400000US55047100300","Census Tract 1003, Green Lake County, Wisconsin","3007","156"
"1400000US55127000102","Census Tract 1.02, Walworth County, Wisconsin","2736","204"
"1400000US55111000700","Census Tract 7, Sauk County, Wisconsin","3031","187"
"1400000US55025011101","Census Tract 111.01, Dane County, Wisconsin","4738","253"
"1400000US55055101400","Census Tract 1014, Jefferson County, Wisconsin","3274","232"
"1400000US55079186800","Census Tract 1868, Milwaukee County, Wisconsin","1614","263"
"1400000US55009000402","Census Tract 4.02, Brown County, Wisconsin","2096","143"
"1400000US55025002602","Census Tract 26.02, Dane County, Wisconsin","5744","413"
"1400000US55131450103","Census Tract 4501.03, Washington County, Wisconsin","5144","323"
"1400000US55047100100","Census Tract 1001, Green Lake County, Wisconsin","3273","159"
"1400000US55035001300","Census Tract 13, Eau Claire County, Wisconsin","5404","349"
"1400000US55079012800","Census Tract 128, Milwaukee County, Wisconsin","3084","219"
"1400000US55101001701","Census Tract 17.01, Racine County, Wisconsin","3725","311"
"1400000US55083100900","Census Tract 1009, Oconto County, Wisconsin","2864","205"
"1400000US55105001304","Census Tract 13.04, Rock County, Wisconsin","8752","374"
"1400000US55139001200","Census Tract 12, Winnebago County, Wisconsin","2087","208"
"1400000US55003950500","Census Tract 9505, Ashland County, Wisconsin","2185","92"
"1400000US55035000700","Census Tract 7, Eau Claire County, Wisconsin","5111","419"
"1400000US55095961100","Census Tract 9611, Polk County, Wisconsin","3814","143"
"1400000US55079186600","Census Tract 1866, Milwaukee County, Wisconsin","2206","272"
"1400000US55025003001","Census Tract 30.01, Dane County, Wisconsin","4861","309"
"1400000US55031020700","Census Tract 207, Douglas County, Wisconsin","4068","256"
"1400000US55135100900","Census Tract 1009, Waupaca County, Wisconsin","6026","120"
"1400000US55073001500","Census Tract 15, Marathon County, Wisconsin","4203","157"
"1400000US55083101000","Census Tract 1010, Oconto County, Wisconsin","3938","192"
"1400000US55113100300","Census Tract 1003, Sawyer County, Wisconsin","4695","312"
"1400000US55079091100","Census Tract 911, Milwaukee County, Wisconsin","4349","173"
"1400000US55015020600","Census Tract 206, Calumet County, Wisconsin","4789","207"
"1400000US55035000200","Census Tract 2, Eau Claire County, Wisconsin","5204","188"
"1400000US55101001002","Census Tract 10.02, Racine County, Wisconsin","2662","160"
"1400000US55079001200","Census Tract 12, Milwaukee County, Wisconsin","3122","267"
"1400000US55079000202","Census Tract 2.02, Milwaukee County, Wisconsin","6439","621"
"1400000US55087940000","Census Tract 9400, Outagamie County, Wisconsin","4719","25"
"1400000US55133200803","Census Tract 2008.03, Waukesha County, Wisconsin","4389","183"
"1400000US55081950900","Census Tract 9509, Monroe County, Wisconsin","5447","234"
"1400000US55025000401","Census Tract 4.01, Dane County, Wisconsin","3280","165"
"1400000US55025000501","Census Tract 5.01, Dane County, Wisconsin","4425","359"
"1400000US55021971000","Census Tract 9710, Columbia County, Wisconsin","3796","131"
"1400000US55025013200","Census Tract 132, Dane County, Wisconsin","9313","314"
"1400000US55135100300","Census Tract 1003, Waupaca County, Wisconsin","3699","134"
"1400000US55071000400","Census Tract 4, Manitowoc County, Wisconsin","3843","293"
"1400000US55085971300","Census Tract 9713, Oneida County, Wisconsin","1739","174"
"1400000US55113100500","Census Tract 1005, Sawyer County, Wisconsin","3278","195"
"1400000US55079100900","Census Tract 1009, Milwaukee County, Wisconsin","3981","338"
"1400000US55079030100","Census Tract 301, Milwaukee County, Wisconsin","4445","122"
