Day of Epi Dt,Measure Names,7 Day Average (conf+prob) (TT),7 Day Average (conf+prob),7 Day Average (conf+prob),Prelim end date,Prelim start date,7 Day Average (TT Text),County Parameter Cum Curve,Max. Window Max Daily Cases,Measure Values,Confirmed Cases By Epi Dt,Probable By Epi Dt,Stacked Confirm + Probable cases
15-Dec-20,Probable cases,3228,3228,,12/16/2020,12/2/2020,confirmed plus probable cases,Wisconsin,9605,549,2832,549,3381
14-Dec-20,Probable cases,3289,3289,,12/15/2020,12/1/2020,confirmed plus probable cases,Wisconsin,9605,659,3339,659,3998
13-Dec-20,Probable cases,3392,3392,,12/14/2020,11/30/2020,confirmed plus probable cases,Wisconsin,9605,331,1899,331,2230
12-Dec-20,Probable cases,3423,3423,,12/13/2020,11/29/2020,confirmed plus probable cases,Wisconsin,9605,322,2297,322,2619
11-Dec-20,Probable cases,3436,3436,,12/12/2020,11/28/2020,confirmed plus probable cases,Wisconsin,9605,480,3018,480,3498
10-Dec-20,Probable cases,3480,3480,,12/11/2020,11/27/2020,confirmed plus probable cases,Wisconsin,9605,479,2806,479,3285
9-Dec-20,Probable cases,3588,3588,,12/10/2020,11/26/2020,confirmed plus probable cases,Wisconsin,9605,506,3085,506,3591
8-Dec-20,Probable cases,3739,3739,,12/9/2020,11/25/2020,confirmed plus probable cases,Wisconsin,9605,513,3289,513,3802
7-Dec-20,Probable cases,3918,3918,,12/8/2020,11/24/2020,confirmed plus probable cases,Wisconsin,9605,660,4059,660,4719
6-Dec-20,Probable cases,4132,4132,,12/7/2020,11/23/2020,confirmed plus probable cases,Wisconsin,9605,306,2143,306,2449
5-Dec-20,Probable cases,4250,4250,,12/6/2020,11/22/2020,confirmed plus probable cases,Wisconsin,9605,299,2413,299,2712
4-Dec-20,Probable cases,4324,4324,,12/5/2020,11/21/2020,confirmed plus probable cases,Wisconsin,9605,517,3291,517,3808
3-Dec-20,Probable cases,4366,4366,,12/4/2020,11/20/2020,confirmed plus probable cases,Wisconsin,9605,629,3406,629,4035
2-Dec-20,Probable cases,4098,4098,,12/3/2020,11/19/2020,confirmed plus probable cases,Wisconsin,9605,642,4007,642,4649
1-Dec-20,Probable cases,4070,4070,,12/2/2020,11/18/2020,confirmed plus probable cases,Wisconsin,9605,647,4408,647,5055
30-Nov-20,Probable cases,4025,4025,,12/1/2020,11/17/2020,confirmed plus probable cases,Wisconsin,9605,716,5505,716,6221
29-Nov-20,Probable cases,3883,3883,,11/30/2020,11/16/2020,confirmed plus probable cases,Wisconsin,9605,323,2950,323,3273
28-Nov-20,Probable cases,3798,3798,,11/29/2020,11/15/2020,confirmed plus probable cases,Wisconsin,9605,266,2965,266,3231
27-Nov-20,Probable cases,3796,3796,,11/28/2020,11/14/2020,confirmed plus probable cases,Wisconsin,9605,340,3760,340,4100
26-Nov-20,Probable cases,3879,3879,,11/27/2020,11/13/2020,confirmed plus probable cases,Wisconsin,9605,217,1940,217,2157
25-Nov-20,Probable cases,4288,4288,,11/26/2020,11/12/2020,confirmed plus probable cases,Wisconsin,9605,458,4001,458,4459
24-Nov-20,Probable cases,4462,4462,,11/25/2020,11/11/2020,confirmed plus probable cases,Wisconsin,9605,475,4265,475,4740
23-Nov-20,Probable cases,4665,4665,,11/24/2020,11/10/2020,confirmed plus probable cases,Wisconsin,9605,564,4663,564,5227
22-Nov-20,Probable cases,4935,4935,,11/23/2020,11/9/2020,confirmed plus probable cases,Wisconsin,9605,234,2440,234,2674
21-Nov-20,Probable cases,5072,5072,,11/22/2020,11/8/2020,confirmed plus probable cases,Wisconsin,9605,307,2909,307,3216
20-Nov-20,Probable cases,5207,5207,,11/21/2020,11/7/2020,confirmed plus probable cases,Wisconsin,9605,565,4117,565,4682
19-Nov-20,Probable cases,5449,5449,,11/20/2020,11/6/2020,confirmed plus probable cases,Wisconsin,9605,544,4479,544,5023
18-Nov-20,Probable cases,5781,5781,,11/19/2020,11/5/2020,confirmed plus probable cases,Wisconsin,9605,591,5084,591,5675
17-Nov-20,Probable cases,5947,5947,,11/18/2020,11/4/2020,confirmed plus probable cases,Wisconsin,9605,629,5532,629,6161
16-Nov-20,Probable cases,6259,6259,,11/17/2020,11/3/2020,confirmed plus probable cases,Wisconsin,9605,724,6391,724,7115
15-Nov-20,Probable cases,6615,6615,,11/16/2020,11/2/2020,confirmed plus probable cases,Wisconsin,9605,311,3321,311,3632
14-Nov-20,Probable cases,6767,6767,,11/15/2020,11/1/2020,confirmed plus probable cases,Wisconsin,9605,332,3832,332,4164
13-Nov-20,Probable cases,6948,6948,,11/14/2020,10/31/2020,confirmed plus probable cases,Wisconsin,9605,647,5728,647,6375
12-Nov-20,Probable cases,7154,7154,,11/13/2020,10/30/2020,confirmed plus probable cases,Wisconsin,9605,739,6606,739,7345
11-Nov-20,Probable cases,7201,7201,,11/12/2020,10/29/2020,confirmed plus probable cases,Wisconsin,9605,741,6102,741,6843
10-Nov-20,Probable cases,7383,7383,,11/11/2020,10/28/2020,confirmed plus probable cases,Wisconsin,9605,523,7818,523,8341
9-Nov-20,Probable cases,7366,7366,,11/10/2020,10/27/2020,confirmed plus probable cases,Wisconsin,9605,630,8975,630,9605
8-Nov-20,Probable cases,7227,7227,,11/9/2020,10/26/2020,confirmed plus probable cases,Wisconsin,9605,278,4422,278,4700
7-Nov-20,Probable cases,7208,7208,,11/8/2020,10/25/2020,confirmed plus probable cases,Wisconsin,9605,294,5136,294,5430
6-Nov-20,Probable cases,7047,7047,,11/7/2020,10/24/2020,confirmed plus probable cases,Wisconsin,9605,414,7405,414,7819
5-Nov-20,Probable cases,6771,6771,,11/6/2020,10/23/2020,confirmed plus probable cases,Wisconsin,9605,421,7253,421,7674
4-Nov-20,Probable cases,6510,6510,,11/5/2020,10/22/2020,confirmed plus probable cases,Wisconsin,9605,373,7741,373,8114
3-Nov-20,Probable cases,6241,6241,,11/4/2020,10/21/2020,confirmed plus probable cases,Wisconsin,9605,385,7835,385,8220
2-Nov-20,Probable cases,5955,5955,,11/3/2020,10/20/2020,confirmed plus probable cases,Wisconsin,9605,414,8219,414,8633
1-Nov-20,Probable cases,5628,5628,,11/2/2020,10/19/2020,confirmed plus probable cases,Wisconsin,9605,249,4319,249,4568
31-Oct-20,Probable cases,5434,5434,,11/1/2020,10/18/2020,confirmed plus probable cases,Wisconsin,9605,169,4138,169,4307
30-Oct-20,Probable cases,5305,5305,,10/31/2020,10/17/2020,confirmed plus probable cases,Wisconsin,9605,297,5586,297,5883
29-Oct-20,Probable cases,5134,5134,,10/30/2020,10/16/2020,confirmed plus probable cases,Wisconsin,9605,308,5540,308,5848
28-Oct-20,Probable cases,4970,4970,,10/29/2020,10/15/2020,confirmed plus probable cases,Wisconsin,9605,252,5977,252,6229
27-Oct-20,Probable cases,4789,4789,,10/28/2020,10/14/2020,confirmed plus probable cases,Wisconsin,9605,303,5916,303,6219
26-Oct-20,Probable cases,4590,4590,,10/27/2020,10/13/2020,confirmed plus probable cases,Wisconsin,9605,307,6038,307,6345
25-Oct-20,Probable cases,4404,4404,,10/26/2020,10/12/2020,confirmed plus probable cases,Wisconsin,9605,200,3009,200,3209
24-Oct-20,Probable cases,4310,4310,,10/25/2020,10/11/2020,confirmed plus probable cases,Wisconsin,9605,178,3230,178,3408
23-Oct-20,Probable cases,4194,4194,,10/24/2020,10/10/2020,confirmed plus probable cases,Wisconsin,9605,277,4409,277,4686
22-Oct-20,Probable cases,4056,4056,,10/23/2020,10/9/2020,confirmed plus probable cases,Wisconsin,9605,290,4408,290,4698
21-Oct-20,Probable cases,3938,3938,,10/22/2020,10/8/2020,confirmed plus probable cases,Wisconsin,9605,243,4720,243,4963
20-Oct-20,Probable cases,3792,3792,,10/21/2020,10/7/2020,confirmed plus probable cases,Wisconsin,9605,212,4613,212,4825
19-Oct-20,Probable cases,3662,3662,,10/20/2020,10/6/2020,confirmed plus probable cases,Wisconsin,9605,244,4797,244,5041
18-Oct-20,Probable cases,3567,3567,,10/19/2020,10/5/2020,confirmed plus probable cases,Wisconsin,9605,141,2410,141,2551
17-Oct-20,Probable cases,3543,3543,,10/18/2020,10/4/2020,confirmed plus probable cases,Wisconsin,9605,126,2472,126,2598
16-Oct-20,Probable cases,3532,3532,,10/17/2020,10/3/2020,confirmed plus probable cases,Wisconsin,9605,191,3528,191,3719
15-Oct-20,Probable cases,3499,3499,,10/16/2020,10/2/2020,confirmed plus probable cases,Wisconsin,9605,255,3616,255,3871
14-Oct-20,Probable cases,3450,3450,,10/15/2020,10/1/2020,confirmed plus probable cases,Wisconsin,9605,222,3721,222,3943
13-Oct-20,Probable cases,3419,3419,,10/14/2020,9/30/2020,confirmed plus probable cases,Wisconsin,9605,214,3703,214,3917
12-Oct-20,Probable cases,3399,3399,,10/13/2020,9/29/2020,confirmed plus probable cases,Wisconsin,9605,244,4126,244,4370
11-Oct-20,Probable cases,3304,3304,,10/12/2020,9/28/2020,confirmed plus probable cases,Wisconsin,9605,153,2236,153,2389
10-Oct-20,Probable cases,3239,3239,,10/11/2020,9/27/2020,confirmed plus probable cases,Wisconsin,9605,107,2414,107,2521
9-Oct-20,Probable cases,3178,3178,,10/10/2020,9/26/2020,confirmed plus probable cases,Wisconsin,9605,204,3281,204,3485
8-Oct-20,Probable cases,3069,3069,,10/9/2020,9/25/2020,confirmed plus probable cases,Wisconsin,9605,182,3344,182,3526
7-Oct-20,Probable cases,2975,2975,,10/8/2020,9/24/2020,confirmed plus probable cases,Wisconsin,9605,185,3546,185,3731
6-Oct-20,Probable cases,2870,2870,,10/7/2020,9/23/2020,confirmed plus probable cases,Wisconsin,9605,170,3606,170,3776
5-Oct-20,Probable cases,2734,2734,,10/6/2020,9/22/2020,confirmed plus probable cases,Wisconsin,9605,174,3529,174,3703
4-Oct-20,Probable cases,2695,2695,,10/5/2020,9/21/2020,confirmed plus probable cases,Wisconsin,9605,85,1849,85,1934
3-Oct-20,Probable cases,2657,2657,,10/4/2020,9/20/2020,confirmed plus probable cases,Wisconsin,9605,75,2020,75,2095
2-Oct-20,Probable cases,2629,2629,,10/3/2020,9/19/2020,confirmed plus probable cases,Wisconsin,9605,128,2595,128,2723
1-Oct-20,Probable cases,2599,2599,,10/2/2020,9/18/2020,confirmed plus probable cases,Wisconsin,9605,106,2762,106,2868
30-Sep-20,Probable cases,2556,2556,,10/1/2020,9/17/2020,confirmed plus probable cases,Wisconsin,9605,100,2892,100,2992
29-Sep-20,Probable cases,2596,2596,,9/30/2020,9/16/2020,confirmed plus probable cases,Wisconsin,9605,101,2722,101,2823
28-Sep-20,Probable cases,2581,2581,,9/29/2020,9/15/2020,confirmed plus probable cases,Wisconsin,9605,131,3299,131,3430
27-Sep-20,Probable cases,2500,2500,,9/28/2020,9/14/2020,confirmed plus probable cases,Wisconsin,9605,64,1607,64,1671
26-Sep-20,Probable cases,2475,2475,,9/27/2020,9/13/2020,confirmed plus probable cases,Wisconsin,9605,69,1832,69,1901
25-Sep-20,Probable cases,2432,2432,,9/26/2020,9/12/2020,confirmed plus probable cases,Wisconsin,9605,91,2417,91,2508
24-Sep-20,Probable cases,2364,2364,,9/25/2020,9/11/2020,confirmed plus probable cases,Wisconsin,9605,95,2478,95,2573
23-Sep-20,Probable cases,2302,2302,,9/24/2020,9/10/2020,confirmed plus probable cases,Wisconsin,9605,100,3171,100,3271
22-Sep-20,Probable cases,2178,2178,,9/23/2020,9/9/2020,confirmed plus probable cases,Wisconsin,9605,106,2611,106,2717
21-Sep-20,Probable cases,2111,2111,,9/22/2020,9/8/2020,confirmed plus probable cases,Wisconsin,9605,144,2717,144,2861
20-Sep-20,Probable cases,2035,2035,,9/21/2020,9/7/2020,confirmed plus probable cases,Wisconsin,9605,57,1438,57,1495
19-Sep-20,Probable cases,2001,2001,,9/20/2020,9/6/2020,confirmed plus probable cases,Wisconsin,9605,68,1535,68,1603
18-Sep-20,Probable cases,1954,1954,,9/19/2020,9/5/2020,confirmed plus probable cases,Wisconsin,9605,137,1894,137,2031
17-Sep-20,Probable cases,1906,1906,,9/18/2020,9/4/2020,confirmed plus probable cases,Wisconsin,9605,112,2025,112,2137
16-Sep-20,Probable cases,1849,1849,,9/17/2020,9/3/2020,confirmed plus probable cases,Wisconsin,9605,130,2278,130,2408
15-Sep-20,Probable cases,1768,1768,,9/16/2020,9/2/2020,confirmed plus probable cases,Wisconsin,9605,118,2127,118,2245
14-Sep-20,Probable cases,1727,1727,,9/15/2020,9/1/2020,confirmed plus probable cases,Wisconsin,9605,117,2213,117,2330
13-Sep-20,Probable cases,1562,1562,,9/14/2020,8/31/2020,confirmed plus probable cases,Wisconsin,9605,48,1207,48,1255
12-Sep-20,Probable cases,1509,1509,,9/13/2020,8/30/2020,confirmed plus probable cases,Wisconsin,9605,55,1218,55,1273
11-Sep-20,Probable cases,1452,1452,,9/12/2020,8/29/2020,confirmed plus probable cases,Wisconsin,9605,115,1584,115,1699
10-Sep-20,Probable cases,1368,1368,,9/11/2020,8/28/2020,confirmed plus probable cases,Wisconsin,9605,92,1647,92,1739
9-Sep-20,Probable cases,1278,1278,,9/10/2020,8/27/2020,confirmed plus probable cases,Wisconsin,9605,90,1746,90,1836
8-Sep-20,Probable cases,1174,1174,,9/9/2020,8/26/2020,confirmed plus probable cases,Wisconsin,9605,75,1884,75,1959
7-Sep-20,Probable cases,1064,1064,,9/8/2020,8/25/2020,confirmed plus probable cases,Wisconsin,9605,43,1136,43,1179
6-Sep-20,Probable cases,1052,1052,,9/7/2020,8/24/2020,confirmed plus probable cases,Wisconsin,9605,31,850,31,881
5-Sep-20,Probable cases,1014,1014,,9/6/2020,8/23/2020,confirmed plus probable cases,Wisconsin,9605,20,852,20,872
4-Sep-20,Probable cases,975,975,,9/5/2020,8/22/2020,confirmed plus probable cases,Wisconsin,9605,58,1055,58,1113
3-Sep-20,Probable cases,931,931,,9/4/2020,8/21/2020,confirmed plus probable cases,Wisconsin,9605,54,1057,54,1111
2-Sep-20,Probable cases,897,897,,9/3/2020,8/20/2020,confirmed plus probable cases,Wisconsin,9605,51,1053,51,1104
1-Sep-20,Probable cases,866,866,,9/2/2020,8/19/2020,confirmed plus probable cases,Wisconsin,9605,35,1159,35,1194
31-Aug-20,Probable cases,830,830,,9/1/2020,8/18/2020,confirmed plus probable cases,Wisconsin,9605,31,1064,31,1095
30-Aug-20,Probable cases,797,797,,8/31/2020,8/17/2020,confirmed plus probable cases,Wisconsin,9605,14,596,14,610
29-Aug-20,Probable cases,787,787,,8/30/2020,8/16/2020,confirmed plus probable cases,Wisconsin,9605,21,579,21,600
28-Aug-20,Probable cases,773,773,,8/29/2020,8/15/2020,confirmed plus probable cases,Wisconsin,9605,47,758,47,805
27-Aug-20,Probable cases,755,755,,8/28/2020,8/14/2020,confirmed plus probable cases,Wisconsin,9605,31,843,31,874
26-Aug-20,Probable cases,722,722,,8/27/2020,8/13/2020,confirmed plus probable cases,Wisconsin,9605,44,843,44,887
25-Aug-20,Probable cases,704,704,,8/26/2020,8/12/2020,confirmed plus probable cases,Wisconsin,9605,41,904,41,945
24-Aug-20,Probable cases,693,693,,8/25/2020,8/11/2020,confirmed plus probable cases,Wisconsin,9605,22,842,22,864
23-Aug-20,Probable cases,681,681,,8/24/2020,8/10/2020,confirmed plus probable cases,Wisconsin,9605,18,516,18,534
22-Aug-20,Probable cases,677,677,,8/23/2020,8/9/2020,confirmed plus probable cases,Wisconsin,9605,20,486,20,506
21-Aug-20,Probable cases,682,682,,8/22/2020,8/8/2020,confirmed plus probable cases,Wisconsin,9605,35,641,35,676
20-Aug-20,Probable cases,678,678,,8/21/2020,8/7/2020,confirmed plus probable cases,Wisconsin,9605,33,609,33,642
19-Aug-20,Probable cases,682,682,,8/20/2020,8/6/2020,confirmed plus probable cases,Wisconsin,9605,38,727,38,765
18-Aug-20,Probable cases,695,695,,8/19/2020,8/5/2020,confirmed plus probable cases,Wisconsin,9605,29,840,29,869
17-Aug-20,Probable cases,696,696,,8/18/2020,8/4/2020,confirmed plus probable cases,Wisconsin,9605,36,740,36,776
16-Aug-20,Probable cases,707,707,,8/17/2020,8/3/2020,confirmed plus probable cases,Wisconsin,9605,16,490,16,506
15-Aug-20,Probable cases,716,716,,8/16/2020,8/2/2020,confirmed plus probable cases,Wisconsin,9605,22,521,22,543
14-Aug-20,Probable cases,718,718,,8/15/2020,8/1/2020,confirmed plus probable cases,Wisconsin,9605,22,623,22,645
13-Aug-20,Probable cases,735,735,,8/14/2020,7/31/2020,confirmed plus probable cases,Wisconsin,9605,35,636,35,671
12-Aug-20,Probable cases,750,750,,8/13/2020,7/30/2020,confirmed plus probable cases,Wisconsin,9605,34,824,34,858
11-Aug-20,Probable cases,762,762,,8/12/2020,7/29/2020,confirmed plus probable cases,Wisconsin,9605,22,857,22,879
10-Aug-20,Probable cases,771,771,,8/11/2020,7/28/2020,confirmed plus probable cases,Wisconsin,9605,39,813,39,852
9-Aug-20,Probable cases,794,794,,8/10/2020,7/27/2020,confirmed plus probable cases,Wisconsin,9605,15,552,15,567
8-Aug-20,Probable cases,788,788,,8/9/2020,7/26/2020,confirmed plus probable cases,Wisconsin,9605,17,543,17,560
7-Aug-20,Probable cases,807,807,,8/8/2020,7/25/2020,confirmed plus probable cases,Wisconsin,9605,27,737,27,764
6-Aug-20,Probable cases,807,807,,8/7/2020,7/24/2020,confirmed plus probable cases,Wisconsin,9605,32,744,32,776
5-Aug-20,Probable cases,811,811,,8/6/2020,7/23/2020,confirmed plus probable cases,Wisconsin,9605,42,896,42,938
4-Aug-20,Probable cases,802,802,,8/5/2020,7/22/2020,confirmed plus probable cases,Wisconsin,9605,41,902,41,943
3-Aug-20,Probable cases,805,805,,8/4/2020,7/21/2020,confirmed plus probable cases,Wisconsin,9605,32,978,32,1010
2-Aug-20,Probable cases,817,817,,8/3/2020,7/20/2020,confirmed plus probable cases,Wisconsin,9605,22,508,22,530
1-Aug-20,Probable cases,822,822,,8/2/2020,7/19/2020,confirmed plus probable cases,Wisconsin,9605,22,668,22,690
31-Jul-20,Probable cases,812,812,,8/1/2020,7/18/2020,confirmed plus probable cases,Wisconsin,9605,31,734,31,765
30-Jul-20,Probable cases,819,819,,7/31/2020,7/17/2020,confirmed plus probable cases,Wisconsin,9605,32,770,32,802
29-Jul-20,Probable cases,821,821,,7/30/2020,7/16/2020,confirmed plus probable cases,Wisconsin,9605,29,845,29,874
28-Jul-20,Probable cases,842,842,,7/29/2020,7/15/2020,confirmed plus probable cases,Wisconsin,9605,41,924,41,965
27-Jul-20,Probable cases,848,848,,7/28/2020,7/14/2020,confirmed plus probable cases,Wisconsin,9605,34,1062,34,1096
26-Jul-20,Probable cases,851,851,,7/27/2020,7/13/2020,confirmed plus probable cases,Wisconsin,9605,20,546,20,566
25-Jul-20,Probable cases,856,856,,7/26/2020,7/12/2020,confirmed plus probable cases,Wisconsin,9605,23,598,23,621
24-Jul-20,Probable cases,863,863,,7/25/2020,7/11/2020,confirmed plus probable cases,Wisconsin,9605,46,768,46,814
23-Jul-20,Probable cases,874,874,,7/24/2020,7/10/2020,confirmed plus probable cases,Wisconsin,9605,22,790,22,812
22-Jul-20,Probable cases,896,896,,7/23/2020,7/9/2020,confirmed plus probable cases,Wisconsin,9605,46,976,46,1022
21-Jul-20,Probable cases,899,899,,7/22/2020,7/8/2020,confirmed plus probable cases,Wisconsin,9605,42,968,42,1010
20-Jul-20,Probable cases,907,907,,7/21/2020,7/7/2020,confirmed plus probable cases,Wisconsin,9605,58,1060,58,1118
19-Jul-20,Probable cases,908,908,,7/20/2020,7/6/2020,confirmed plus probable cases,Wisconsin,9605,19,582,19,601
18-Jul-20,Probable cases,914,914,,7/19/2020,7/5/2020,confirmed plus probable cases,Wisconsin,9605,19,649,19,668
17-Jul-20,Probable cases,910,910,,7/18/2020,7/4/2020,confirmed plus probable cases,Wisconsin,9605,61,830,61,891
16-Jul-20,Probable cases,906,906,,7/17/2020,7/3/2020,confirmed plus probable cases,Wisconsin,9605,32,932,32,964
15-Jul-20,Probable cases,901,901,,7/16/2020,7/2/2020,confirmed plus probable cases,Wisconsin,9605,41,1004,41,1045
14-Jul-20,Probable cases,894,894,,7/15/2020,7/1/2020,confirmed plus probable cases,Wisconsin,9605,41,1025,41,1066
13-Jul-20,Probable cases,888,888,,7/14/2020,6/30/2020,confirmed plus probable cases,Wisconsin,9605,40,1085,40,1125
12-Jul-20,Probable cases,876,876,,7/13/2020,6/29/2020,confirmed plus probable cases,Wisconsin,9605,26,618,26,644
11-Jul-20,Probable cases,872,872,,7/12/2020,6/28/2020,confirmed plus probable cases,Wisconsin,9605,16,619,16,635
10-Jul-20,Probable cases,847,847,,7/11/2020,6/27/2020,confirmed plus probable cases,Wisconsin,9605,50,817,50,867
9-Jul-20,Probable cases,815,815,,7/10/2020,6/26/2020,confirmed plus probable cases,Wisconsin,9605,36,889,36,925
8-Jul-20,Probable cases,784,784,,7/9/2020,6/25/2020,confirmed plus probable cases,Wisconsin,9605,36,960,36,996
7-Jul-20,Probable cases,766,766,,7/8/2020,6/24/2020,confirmed plus probable cases,Wisconsin,9605,33,991,33,1024
6-Jul-20,Probable cases,736,736,,7/7/2020,6/23/2020,confirmed plus probable cases,Wisconsin,9605,41,1000,41,1041
5-Jul-20,Probable cases,711,711,,7/6/2020,6/22/2020,confirmed plus probable cases,Wisconsin,9605,18,602,18,620
4-Jul-20,Probable cases,687,687,,7/5/2020,6/21/2020,confirmed plus probable cases,Wisconsin,9605,20,440,20,460
3-Jul-20,Probable cases,689,689,,7/4/2020,6/20/2020,confirmed plus probable cases,Wisconsin,9605,27,614,27,641
2-Jul-20,Probable cases,685,685,,7/3/2020,6/19/2020,confirmed plus probable cases,Wisconsin,9605,38,674,38,712
1-Jul-20,Probable cases,675,675,,7/2/2020,6/18/2020,confirmed plus probable cases,Wisconsin,9605,53,812,53,865
30-Jun-20,Probable cases,643,643,,7/1/2020,6/17/2020,confirmed plus probable cases,Wisconsin,9605,37,780,37,817
29-Jun-20,Probable cases,622,622,,6/30/2020,6/16/2020,confirmed plus probable cases,Wisconsin,9605,35,831,35,866
28-Jun-20,Probable cases,593,593,,6/29/2020,6/15/2020,confirmed plus probable cases,Wisconsin,9605,12,436,12,448
27-Jun-20,Probable cases,580,580,,6/28/2020,6/14/2020,confirmed plus probable cases,Wisconsin,9605,13,461,13,474
26-Jun-20,Probable cases,561,561,,6/27/2020,6/13/2020,confirmed plus probable cases,Wisconsin,9605,35,581,35,616
25-Jun-20,Probable cases,534,534,,6/26/2020,6/12/2020,confirmed plus probable cases,Wisconsin,9605,45,595,45,640
