Day of Epi Dt,Measure Names,7 Day Average (conf+prob) (TT),7 Day Average (conf+prob),7 Day Average (conf+prob),Prelim end date,Prelim start date,7 Day Average (TT Text),County Parameter Cum Curve,Max. Window Max Daily Cases,Measure Values,Confirmed Cases By Epi Dt,Probable By Epi Dt,Stacked Confirm + Probable cases
26-Nov-20,Probable cases,3877,3877,,11/27/2020,11/13/2020,confirmed plus probable cases,Wisconsin,9615,212,1941,212,2153
25-Nov-20,Probable cases,4285,4285,,11/26/2020,11/12/2020,confirmed plus probable cases,Wisconsin,9615,461,3990,461,4451
24-Nov-20,Probable cases,4461,4461,,11/25/2020,11/11/2020,confirmed plus probable cases,Wisconsin,9615,474,4268,474,4742
23-Nov-20,Probable cases,4665,4665,,11/24/2020,11/10/2020,confirmed plus probable cases,Wisconsin,9615,565,4658,565,5223
22-Nov-20,Probable cases,4937,4937,,11/23/2020,11/9/2020,confirmed plus probable cases,Wisconsin,9615,235,2441,235,2676
21-Nov-20,Probable cases,5074,5074,,11/22/2020,11/8/2020,confirmed plus probable cases,Wisconsin,9615,311,2906,311,3217
20-Nov-20,Probable cases,5210,5210,,11/21/2020,11/7/2020,confirmed plus probable cases,Wisconsin,9615,566,4113,566,4679
19-Nov-20,Probable cases,5452,5452,,11/20/2020,11/6/2020,confirmed plus probable cases,Wisconsin,9615,544,4467,544,5011
18-Nov-20,Probable cases,5785,5785,,11/19/2020,11/5/2020,confirmed plus probable cases,Wisconsin,9615,595,5087,595,5682
17-Nov-20,Probable cases,5951,5951,,11/18/2020,11/4/2020,confirmed plus probable cases,Wisconsin,9615,632,5538,632,6170
16-Nov-20,Probable cases,6262,6262,,11/17/2020,11/3/2020,confirmed plus probable cases,Wisconsin,9615,721,6406,721,7127
15-Nov-20,Probable cases,6617,6617,,11/16/2020,11/2/2020,confirmed plus probable cases,Wisconsin,9615,309,3327,309,3636
14-Nov-20,Probable cases,6770,6770,,11/15/2020,11/1/2020,confirmed plus probable cases,Wisconsin,9615,335,3832,335,4167
13-Nov-20,Probable cases,6951,6951,,11/14/2020,10/31/2020,confirmed plus probable cases,Wisconsin,9615,646,5728,646,6374
12-Nov-20,Probable cases,7158,7158,,11/13/2020,10/30/2020,confirmed plus probable cases,Wisconsin,9615,742,6601,742,7343
11-Nov-20,Probable cases,7205,7205,,11/12/2020,10/29/2020,confirmed plus probable cases,Wisconsin,9615,739,6105,739,6844
10-Nov-20,Probable cases,7387,7387,,11/11/2020,10/28/2020,confirmed plus probable cases,Wisconsin,9615,521,7825,521,8346
9-Nov-20,Probable cases,7370,7370,,11/10/2020,10/27/2020,confirmed plus probable cases,Wisconsin,9615,635,8980,635,9615
8-Nov-20,Probable cases,7229,7229,,11/9/2020,10/26/2020,confirmed plus probable cases,Wisconsin,9615,278,4427,278,4705
7-Nov-20,Probable cases,7211,7211,,11/8/2020,10/25/2020,confirmed plus probable cases,Wisconsin,9615,295,5136,295,5431
6-Nov-20,Probable cases,7052,7052,,11/7/2020,10/24/2020,confirmed plus probable cases,Wisconsin,9615,415,7411,415,7826
5-Nov-20,Probable cases,6774,6774,,11/6/2020,10/23/2020,confirmed plus probable cases,Wisconsin,9615,422,7249,422,7671
4-Nov-20,Probable cases,6514,6514,,11/5/2020,10/22/2020,confirmed plus probable cases,Wisconsin,9615,374,7746,374,8120
3-Nov-20,Probable cases,6245,6245,,11/4/2020,10/21/2020,confirmed plus probable cases,Wisconsin,9615,382,7840,382,8222
2-Nov-20,Probable cases,5958,5958,,11/3/2020,10/20/2020,confirmed plus probable cases,Wisconsin,9615,416,8217,416,8633
1-Nov-20,Probable cases,5632,5632,,11/2/2020,10/19/2020,confirmed plus probable cases,Wisconsin,9615,252,4328,252,4580
31-Oct-20,Probable cases,5436,5436,,11/1/2020,10/18/2020,confirmed plus probable cases,Wisconsin,9615,172,4140,172,4312
30-Oct-20,Probable cases,5306,5306,,10/31/2020,10/17/2020,confirmed plus probable cases,Wisconsin,9615,296,5584,296,5880
29-Oct-20,Probable cases,5134,5134,,10/30/2020,10/16/2020,confirmed plus probable cases,Wisconsin,9615,310,5543,310,5853
28-Oct-20,Probable cases,4968,4968,,10/29/2020,10/15/2020,confirmed plus probable cases,Wisconsin,9615,254,5984,254,6238
27-Oct-20,Probable cases,4785,4785,,10/28/2020,10/14/2020,confirmed plus probable cases,Wisconsin,9615,305,5909,305,6214
26-Oct-20,Probable cases,4586,4586,,10/27/2020,10/13/2020,confirmed plus probable cases,Wisconsin,9615,306,6041,306,6347
25-Oct-20,Probable cases,4400,4400,,10/26/2020,10/12/2020,confirmed plus probable cases,Wisconsin,9615,199,3009,199,3208
24-Oct-20,Probable cases,4306,4306,,10/25/2020,10/11/2020,confirmed plus probable cases,Wisconsin,9615,180,3225,180,3405
23-Oct-20,Probable cases,4191,4191,,10/24/2020,10/10/2020,confirmed plus probable cases,Wisconsin,9615,278,4397,278,4675
22-Oct-20,Probable cases,4054,4054,,10/23/2020,10/9/2020,confirmed plus probable cases,Wisconsin,9615,290,4405,290,4695
21-Oct-20,Probable cases,3938,3938,,10/22/2020,10/8/2020,confirmed plus probable cases,Wisconsin,9615,243,4711,243,4954
20-Oct-20,Probable cases,3794,3794,,10/21/2020,10/7/2020,confirmed plus probable cases,Wisconsin,9615,213,4607,213,4820
19-Oct-20,Probable cases,3666,3666,,10/20/2020,10/6/2020,confirmed plus probable cases,Wisconsin,9615,245,4800,245,5045
18-Oct-20,Probable cases,3568,3568,,10/19/2020,10/5/2020,confirmed plus probable cases,Wisconsin,9615,141,2411,141,2552
17-Oct-20,Probable cases,3545,3545,,10/18/2020,10/4/2020,confirmed plus probable cases,Wisconsin,9615,127,2469,127,2596
16-Oct-20,Probable cases,3533,3533,,10/17/2020,10/3/2020,confirmed plus probable cases,Wisconsin,9615,191,3527,191,3718
15-Oct-20,Probable cases,3500,3500,,10/16/2020,10/2/2020,confirmed plus probable cases,Wisconsin,9615,259,3623,259,3882
14-Oct-20,Probable cases,3449,3449,,10/15/2020,10/1/2020,confirmed plus probable cases,Wisconsin,9615,224,3723,224,3947
13-Oct-20,Probable cases,3418,3418,,10/14/2020,9/30/2020,confirmed plus probable cases,Wisconsin,9615,213,3710,213,3923
12-Oct-20,Probable cases,3397,3397,,10/13/2020,9/29/2020,confirmed plus probable cases,Wisconsin,9615,244,4118,244,4362
11-Oct-20,Probable cases,3303,3303,,10/12/2020,9/28/2020,confirmed plus probable cases,Wisconsin,9615,153,2237,153,2390
10-Oct-20,Probable cases,3238,3238,,10/11/2020,9/27/2020,confirmed plus probable cases,Wisconsin,9615,106,2409,106,2515
9-Oct-20,Probable cases,3178,3178,,10/10/2020,9/26/2020,confirmed plus probable cases,Wisconsin,9615,203,3282,203,3485
8-Oct-20,Probable cases,3068,3068,,10/9/2020,9/25/2020,confirmed plus probable cases,Wisconsin,9615,181,3345,181,3526
7-Oct-20,Probable cases,2974,2974,,10/8/2020,9/24/2020,confirmed plus probable cases,Wisconsin,9615,185,3545,185,3730
6-Oct-20,Probable cases,2869,2869,,10/7/2020,9/23/2020,confirmed plus probable cases,Wisconsin,9615,170,3602,170,3772
5-Oct-20,Probable cases,2734,2734,,10/6/2020,9/22/2020,confirmed plus probable cases,Wisconsin,9615,173,3532,173,3705
4-Oct-20,Probable cases,2695,2695,,10/5/2020,9/21/2020,confirmed plus probable cases,Wisconsin,9615,84,1852,84,1936
3-Oct-20,Probable cases,2657,2657,,10/4/2020,9/20/2020,confirmed plus probable cases,Wisconsin,9615,76,2016,76,2092
2-Oct-20,Probable cases,2630,2630,,10/3/2020,9/19/2020,confirmed plus probable cases,Wisconsin,9615,128,2593,128,2721
1-Oct-20,Probable cases,2599,2599,,10/2/2020,9/18/2020,confirmed plus probable cases,Wisconsin,9615,104,2762,104,2866
30-Sep-20,Probable cases,2558,2558,,10/1/2020,9/17/2020,confirmed plus probable cases,Wisconsin,9615,100,2897,100,2997
29-Sep-20,Probable cases,2597,2597,,9/30/2020,9/16/2020,confirmed plus probable cases,Wisconsin,9615,102,2719,102,2821
28-Sep-20,Probable cases,2582,2582,,9/29/2020,9/15/2020,confirmed plus probable cases,Wisconsin,9615,132,3304,132,3436
27-Sep-20,Probable cases,2499,2499,,9/28/2020,9/14/2020,confirmed plus probable cases,Wisconsin,9615,64,1606,64,1670
26-Sep-20,Probable cases,2474,2474,,9/27/2020,9/13/2020,confirmed plus probable cases,Wisconsin,9615,69,1830,69,1899
25-Sep-20,Probable cases,2433,2433,,9/26/2020,9/12/2020,confirmed plus probable cases,Wisconsin,9615,91,2419,91,2510
24-Sep-20,Probable cases,2364,2364,,9/25/2020,9/11/2020,confirmed plus probable cases,Wisconsin,9615,95,2478,95,2573
23-Sep-20,Probable cases,2302,2302,,9/24/2020,9/10/2020,confirmed plus probable cases,Wisconsin,9615,101,3172,101,3273
22-Sep-20,Probable cases,2178,2178,,9/23/2020,9/9/2020,confirmed plus probable cases,Wisconsin,9615,106,2612,106,2718
21-Sep-20,Probable cases,2111,2111,,9/22/2020,9/8/2020,confirmed plus probable cases,Wisconsin,9615,143,2713,143,2856
20-Sep-20,Probable cases,2036,2036,,9/21/2020,9/7/2020,confirmed plus probable cases,Wisconsin,9615,56,1439,56,1495
19-Sep-20,Probable cases,2002,2002,,9/20/2020,9/6/2020,confirmed plus probable cases,Wisconsin,9615,68,1538,68,1606
18-Sep-20,Probable cases,1955,1955,,9/19/2020,9/5/2020,confirmed plus probable cases,Wisconsin,9615,137,1894,137,2031
17-Sep-20,Probable cases,1907,1907,,9/18/2020,9/4/2020,confirmed plus probable cases,Wisconsin,9615,112,2023,112,2135
16-Sep-20,Probable cases,1851,1851,,9/17/2020,9/3/2020,confirmed plus probable cases,Wisconsin,9615,130,2276,130,2406
15-Sep-20,Probable cases,1768,1768,,9/16/2020,9/2/2020,confirmed plus probable cases,Wisconsin,9615,119,2130,119,2249
14-Sep-20,Probable cases,1726,1726,,9/15/2020,9/1/2020,confirmed plus probable cases,Wisconsin,9615,117,2219,117,2336
13-Sep-20,Probable cases,1561,1561,,9/14/2020,8/31/2020,confirmed plus probable cases,Wisconsin,9615,48,1208,48,1256
12-Sep-20,Probable cases,1507,1507,,9/13/2020,8/30/2020,confirmed plus probable cases,Wisconsin,9615,55,1217,55,1272
11-Sep-20,Probable cases,1450,1450,,9/12/2020,8/29/2020,confirmed plus probable cases,Wisconsin,9615,115,1583,115,1698
10-Sep-20,Probable cases,1366,1366,,9/11/2020,8/28/2020,confirmed plus probable cases,Wisconsin,9615,93,1648,93,1741
9-Sep-20,Probable cases,1275,1275,,9/10/2020,8/27/2020,confirmed plus probable cases,Wisconsin,9615,90,1738,90,1828
8-Sep-20,Probable cases,1172,1172,,9/9/2020,8/26/2020,confirmed plus probable cases,Wisconsin,9615,76,1881,76,1957
7-Sep-20,Probable cases,1063,1063,,9/8/2020,8/25/2020,confirmed plus probable cases,Wisconsin,9615,43,1136,43,1179
6-Sep-20,Probable cases,1051,1051,,9/7/2020,8/24/2020,confirmed plus probable cases,Wisconsin,9615,31,846,31,877
5-Sep-20,Probable cases,1013,1013,,9/6/2020,8/23/2020,confirmed plus probable cases,Wisconsin,9615,20,852,20,872
4-Sep-20,Probable cases,974,974,,9/5/2020,8/22/2020,confirmed plus probable cases,Wisconsin,9615,58,1052,58,1110
3-Sep-20,Probable cases,930,930,,9/4/2020,8/21/2020,confirmed plus probable cases,Wisconsin,9615,54,1053,54,1107
2-Sep-20,Probable cases,897,897,,9/3/2020,8/20/2020,confirmed plus probable cases,Wisconsin,9615,51,1051,51,1102
1-Sep-20,Probable cases,866,866,,9/2/2020,8/19/2020,confirmed plus probable cases,Wisconsin,9615,35,1161,35,1196
31-Aug-20,Probable cases,830,830,,9/1/2020,8/18/2020,confirmed plus probable cases,Wisconsin,9615,31,1065,31,1096
30-Aug-20,Probable cases,798,798,,8/31/2020,8/17/2020,confirmed plus probable cases,Wisconsin,9615,14,595,14,609
29-Aug-20,Probable cases,787,787,,8/30/2020,8/16/2020,confirmed plus probable cases,Wisconsin,9615,21,578,21,599
28-Aug-20,Probable cases,774,774,,8/29/2020,8/15/2020,confirmed plus probable cases,Wisconsin,9615,47,760,47,807
27-Aug-20,Probable cases,755,755,,8/28/2020,8/14/2020,confirmed plus probable cases,Wisconsin,9615,31,842,31,873
26-Aug-20,Probable cases,722,722,,8/27/2020,8/13/2020,confirmed plus probable cases,Wisconsin,9615,44,842,44,886
25-Aug-20,Probable cases,705,705,,8/26/2020,8/12/2020,confirmed plus probable cases,Wisconsin,9615,41,904,41,945
24-Aug-20,Probable cases,694,694,,8/25/2020,8/11/2020,confirmed plus probable cases,Wisconsin,9615,23,844,23,867
23-Aug-20,Probable cases,681,681,,8/24/2020,8/10/2020,confirmed plus probable cases,Wisconsin,9615,18,516,18,534
22-Aug-20,Probable cases,677,677,,8/23/2020,8/9/2020,confirmed plus probable cases,Wisconsin,9615,20,486,20,506
21-Aug-20,Probable cases,682,682,,8/22/2020,8/8/2020,confirmed plus probable cases,Wisconsin,9615,36,641,36,677
20-Aug-20,Probable cases,678,678,,8/21/2020,8/7/2020,confirmed plus probable cases,Wisconsin,9615,33,609,33,642
19-Aug-20,Probable cases,682,682,,8/20/2020,8/6/2020,confirmed plus probable cases,Wisconsin,9615,38,728,38,766
18-Aug-20,Probable cases,695,695,,8/19/2020,8/5/2020,confirmed plus probable cases,Wisconsin,9615,29,840,29,869
17-Aug-20,Probable cases,696,696,,8/18/2020,8/4/2020,confirmed plus probable cases,Wisconsin,9615,36,741,36,777
16-Aug-20,Probable cases,707,707,,8/17/2020,8/3/2020,confirmed plus probable cases,Wisconsin,9615,16,490,16,506
15-Aug-20,Probable cases,716,716,,8/16/2020,8/2/2020,confirmed plus probable cases,Wisconsin,9615,22,521,22,543
14-Aug-20,Probable cases,718,718,,8/15/2020,8/1/2020,confirmed plus probable cases,Wisconsin,9615,22,623,22,645
13-Aug-20,Probable cases,736,736,,8/14/2020,7/31/2020,confirmed plus probable cases,Wisconsin,9615,35,637,35,672
12-Aug-20,Probable cases,751,751,,8/13/2020,7/30/2020,confirmed plus probable cases,Wisconsin,9615,33,822,33,855
11-Aug-20,Probable cases,763,763,,8/12/2020,7/29/2020,confirmed plus probable cases,Wisconsin,9615,22,856,22,878
10-Aug-20,Probable cases,772,772,,8/11/2020,7/28/2020,confirmed plus probable cases,Wisconsin,9615,39,816,39,855
9-Aug-20,Probable cases,793,793,,8/10/2020,7/27/2020,confirmed plus probable cases,Wisconsin,9615,15,551,15,566
8-Aug-20,Probable cases,788,788,,8/9/2020,7/26/2020,confirmed plus probable cases,Wisconsin,9615,17,543,17,560
7-Aug-20,Probable cases,807,807,,8/8/2020,7/25/2020,confirmed plus probable cases,Wisconsin,9615,27,740,27,767
6-Aug-20,Probable cases,806,806,,8/7/2020,7/24/2020,confirmed plus probable cases,Wisconsin,9615,32,746,32,778
5-Aug-20,Probable cases,810,810,,8/6/2020,7/23/2020,confirmed plus probable cases,Wisconsin,9615,43,896,43,939
4-Aug-20,Probable cases,801,801,,8/5/2020,7/22/2020,confirmed plus probable cases,Wisconsin,9615,42,898,42,940
3-Aug-20,Probable cases,805,805,,8/4/2020,7/21/2020,confirmed plus probable cases,Wisconsin,9615,30,975,30,1005
2-Aug-20,Probable cases,818,818,,8/3/2020,7/20/2020,confirmed plus probable cases,Wisconsin,9615,22,509,22,531
1-Aug-20,Probable cases,823,823,,8/2/2020,7/19/2020,confirmed plus probable cases,Wisconsin,9615,22,669,22,691
31-Jul-20,Probable cases,813,813,,8/1/2020,7/18/2020,confirmed plus probable cases,Wisconsin,9615,31,733,31,764
30-Jul-20,Probable cases,820,820,,7/31/2020,7/17/2020,confirmed plus probable cases,Wisconsin,9615,31,769,31,800
29-Jul-20,Probable cases,821,821,,7/30/2020,7/16/2020,confirmed plus probable cases,Wisconsin,9615,29,848,29,877
28-Jul-20,Probable cases,842,842,,7/29/2020,7/15/2020,confirmed plus probable cases,Wisconsin,9615,41,928,41,969
27-Jul-20,Probable cases,848,848,,7/28/2020,7/14/2020,confirmed plus probable cases,Wisconsin,9615,34,1064,34,1098
26-Jul-20,Probable cases,850,850,,7/27/2020,7/13/2020,confirmed plus probable cases,Wisconsin,9615,20,546,20,566
25-Jul-20,Probable cases,855,855,,7/26/2020,7/12/2020,confirmed plus probable cases,Wisconsin,9615,23,598,23,621
24-Jul-20,Probable cases,862,862,,7/25/2020,7/11/2020,confirmed plus probable cases,Wisconsin,9615,46,765,46,811
23-Jul-20,Probable cases,874,874,,7/24/2020,7/10/2020,confirmed plus probable cases,Wisconsin,9615,22,789,22,811
22-Jul-20,Probable cases,896,896,,7/23/2020,7/9/2020,confirmed plus probable cases,Wisconsin,9615,47,975,47,1022
21-Jul-20,Probable cases,899,899,,7/22/2020,7/8/2020,confirmed plus probable cases,Wisconsin,9615,42,966,42,1008
20-Jul-20,Probable cases,908,908,,7/21/2020,7/7/2020,confirmed plus probable cases,Wisconsin,9615,56,1061,56,1117
19-Jul-20,Probable cases,909,909,,7/20/2020,7/6/2020,confirmed plus probable cases,Wisconsin,9615,18,582,18,600
18-Jul-20,Probable cases,915,915,,7/19/2020,7/5/2020,confirmed plus probable cases,Wisconsin,9615,19,651,19,670
17-Jul-20,Probable cases,910,910,,7/18/2020,7/4/2020,confirmed plus probable cases,Wisconsin,9615,60,832,60,892
16-Jul-20,Probable cases,907,907,,7/17/2020,7/3/2020,confirmed plus probable cases,Wisconsin,9615,33,932,33,965
15-Jul-20,Probable cases,901,901,,7/16/2020,7/2/2020,confirmed plus probable cases,Wisconsin,9615,41,1006,41,1047
14-Jul-20,Probable cases,893,893,,7/15/2020,7/1/2020,confirmed plus probable cases,Wisconsin,9615,41,1026,41,1067
13-Jul-20,Probable cases,887,887,,7/14/2020,6/30/2020,confirmed plus probable cases,Wisconsin,9615,40,1086,40,1126
12-Jul-20,Probable cases,875,875,,7/13/2020,6/29/2020,confirmed plus probable cases,Wisconsin,9615,26,618,26,644
11-Jul-20,Probable cases,872,872,,7/12/2020,6/28/2020,confirmed plus probable cases,Wisconsin,9615,16,619,16,635
10-Jul-20,Probable cases,847,847,,7/11/2020,6/27/2020,confirmed plus probable cases,Wisconsin,9615,50,817,50,867
9-Jul-20,Probable cases,814,814,,7/10/2020,6/26/2020,confirmed plus probable cases,Wisconsin,9615,36,887,36,923
8-Jul-20,Probable cases,784,784,,7/9/2020,6/25/2020,confirmed plus probable cases,Wisconsin,9615,35,959,35,994
7-Jul-20,Probable cases,766,766,,7/8/2020,6/24/2020,confirmed plus probable cases,Wisconsin,9615,31,992,31,1023
6-Jul-20,Probable cases,736,736,,7/7/2020,6/23/2020,confirmed plus probable cases,Wisconsin,9615,41,1001,41,1042
5-Jul-20,Probable cases,711,711,,7/6/2020,6/22/2020,confirmed plus probable cases,Wisconsin,9615,18,602,18,620
4-Jul-20,Probable cases,686,686,,7/5/2020,6/21/2020,confirmed plus probable cases,Wisconsin,9615,20,440,20,460
3-Jul-20,Probable cases,688,688,,7/4/2020,6/20/2020,confirmed plus probable cases,Wisconsin,9615,27,613,27,640
2-Jul-20,Probable cases,685,685,,7/3/2020,6/19/2020,confirmed plus probable cases,Wisconsin,9615,38,674,38,712
1-Jul-20,Probable cases,674,674,,7/2/2020,6/18/2020,confirmed plus probable cases,Wisconsin,9615,53,812,53,865
30-Jun-20,Probable cases,643,643,,7/1/2020,6/17/2020,confirmed plus probable cases,Wisconsin,9615,37,779,37,816
29-Jun-20,Probable cases,621,621,,6/30/2020,6/16/2020,confirmed plus probable cases,Wisconsin,9615,35,830,35,865
28-Jun-20,Probable cases,593,593,,6/29/2020,6/15/2020,confirmed plus probable cases,Wisconsin,9615,12,436,12,448
27-Jun-20,Probable cases,580,580,,6/28/2020,6/14/2020,confirmed plus probable cases,Wisconsin,9615,13,461,13,474
26-Jun-20,Probable cases,561,561,,6/27/2020,6/13/2020,confirmed plus probable cases,Wisconsin,9615,35,580,35,615
25-Jun-20,Probable cases,534,534,,6/26/2020,6/12/2020,confirmed plus probable cases,Wisconsin,9615,45,594,45,639
24-Jun-20,Probable cases,509,509,,6/25/2020,6/11/2020,confirmed plus probable cases,Wisconsin,9615,34,611,34,645
23-Jun-20,Probable cases,482,482,,6/24/2020,6/10/2020,confirmed plus probable cases,Wisconsin,9615,38,629,38,667
22-Jun-20,Probable cases,447,447,,6/23/2020,6/9/2020,confirmed plus probable cases,Wisconsin,9615,34,632,34,666
21-Jun-20,Probable cases,430,430,,6/22/2020,6/8/2020,confirmed plus probable cases,Wisconsin,9615,15,339,15,354
20-Jun-20,Probable cases,411,411,,6/21/2020,6/7/2020,confirmed plus probable cases,Wisconsin,9615,23,318,23,341
19-Jun-20,Probable cases,396,396,,6/20/2020,6/6/2020,confirmed plus probable cases,Wisconsin,9615,38,390,38,428
18-Jun-20,Probable cases,381,381,,6/19/2020,6/5/2020,confirmed plus probable cases,Wisconsin,9615,41,426,41,467
17-Jun-20,Probable cases,359,359,,6/18/2020,6/4/2020,confirmed plus probable cases,Wisconsin,9615,34,421,34,455
16-Jun-20,Probable cases,348,348,,6/17/2020,6/3/2020,confirmed plus probable cases,Wisconsin,9615,33,390,33,423
15-Jun-20,Probable cases,347,347,,6/16/2020,6/2/2020,confirmed plus probable cases,Wisconsin,9615,39,505,39,544
14-Jun-20,Probable cases,327,327,,6/15/2020,6/1/2020,confirmed plus probable cases,Wisconsin,9615,18,206,18,224
13-Jun-20,Probable cases,325,325,,6/14/2020,5/31/2020,confirmed plus probable cases,Wisconsin,9615,17,217,17,234
12-Jun-20,Probable cases,331,331,,6/13/2020,5/30/2020,confirmed plus probable cases,Wisconsin,9615,27,293,27,320
11-Jun-20,Probable cases,341,341,,6/12/2020,5/29/2020,confirmed plus probable cases,Wisconsin,9615,42,276,42,318
10-Jun-20,Probable cases,350,350,,6/11/2020,5/28/2020,confirmed plus probable cases,Wisconsin,9615,41,335,41,376
