Day of Result Date,Day of MaxDate,Day of Min 14 days,Measure Names,Measure Values,NotPositive.y,Positive.y,Testing Perc Pos moving avg (copy),Testing Perc Pos moving avg,Total.Y
"August 26, 2020","October 19, 2020","October 4, 2020",People tested positive,838,8542,838,8.018183075,8.018183075,9380
"August 25, 2020","October 19, 2020","October 4, 2020",People tested positive,801,8996,801,7.908193008,7.908193008,9797
"August 24, 2020","October 19, 2020","October 4, 2020",People tested positive,476,5657,476,7.692946472,7.692946472,6133
"August 23, 2020","October 19, 2020","October 4, 2020",People tested positive,558,7500,558,7.642530033,7.642530033,8058
"August 22, 2020","October 19, 2020","October 4, 2020",People tested positive,436,5975,436,7.758693629,7.758693629,6411
"August 21, 2020","October 19, 2020","October 4, 2020",People tested positive,748,7844,748,7.749403263,7.749403263,8592
"August 20, 2020","October 19, 2020","October 4, 2020",People tested positive,782,8703,782,7.667575533,7.667575533,9485
"August 19, 2020","October 19, 2020","October 4, 2020",People tested positive,947,10616,947,7.886503398,7.886503398,11563
"August 18, 2020","October 19, 2020","October 4, 2020",People tested positive,685,9284,685,7.932997694,7.932997694,9969
"August 17, 2020","October 19, 2020","October 4, 2020",People tested positive,450,5740,450,8.074808174,8.074808174,6190
"August 16, 2020","October 19, 2020","October 4, 2020",People tested positive,537,6348,537,8.013877653,8.013877653,6885
"August 15, 2020","October 19, 2020","October 4, 2020",People tested positive,591,7891,591,7.910278772,7.910278772,8482
"August 14, 2020","October 19, 2020","October 4, 2020",People tested positive,873,10002,873,8.035565266,8.035565266,10875
"August 13, 2020","October 19, 2020","October 4, 2020",People tested positive,1034,9885,1034,8.031252839,8.031252839,10919
"August 12, 2020","October 19, 2020","October 4, 2020",People tested positive,888,9551,888,7.910173609,7.910173609,10439
"August 11, 2020","October 19, 2020","October 4, 2020",People tested positive,752,8927,752,7.685588269,7.685588269,9679
"August 10, 2020","October 19, 2020","October 4, 2020",People tested positive,476,6521,476,7.598557393,7.598557393,6997
"August 9, 2020","October 19, 2020","October 4, 2020",People tested positive,556,7411,556,7.650754109,7.650754109,7967
"August 8, 2020","October 19, 2020","October 4, 2020",People tested positive,717,8314,717,7.575879884,7.575879884,9031
"August 7, 2020","October 19, 2020","October 4, 2020",People tested positive,881,10129,881,7.584761040,7.584761040,11010
"August 6, 2020","October 19, 2020","October 4, 2020",People tested positive,1070,11315,1070,7.574634766,7.574634766,12385
"August 5, 2020","October 19, 2020","October 4, 2020",People tested positive,915,11848,915,7.603248661,7.603248661,12763
"August 4, 2020","October 19, 2020","October 4, 2020",People tested positive,884,11332,884,7.717154421,7.717154421,12216
"August 3, 2020","October 19, 2020","October 4, 2020",People tested positive,628,7862,628,7.625667761,7.625667761,8490
"August 2, 2020","October 19, 2020","October 4, 2020",People tested positive,536,7897,536,7.510488608,7.510488608,8433
"August 1, 2020","October 19, 2020","October 4, 2020",People tested positive,766,8824,766,7.472334004,7.472334004,9590
"July 31, 2020","October 19, 2020","October 4, 2020",People tested positive,925,10766,925,7.441193558,7.441193558,11691
"July 30, 2020","October 19, 2020","October 4, 2020",People tested positive,1066,10982,1066,7.331634510,7.331634510,12048
"July 29, 2020","October 19, 2020","October 4, 2020",People tested positive,1144,13476,1144,7.086763399,7.086763399,14620
"July 28, 2020","October 19, 2020","October 4, 2020",People tested positive,859,11954,859,6.942906658,6.942906658,12813
"July 27, 2020","October 19, 2020","October 4, 2020",People tested positive,522,7748,522,6.997745314,6.997745314,8270
"July 26, 2020","October 19, 2020","October 4, 2020",People tested positive,660,9828,660,6.972536493,6.972536493,10488
"July 25, 2020","October 19, 2020","October 4, 2020",People tested positive,844,10127,844,6.973058637,6.973058637,10971
"July 24, 2020","October 19, 2020","October 4, 2020",People tested positive,947,12253,947,6.886047709,6.886047709,13200
"July 23, 2020","October 19, 2020","October 4, 2020",People tested positive,1007,13056,1007,6.925207756,6.925207756,14063
"July 22, 2020","October 19, 2020","October 4, 2020",People tested positive,930,12357,930,6.830251456,6.830251456,13287
"July 21, 2020","October 19, 2020","October 4, 2020",People tested positive,1049,13828,1049,6.774502318,6.774502318,14877
"July 20, 2020","October 19, 2020","October 4, 2020",People tested positive,806,11845,806,6.665876445,6.665876445,12651
"July 19, 2020","October 19, 2020","October 4, 2020",People tested positive,709,10475,709,6.575645997,6.575645997,11184
"July 18, 2020","October 19, 2020","October 4, 2020",People tested positive,972,12998,972,6.561195342,6.561195342,13970
"July 17, 2020","October 19, 2020","October 4, 2020",People tested positive,1027,12801,1027,6.447309417,6.447309417,13828
"July 16, 2020","October 19, 2020","October 4, 2020",People tested positive,912,13065,912,6.549222323,6.549222323,13977
"July 15, 2020","October 19, 2020","October 4, 2020",People tested positive,824,11670,824,6.559852067,6.559852067,12494
"July 14, 2020","October 19, 2020","October 4, 2020",People tested positive,936,13761,936,6.512863109,6.512863109,14697
"July 13, 2020","October 19, 2020","October 4, 2020",People tested positive,674,11243,674,6.442553295,6.442553295,11917
"July 12, 2020","October 19, 2020","October 4, 2020",People tested positive,627,9510,627,6.553429315,6.553429315,10137
"July 11, 2020","October 19, 2020","October 4, 2020",People tested positive,751,11399,751,6.560887895,6.560887895,12150
"July 10, 2020","October 19, 2020","October 4, 2020",People tested positive,990,10885,990,6.533002929,6.533002929,11875
"July 9, 2020","October 19, 2020","October 4, 2020",People tested positive,803,11371,803,6.170910575,6.170910575,12174
"July 8, 2020","October 19, 2020","October 4, 2020",People tested positive,786,11741,786,6.185730334,6.185730334,12527
"July 7, 2020","October 19, 2020","October 4, 2020",People tested positive,691,11136,691,6.014556387,6.014556387,11827
"July 6, 2020","October 19, 2020","October 4, 2020",People tested positive,441,6523,441,5.930847416,5.930847416,6964
"July 5, 2020","October 19, 2020","October 4, 2020",People tested positive,409,6317,409,5.865407819,5.865407819,6726
"July 4, 2020","October 19, 2020","October 4, 2020",People tested positive,520,8411,520,5.731927535,5.731927535,8931
"July 3, 2020","October 19, 2020","October 4, 2020",People tested positive,734,11160,734,5.653376019,5.653376019,11894
"July 2, 2020","October 19, 2020","October 4, 2020",People tested positive,714,9851,714,5.552880999,5.552880999,10565
"July 1, 2020","October 19, 2020","October 4, 2020",People tested positive,532,9748,532,5.345201238,5.345201238,10280
"June 30, 2020","October 19, 2020","October 4, 2020",People tested positive,542,9721,542,5.237826888,5.237826888,10263
"June 29, 2020","October 19, 2020","October 4, 2020",People tested positive,438,7207,438,5.112111773,5.112111773,7645
"June 28, 2020","October 19, 2020","October 4, 2020",People tested positive,456,8634,456,4.968200995,4.968200995,9090
"June 27, 2020","October 19, 2020","October 4, 2020",People tested positive,469,8514,469,4.854337045,4.854337045,8983
"June 26, 2020","October 19, 2020","October 4, 2020",People tested positive,540,9104,540,4.730856710,4.730856710,9644
"June 25, 2020","October 19, 2020","October 4, 2020",People tested positive,476,8219,476,4.490348798,4.490348798,8695
"June 24, 2020","October 19, 2020","October 4, 2020",People tested positive,518,10819,518,4.161779982,4.161779982,11337
"June 23, 2020","October 19, 2020","October 4, 2020",People tested positive,418,9034,418,3.947255464,3.947255464,9452
"June 22, 2020","October 19, 2020","October 4, 2020",People tested positive,279,6044,279,3.795066414,3.795066414,6323
"June 21, 2020","October 19, 2020","October 4, 2020",People tested positive,256,6204,256,3.682968910,3.682968910,6460
"June 20, 2020","October 19, 2020","October 4, 2020",People tested positive,321,7123,321,3.642929771,3.642929771,7444
"June 19, 2020","October 19, 2020","October 4, 2020",People tested positive,384,8965,384,3.546049515,3.546049515,9349
"June 18, 2020","October 19, 2020","October 4, 2020",People tested positive,308,9013,308,3.293475981,3.293475981,9321
"June 17, 2020","October 19, 2020","October 4, 2020",People tested positive,333,9561,333,3.273005975,3.273005975,9894
"June 16, 2020","October 19, 2020","October 4, 2020",People tested positive,299,8353,299,3.267050291,3.267050291,8652
"June 15, 2020","October 19, 2020","October 4, 2020",People tested positive,191,5491,191,3.238361611,3.238361611,5682
"June 14, 2020","October 19, 2020","October 4, 2020",People tested positive,242,6458,242,3.243982130,3.243982130,6700
"June 13, 2020","October 19, 2020","October 4, 2020",People tested positive,264,7131,264,3.196026291,3.196026291,7395
"June 12, 2020","October 19, 2020","October 4, 2020",People tested positive,247,9313,247,3.178671282,3.178671282,9560
"June 11, 2020","October 19, 2020","October 4, 2020",People tested positive,303,9223,303,3.314825282,3.314825282,9526
"June 10, 2020","October 19, 2020","October 4, 2020",People tested positive,373,10850,373,3.337570483,3.337570483,11223
"June 9, 2020","October 19, 2020","October 4, 2020",People tested positive,302,8963,302,3.333114086,3.333114086,9265
"June 8, 2020","October 19, 2020","October 4, 2020",People tested positive,215,6104,215,3.320171109,3.320171109,6319
"June 7, 2020","October 19, 2020","October 4, 2020",People tested positive,207,6298,207,3.256415450,3.256415450,6505
"June 6, 2020","October 19, 2020","October 4, 2020",People tested positive,263,7427,263,3.117284869,3.117284869,7690
"June 5, 2020","October 19, 2020","October 4, 2020",People tested positive,331,9295,331,3.034940803,3.034940803,9626
"June 4, 2020","October 19, 2020","October 4, 2020",People tested positive,357,10377,357,3.314925031,3.314925031,10734
"June 3, 2020","October 19, 2020","October 4, 2020",People tested positive,352,10323,352,3.571893205,3.571893205,10675
"June 2, 2020","October 19, 2020","October 4, 2020",People tested positive,293,8938,293,3.736231884,3.736231884,9231
"June 1, 2020","October 19, 2020","October 4, 2020",People tested positive,287,9433,287,3.848254422,3.848254422,9720
"May 31, 2020","October 19, 2020","October 4, 2020",People tested positive,213,9349,213,4.061036539,4.061036539,9562
"May 30, 2020","October 19, 2020","October 4, 2020",People tested positive,269,9443,269,4.229087318,4.229087318,9712
"May 29, 2020","October 19, 2020","October 4, 2020",People tested positive,546,9716,546,4.400517377,4.400517377,10262
"May 28, 2020","October 19, 2020","October 4, 2020",People tested positive,511,9506,511,4.335889156,4.335889156,10017
"May 27, 2020","October 19, 2020","October 4, 2020",People tested positive,459,10037,459,4.425321803,4.425321803,10496
"May 26, 2020","October 19, 2020","October 4, 2020",People tested positive,463,11177,463,4.441148486,4.441148486,11640
"May 25, 2020","October 19, 2020","October 4, 2020",People tested positive,392,8172,392,4.605253740,4.605253740,8564
"May 24, 2020","October 19, 2020","October 4, 2020",People tested positive,358,9841,358,4.479143758,4.479143758,10199
"May 23, 2020","October 19, 2020","October 4, 2020",People tested positive,401,9549,401,4.625803309,4.625803309,9950
"May 22, 2020","October 19, 2020","October 4, 2020",People tested positive,464,8967,464,4.755279503,4.755279503,9431
"May 21, 2020","October 19, 2020","October 4, 2020",People tested positive,564,9230,564,4.819135937,4.819135937,9794
"May 20, 2020","October 19, 2020","October 4, 2020",People tested positive,532,11358,532,4.750260146,4.750260146,11890
"May 19, 2020","October 19, 2020","October 4, 2020",People tested positive,506,9521,506,4.905958174,4.905958174,10027
"May 18, 2020","October 19, 2020","October 4, 2020",People tested positive,230,6684,230,4.937115878,4.937115878,6914
"May 17, 2020","October 19, 2020","October 4, 2020",People tested positive,247,5390,247,5.178405681,5.178405681,5637
"May 16, 2020","October 19, 2020","October 4, 2020",People tested positive,328,6354,328,5.220111732,5.220111732,6682
"May 15, 2020","October 19, 2020","October 4, 2020",People tested positive,472,8325,472,5.319594343,5.319594343,8797
"May 14, 2020","October 19, 2020","October 4, 2020",People tested positive,424,7289,424,5.396678967,5.396678967,7713
"May 13, 2020","October 19, 2020","October 4, 2020",People tested positive,404,7047,404,5.613014732,5.613014732,7451
"May 12, 2020","October 19, 2020","October 4, 2020",People tested positive,321,5623,321,5.733302862,5.733302862,5944
"May 11, 2020","October 19, 2020","October 4, 2020",People tested positive,203,3900,203,6.018463014,6.018463014,4103
"May 10, 2020","October 19, 2020","October 4, 2020",People tested positive,184,3876,184,6.299042989,6.299042989,4060
"May 9, 2020","October 19, 2020","October 4, 2020",People tested positive,279,4645,279,6.719717065,6.719717065,4924
"May 8, 2020","October 19, 2020","October 4, 2020",People tested positive,291,4538,291,7.129081816,7.129081816,4829
"May 7, 2020","October 19, 2020","October 4, 2020",People tested positive,364,4776,364,7.770201159,7.770201159,5140
"May 6, 2020","October 19, 2020","October 4, 2020",People tested positive,365,5641,365,8.163930862,8.163930862,6006
"May 5, 2020","October 19, 2020","October 4, 2020",People tested positive,322,3980,322,9.084119497,9.084119497,4302
"May 4, 2020","October 19, 2020","October 4, 2020",People tested positive,242,2994,242,9.283186569,9.283186569,3236
"May 3, 2020","October 19, 2020","October 4, 2020",People tested positive,265,2966,265,9.337566138,9.337566138,3231
"May 2, 2020","October 19, 2020","October 4, 2020",People tested positive,332,3517,332,9.374164215,9.374164215,3849
"May 1, 2020","October 19, 2020","October 4, 2020",People tested positive,389,3177,389,9.400331832,9.400331832,3566
"April 30, 2020","October 19, 2020","October 4, 2020",People tested positive,338,3069,338,9.239696474,9.239696474,3407
"April 29, 2020","October 19, 2020","October 4, 2020",People tested positive,423,3426,423,9.282281655,9.282281655,3849
"April 28, 2020","October 19, 2020","October 4, 2020",People tested positive,267,2897,267,8.957983193,8.957983193,3164
"April 27, 2020","October 19, 2020","October 4, 2020",People tested positive,192,2367,192,9.137383946,9.137383946,2559
"April 26, 2020","October 19, 2020","October 4, 2020",People tested positive,162,1878,162,9.499753573,9.499753573,2040
"April 25, 2020","October 19, 2020","October 4, 2020",People tested positive,212,2298,212,9.619146994,9.619146994,2510
"April 24, 2020","October 19, 2020","October 4, 2020",People tested positive,269,2365,269,9.752747253,9.752747253,2634
"April 23, 2020","October 19, 2020","October 4, 2020",People tested positive,252,2136,252,9.733487833,9.733487833,2388
"April 22, 2020","October 19, 2020","October 4, 2020",People tested positive,245,2310,245,9.407824631,9.407824631,2555
"April 21, 2020","October 19, 2020","October 4, 2020",People tested positive,223,2109,223,9.390946502,9.390946502,2332
"April 20, 2020","October 19, 2020","October 4, 2020",People tested positive,179,1594,179,9.353023910,9.353023910,1773
"April 19, 2020","October 19, 2020","October 4, 2020",People tested positive,95,1047,95,9.353252297,9.353252297,1142
"April 18, 2020","October 19, 2020","October 4, 2020",People tested positive,157,1579,157,9.570459683,9.570459683,1736
"April 17, 2020","October 19, 2020","October 4, 2020",People tested positive,193,1689,193,9.612010138,9.612010138,1882
"April 16, 2020","October 19, 2020","October 4, 2020",People tested positive,144,1574,144,9.223543520,9.223543520,1718
"April 15, 2020","October 19, 2020","October 4, 2020",People tested positive,150,1417,150,9.406628299,9.406628299,1567
"April 14, 2020","October 19, 2020","October 4, 2020",People tested positive,146,1412,146,9.553702795,9.553702795,1558
"April 13, 2020","October 19, 2020","October 4, 2020",People tested positive,123,1051,123,9.765130104,9.765130104,1174
"April 12, 2020","October 19, 2020","October 4, 2020",People tested positive,103,878,103,9.558894813,9.558894813,981
"April 11, 2020","October 19, 2020","October 4, 2020",People tested positive,127,1251,127,9.540929204,9.540929204,1378
"April 10, 2020","October 19, 2020","October 4, 2020",People tested positive,130,1501,130,9.643811220,9.643811220,1631
"April 9, 2020","October 19, 2020","October 4, 2020",People tested positive,169,1620,169,9.855997241,9.855997241,1789
"April 8, 2020","October 19, 2020","October 4, 2020",People tested positive,176,1508,176,9.823437770,9.823437770,1684
"April 7, 2020","October 19, 2020","October 4, 2020",People tested positive,174,1450,174,9.782989149,9.782989149,1624
"April 6, 2020","October 19, 2020","October 4, 2020",People tested positive,107,1121,107,9.807973822,9.807973822,1228
"April 5, 2020","October 19, 2020","October 4, 2020",People tested positive,152,1362,152,10.017167382,10.017167382,1514
"April 4, 2020","October 19, 2020","October 4, 2020",People tested positive,175,1585,175,9.835198731,9.835198731,1760
"April 3, 2020","October 19, 2020","October 4, 2020",People tested positive,190,1808,190,9.761467890,9.761467890,1998
"April 2, 2020","October 19, 2020","October 4, 2020",People tested positive,161,1585,161,9.591389656,9.591389656,1746
"April 1, 2020","October 19, 2020","October 4, 2020",People tested positive,159,1399,159,9.549584380,9.549584380,1558
"March 31, 2020","October 19, 2020","October 4, 2020",People tested positive,195,1614,195,9.556181412,9.556181412,1809
"March 30, 2020","October 19, 2020","October 4, 2020",People tested positive,135,1130,135,9.129640901,9.129640901,1265
"March 29, 2020","October 19, 2020","October 4, 2020",People tested positive,101,1110,101,8.912108175,8.912108175,1211
"March 28, 2020","October 19, 2020","October 4, 2020",People tested positive,123,1190,123,8.717139853,8.717139853,1313
"March 27, 2020","October 19, 2020","October 4, 2020",People tested positive,133,1464,133,8.294442087,8.294442087,1597
"March 26, 2020","October 19, 2020","October 4, 2020",People tested positive,142,1451,142,7.699731903,7.699731903,1593
"March 25, 2020","October 19, 2020","October 4, 2020",People tested positive,155,1354,155,7.037697970,7.037697970,1509
"March 24, 2020","October 19, 2020","October 4, 2020",People tested positive,111,1259,111,6.435234384,6.435234384,1370
"March 23, 2020","October 19, 2020","October 4, 2020",People tested positive,105,1064,105,6.010928962,6.010928962,1169
"March 22, 2020","October 19, 2020","October 4, 2020",People tested positive,60,899,60,5.464093102,5.464093102,959
"March 21, 2020","October 19, 2020","October 4, 2020",People tested positive,76,1155,76,5.254184749,5.254184749,1231
"March 20, 2020","October 19, 2020","October 4, 2020",People tested positive,69,1425,69,5.023662177,5.023662177,1494
"March 19, 2020","October 19, 2020","October 4, 2020",People tested positive,55,1179,55,5.233826024,5.233826024,1234
"March 18, 2020","October 19, 2020","October 4, 2020",People tested positive,69,943,69,5.570560432,5.570560432,1012
"March 17, 2020","October 19, 2020","October 4, 2020",People tested positive,39,731,39,4.959919840,4.959919840,770
"March 16, 2020","October 19, 2020","October 4, 2020",People tested positive,17,329,17,4.903536977,4.903536977,346
"March 15, 2020","October 19, 2020","October 4, 2020",People tested positive,14,351,14,4.851157663,4.851157663,365
"March 14, 2020","October 19, 2020","October 4, 2020",People tested positive,13,260,13,5.535055351,5.535055351,273
"March 13, 2020","October 19, 2020","October 4, 2020",People tested positive,9,118,9,6.319702602,6.319702602,127
"March 12, 2020","October 19, 2020","October 4, 2020",People tested positive,4,65,4,5.369127517,5.369127517,69
"March 11, 2020","October 19, 2020","October 4, 2020",People tested positive,3,43,3,4.395604396,4.395604396,46
"March 10, 2020","October 19, 2020","October 4, 2020",People tested positive,1,17,1,2,2,18
"March 9, 2020","October 19, 2020","October 4, 2020",People tested positive,0,9,0,0,0,9
"March 8, 2020","October 19, 2020","October 4, 2020",People tested positive,0,0,0,0,0,0
"March 7, 2020","October 19, 2020","October 4, 2020",People tested positive,0,0,0,0,0,0
"March 6, 2020","October 19, 2020","October 4, 2020",People tested positive,0,7,0,0,0,7
"March 5, 2020","October 19, 2020","October 4, 2020",People tested positive,0,11,0,0,0,11
"March 4, 2020","October 19, 2020","October 4, 2020",People tested positive,0,5,0,0,0,5
"March 3, 2020","October 19, 2020","October 4, 2020",People tested positive,0,0,0,0,0,0
"March 2, 2020","October 19, 2020","October 4, 2020",People tested positive,0,3,0,0,0,3
"March 1, 2020","October 19, 2020","October 4, 2020",People tested positive,0,0,0,0,0,0
"October 18, 2020","October 19, 2020","October 4, 2020",People tested negative,8054,8054,2014,21.132818047,21.132818047,10068
"October 17, 2020","October 19, 2020","October 4, 2020",People tested negative,9342,9342,2645,21.025950155,21.025950155,11987
"October 16, 2020","October 19, 2020","October 4, 2020",People tested negative,11642,11642,3173,20.613666730,20.613666730,14815
"October 15, 2020","October 19, 2020","October 4, 2020",People tested negative,13373,13373,3765,20.432690026,20.432690026,17138
"October 14, 2020","October 19, 2020","October 4, 2020",People tested negative,12783,12783,3377,19.769824561,19.769824561,16160
"October 13, 2020","October 19, 2020","October 4, 2020",People tested negative,11277,11277,3010,19.537596138,19.537596138,14287
"October 12, 2020","October 19, 2020","October 4, 2020",People tested negative,11281,11281,2850,18.944918688,18.944918688,14131
"October 11, 2020","October 19, 2020","October 4, 2020",People tested negative,10219,10219,2457,18.498630985,18.498630985,12676
"October 10, 2020","October 19, 2020","October 4, 2020",People tested negative,12606,12606,2967,18.197167703,18.197167703,15573
"October 9, 2020","October 19, 2020","October 4, 2020",People tested negative,12278,12278,3098,17.805561112,17.805561112,15376
"October 8, 2020","October 19, 2020","October 4, 2020",People tested negative,15302,15302,3370,17.418066199,17.418066199,18672
"October 7, 2020","October 19, 2020","October 4, 2020",People tested negative,12719,12719,3053,17.396421104,17.396421104,15772
"October 6, 2020","October 19, 2020","October 4, 2020",People tested negative,11622,11622,2312,17.116116253,17.116116253,13934
"October 5, 2020","October 19, 2020","October 4, 2020",People tested negative,9493,9493,1863,17.272902439,17.272902439,11356
"October 4, 2020","October 19, 2020","October 4, 2020",People tested negative,9796,9796,1982,17.493684977,17.493684977,11778
"October 3, 2020","October 19, 2020","October 4, 2020",People tested negative,10968,10968,2124,17.324126761,17.324126761,13092
"October 2, 2020","October 19, 2020","October 4, 2020",People tested negative,11136,11136,2388,17.789570106,17.789570106,13524
"October 1, 2020","October 19, 2020","October 4, 2020",People tested negative,12879,12879,2834,17.685731711,17.685731711,15713
"September 30, 2020","October 19, 2020","October 4, 2020",People tested negative,13188,13188,2828,17.547112494,17.547112494,16016
"September 29, 2020","October 19, 2020","October 4, 2020",People tested negative,9822,9822,2117,17.441225861,17.441225861,11939
"September 28, 2020","October 19, 2020","October 4, 2020",People tested negative,9295,9295,2071,17.169021455,17.169021455,11366
"September 27, 2020","October 19, 2020","October 4, 2020",People tested negative,10300,10300,1896,16.679737177,16.679737177,12196
"September 26, 2020","October 19, 2020","October 4, 2020",People tested negative,11461,11461,2762,16.680047953,16.680047953,14223
"September 25, 2020","October 19, 2020","October 4, 2020",People tested negative,12685,12685,2601,16.055342883,16.055342883,15286
"September 24, 2020","October 19, 2020","October 4, 2020",People tested negative,11961,11961,2476,15.993665875,15.993665875,14437
"September 23, 2020","October 19, 2020","October 4, 2020",People tested negative,13138,13138,2695,15.744306813,15.744306813,15833
"September 22, 2020","October 19, 2020","October 4, 2020",People tested negative,10305,10305,1904,15.513927236,15.513927236,12209
"September 21, 2020","October 19, 2020","October 4, 2020",People tested negative,8771,8771,1405,15.220362951,15.220362951,10176
