Day of Result Date,Day of MaxDate,Day of Min 14 days,Measure Names,Measure Values,NotPositive.y,Positive.y,Testing Perc Pos moving avg (copy),Testing Perc Pos moving avg,Total.Y
"June 14, 2020","October 20, 2020","October 5, 2020",People tested positive,240,6459,240,3.240115397,3.240115397,6699
"June 13, 2020","October 20, 2020","October 5, 2020",People tested positive,264,7128,264,3.195743470,3.195743470,7392
"June 12, 2020","October 20, 2020","October 5, 2020",People tested positive,247,9309,247,3.178382338,3.178382338,9556
"June 11, 2020","October 20, 2020","October 5, 2020",People tested positive,302,9220,302,3.314760915,3.314760915,9522
"June 10, 2020","October 20, 2020","October 5, 2020",People tested positive,373,10846,373,3.339311919,3.339311919,11219
"June 9, 2020","October 20, 2020","October 5, 2020",People tested positive,302,8957,302,3.335252982,3.335252982,9259
"June 8, 2020","October 20, 2020","October 5, 2020",People tested positive,215,6105,215,3.322193504,3.322193504,6320
"June 7, 2020","October 20, 2020","October 5, 2020",People tested positive,207,6292,207,3.258700262,3.258700262,6499
"June 6, 2020","October 20, 2020","October 5, 2020",People tested positive,263,7424,263,3.119604691,3.119604691,7687
"June 5, 2020","October 20, 2020","October 5, 2020",People tested positive,331,9288,331,3.037265017,3.037265017,9619
"June 4, 2020","October 20, 2020","October 5, 2020",People tested positive,357,10370,357,3.317535545,3.317535545,10727
"June 3, 2020","October 20, 2020","October 5, 2020",People tested positive,352,10312,352,3.575149025,3.575149025,10664
"June 2, 2020","October 20, 2020","October 5, 2020",People tested positive,293,8934,293,3.740825622,3.740825622,9227
"June 1, 2020","October 20, 2020","October 5, 2020",People tested positive,287,9426,287,3.853162144,3.853162144,9713
"May 31, 2020","October 20, 2020","October 5, 2020",People tested positive,213,9338,213,4.066569776,4.066569776,9551
"May 30, 2020","October 20, 2020","October 5, 2020",People tested positive,269,9437,269,4.234260946,4.234260946,9706
"May 29, 2020","October 20, 2020","October 5, 2020",People tested positive,546,9707,546,4.405701662,4.405701662,10253
"May 28, 2020","October 20, 2020","October 5, 2020",People tested positive,511,9491,511,4.341078649,4.341078649,10002
"May 27, 2020","October 20, 2020","October 5, 2020",People tested positive,460,10030,460,4.429783223,4.429783223,10490
"May 26, 2020","October 20, 2020","October 5, 2020",People tested positive,463,11166,463,4.443386717,4.443386717,11629
"May 25, 2020","October 20, 2020","October 5, 2020",People tested positive,392,8159,392,4.606902477,4.606902477,8551
"May 24, 2020","October 20, 2020","October 5, 2020",People tested positive,358,9838,358,4.479931958,4.479931958,10196
"May 23, 2020","October 20, 2020","October 5, 2020",People tested positive,401,9545,401,4.626530259,4.626530259,9946
"May 22, 2020","October 20, 2020","October 5, 2020",People tested positive,464,8958,464,4.756146047,4.756146047,9422
"May 21, 2020","October 20, 2020","October 5, 2020",People tested positive,564,9228,564,4.821051927,4.821051927,9792
"May 20, 2020","October 20, 2020","October 5, 2020",People tested positive,532,11364,532,4.752406556,4.752406556,11896
"May 19, 2020","October 20, 2020","October 5, 2020",People tested positive,506,9521,506,4.909959021,4.909959021,10027
"May 18, 2020","October 20, 2020","October 5, 2020",People tested positive,230,6684,230,4.942772189,4.942772189,6914
"May 17, 2020","October 20, 2020","October 5, 2020",People tested positive,247,5389,247,5.184817127,5.184817127,5636
"May 16, 2020","October 20, 2020","October 5, 2020",People tested positive,328,6349,328,5.227252393,5.227252393,6677
"May 15, 2020","October 20, 2020","October 5, 2020",People tested positive,473,8323,473,5.327000535,5.327000535,8796
"May 14, 2020","October 20, 2020","October 5, 2020",People tested positive,424,7285,424,5.402077722,5.402077722,7709
"May 13, 2020","October 20, 2020","October 5, 2020",People tested positive,404,7035,404,5.620724705,5.620724705,7439
"May 12, 2020","October 20, 2020","October 5, 2020",People tested positive,321,5610,321,5.740189910,5.740189910,5931
"May 11, 2020","October 20, 2020","October 5, 2020",People tested positive,203,3898,203,6.023879522,6.023879522,4101
"May 10, 2020","October 20, 2020","October 5, 2020",People tested positive,184,3871,184,6.305057599,6.305057599,4055
"May 9, 2020","October 20, 2020","October 5, 2020",People tested positive,279,4641,279,6.726514098,6.726514098,4920
"May 8, 2020","October 20, 2020","October 5, 2020",People tested positive,291,4539,291,7.136546579,7.136546579,4830
"May 7, 2020","October 20, 2020","October 5, 2020",People tested positive,364,4761,364,7.778953476,7.778953476,5125
"May 6, 2020","October 20, 2020","October 5, 2020",People tested positive,365,5637,365,8.169851688,8.169851688,6002
"May 5, 2020","October 20, 2020","October 5, 2020",People tested positive,322,3979,322,9.089836375,9.089836375,4301
"May 4, 2020","October 20, 2020","October 5, 2020",People tested positive,242,2991,242,9.290832716,9.290832716,3233
"May 3, 2020","October 20, 2020","October 5, 2020",People tested positive,265,2960,265,9.344685898,9.344685898,3225
"May 2, 2020","October 20, 2020","October 5, 2020",People tested positive,332,3513,332,9.379181161,9.379181161,3845
"May 1, 2020","October 20, 2020","October 5, 2020",People tested positive,389,3177,389,9.409086598,9.409086598,3566
"April 30, 2020","October 20, 2020","October 5, 2020",People tested positive,338,3067,338,9.251997816,9.251997816,3405
"April 29, 2020","October 20, 2020","October 5, 2020",People tested positive,423,3426,423,9.294302143,9.294302143,3849
"April 28, 2020","October 20, 2020","October 5, 2020",People tested positive,267,2892,267,8.971627229,8.971627229,3159
"April 27, 2020","October 20, 2020","October 5, 2020",People tested positive,192,2366,192,9.149711866,9.149711866,2558
"April 26, 2020","October 20, 2020","October 5, 2020",People tested positive,162,1878,162,9.512946979,9.512946979,2040
"April 25, 2020","October 20, 2020","October 5, 2020",People tested positive,213,2296,213,9.632578477,9.632578477,2509
"April 24, 2020","October 20, 2020","October 5, 2020",People tested positive,269,2358,269,9.760120971,9.760120971,2627
"April 23, 2020","October 20, 2020","October 5, 2020",People tested positive,252,2136,252,9.737013693,9.737013693,2388
"April 22, 2020","October 20, 2020","October 5, 2020",People tested positive,245,2308,245,9.412123058,9.412123058,2553
"April 21, 2020","October 20, 2020","October 5, 2020",People tested positive,223,2108,223,9.392492591,9.392492591,2331
"April 20, 2020","October 20, 2020","October 5, 2020",People tested positive,179,1593,179,9.354668542,9.354668542,1772
"April 19, 2020","October 20, 2020","October 5, 2020",People tested positive,95,1048,95,9.354120267,9.354120267,1143
"April 18, 2020","October 20, 2020","October 5, 2020",People tested positive,157,1578,157,9.573164986,9.573164986,1735
"April 17, 2020","October 20, 2020","October 5, 2020",People tested positive,193,1688,193,9.616697552,9.616697552,1881
"April 16, 2020","October 20, 2020","October 5, 2020",People tested positive,144,1573,144,9.232769831,9.232769831,1717
"April 15, 2020","October 20, 2020","October 5, 2020",People tested positive,150,1419,150,9.414101291,9.414101291,1569
"April 14, 2020","October 20, 2020","October 5, 2020",People tested positive,146,1411,146,9.573422449,9.573422449,1557
"April 13, 2020","October 20, 2020","October 5, 2020",People tested positive,123,1051,123,9.784200762,9.784200762,1174
"April 12, 2020","October 20, 2020","October 5, 2020",People tested positive,103,877,103,9.579325755,9.579325755,980
"April 11, 2020","October 20, 2020","October 5, 2020",People tested positive,127,1248,127,9.559434746,9.559434746,1375
"April 10, 2020","October 20, 2020","October 5, 2020",People tested positive,130,1495,130,9.659293614,9.659293614,1625
"April 9, 2020","October 20, 2020","October 5, 2020",People tested positive,169,1621,169,9.868761872,9.868761872,1790
"April 8, 2020","October 20, 2020","October 5, 2020",People tested positive,176,1497,176,9.838765603,9.838765603,1673
"April 7, 2020","October 20, 2020","October 5, 2020",People tested positive,174,1450,174,9.788128174,9.788128174,1624
"April 6, 2020","October 20, 2020","October 5, 2020",People tested positive,107,1119,107,9.814735028,9.814735028,1226
"April 5, 2020","October 20, 2020","October 5, 2020",People tested positive,152,1362,152,10.020607934,10.020607934,1514
"April 4, 2020","October 20, 2020","October 5, 2020",People tested positive,175,1585,175,9.837799718,9.837799718,1760
"April 3, 2020","October 20, 2020","October 5, 2020",People tested positive,190,1805,190,9.766844134,9.766844134,1995
"April 2, 2020","October 20, 2020","October 5, 2020",People tested positive,161,1583,161,9.595959596,9.595959596,1744
"April 1, 2020","October 20, 2020","October 5, 2020",People tested positive,159,1400,159,9.553277896,9.553277896,1559
"March 31, 2020","October 20, 2020","October 5, 2020",People tested positive,195,1612,195,9.561752988,9.561752988,1807
"March 30, 2020","October 20, 2020","October 5, 2020",People tested positive,135,1132,135,9.137983552,9.137983552,1267
"March 29, 2020","October 20, 2020","October 5, 2020",People tested positive,101,1111,101,8.923992204,8.923992204,1212
"March 28, 2020","October 20, 2020","October 5, 2020",People tested positive,123,1187,123,8.730911006,8.730911006,1310
"March 27, 2020","October 20, 2020","October 5, 2020",People tested positive,133,1462,133,8.305894849,8.305894849,1595
"March 26, 2020","October 20, 2020","October 5, 2020",People tested positive,142,1450,142,7.725414246,7.725414246,1592
"March 25, 2020","October 20, 2020","October 5, 2020",People tested positive,155,1353,155,7.063696407,7.063696407,1508
"March 24, 2020","October 20, 2020","October 5, 2020",People tested positive,111,1254,111,6.464239118,6.464239118,1365
"March 23, 2020","October 20, 2020","October 5, 2020",People tested positive,105,1062,105,6.033932900,6.033932900,1167
"March 22, 2020","October 20, 2020","October 5, 2020",People tested positive,60,898,60,5.485893417,5.485893417,958
"March 21, 2020","October 20, 2020","October 5, 2020",People tested positive,76,1154,76,5.275443511,5.275443511,1230
"March 20, 2020","October 20, 2020","October 5, 2020",People tested positive,69,1405,69,5.045703839,5.045703839,1474
"March 19, 2020","October 20, 2020","October 5, 2020",People tested positive,55,1176,55,5.241446251,5.241446251,1231
"March 18, 2020","October 20, 2020","October 5, 2020",People tested positive,69,937,69,5.576208178,5.576208178,1006
"March 17, 2020","October 20, 2020","October 5, 2020",People tested positive,39,734,39,4.952476238,4.952476238,773
"March 16, 2020","October 20, 2020","October 5, 2020",People tested positive,17,329,17,4.907481899,4.907481899,346
"March 15, 2020","October 20, 2020","October 5, 2020",People tested positive,14,352,14,4.856512141,4.856512141,366
"March 14, 2020","October 20, 2020","October 5, 2020",People tested positive,13,261,13,5.555555556,5.555555556,274
"March 13, 2020","October 20, 2020","October 5, 2020",People tested positive,9,116,9,6.390977444,6.390977444,125
"March 12, 2020","October 20, 2020","October 5, 2020",People tested positive,4,65,4,5.405405405,5.405405405,69
"March 11, 2020","October 20, 2020","October 5, 2020",People tested positive,3,43,3,4.444444444,4.444444444,46
"March 10, 2020","October 20, 2020","October 5, 2020",People tested positive,1,16,1,2.040816327,2.040816327,17
"March 9, 2020","October 20, 2020","October 5, 2020",People tested positive,0,9,0,0,0,9
"March 8, 2020","October 20, 2020","October 5, 2020",People tested positive,0,0,0,0,0,0
"March 7, 2020","October 20, 2020","October 5, 2020",People tested positive,0,0,0,0,0,0
"March 6, 2020","October 20, 2020","October 5, 2020",People tested positive,0,7,0,0,0,7
"March 5, 2020","October 20, 2020","October 5, 2020",People tested positive,0,11,0,0,0,11
"March 4, 2020","October 20, 2020","October 5, 2020",People tested positive,0,5,0,0,0,5
"March 3, 2020","October 20, 2020","October 5, 2020",People tested positive,0,0,0,0,0,0
"March 2, 2020","October 20, 2020","October 5, 2020",People tested positive,0,3,0,0,0,3
"March 1, 2020","October 20, 2020","October 5, 2020",People tested positive,0,0,0,0,0,0
"October 19, 2020","October 20, 2020","October 5, 2020",People tested negative,6476,6476,1994,21.687880118,21.687880118,8470
"October 18, 2020","October 20, 2020","October 5, 2020",People tested negative,8973,8973,2454,21.342721985,21.342721985,11427
"October 17, 2020","October 20, 2020","October 5, 2020",People tested negative,9767,9767,2820,21.096189881,21.096189881,12587
"October 16, 2020","October 20, 2020","October 5, 2020",People tested negative,12435,12435,3305,20.629171723,20.629171723,15740
"October 15, 2020","October 20, 2020","October 5, 2020",People tested negative,13408,13408,3793,20.499429224,20.499429224,17201
"October 14, 2020","October 20, 2020","October 5, 2020",People tested negative,12631,12631,3381,19.831025581,19.831025581,16012
"October 13, 2020","October 20, 2020","October 5, 2020",People tested negative,11250,11250,3007,19.567733376,19.567733376,14257
"October 12, 2020","October 20, 2020","October 5, 2020",People tested negative,11182,11182,2851,18.986720063,18.986720063,14033
"October 11, 2020","October 20, 2020","October 5, 2020",People tested negative,10175,10175,2459,18.539353087,18.539353087,12634
"October 10, 2020","October 20, 2020","October 5, 2020",People tested negative,12633,12633,2962,18.224134559,18.224134559,15595
"October 9, 2020","October 20, 2020","October 5, 2020",People tested negative,12292,12292,3096,17.857572839,17.857572839,15388
"October 8, 2020","October 20, 2020","October 5, 2020",People tested negative,15237,15237,3369,17.479878504,17.479878504,18606
"October 7, 2020","October 20, 2020","October 5, 2020",People tested negative,12712,12712,3052,17.469243917,17.469243917,15764
"October 6, 2020","October 20, 2020","October 5, 2020",People tested negative,11541,11541,2313,17.187779543,17.187779543,13854
"October 5, 2020","October 20, 2020","October 5, 2020",People tested negative,9400,9400,1864,17.330598129,17.330598129,11264
"October 4, 2020","October 20, 2020","October 5, 2020",People tested negative,9809,9809,1980,17.536160350,17.536160350,11789
"October 3, 2020","October 20, 2020","October 5, 2020",People tested negative,10882,10882,2125,17.372211300,17.372211300,13007
"October 2, 2020","October 20, 2020","October 5, 2020",People tested negative,11108,11108,2389,17.822784810,17.822784810,13497
"October 1, 2020","October 20, 2020","October 5, 2020",People tested negative,12769,12769,2834,17.711913537,17.711913537,15603
"September 30, 2020","October 20, 2020","October 5, 2020",People tested negative,13180,13180,2827,17.553548225,17.553548225,16007
"September 29, 2020","October 20, 2020","October 5, 2020",People tested negative,9823,9823,2117,17.451433372,17.451433372,11940
"September 28, 2020","October 20, 2020","October 5, 2020",People tested negative,9282,9282,2071,17.182836016,17.182836016,11353
"September 27, 2020","October 20, 2020","October 5, 2020",People tested negative,10289,10289,1896,16.691233391,16.691233391,12185
"September 26, 2020","October 20, 2020","October 5, 2020",People tested negative,11453,11453,2762,16.690693401,16.690693401,14215
"September 25, 2020","October 20, 2020","October 5, 2020",People tested negative,12691,12691,2602,16.065968789,16.065968789,15293
"September 24, 2020","October 20, 2020","October 5, 2020",People tested negative,11959,11959,2476,16.006522962,16.006522962,14435
