Day of Epi Dt,Measure Names,7 Day Average (conf+prob) (TT),7 Day Average (conf+prob),7 Day Average (conf+prob),Prelim end date,Prelim start date,7 Day Average (TT Text),County Parameter Cum Curve,Max. Window Max Daily Cases,Measure Values,Confirmed Cases By Epi Dt,Probable By Epi Dt,Stacked Confirm + Probable cases
8-Feb-21,Probable cases,944,944,,2/9/2021,1/26/2021,confirmed plus probable cases,Wisconsin,9574,152,834,152,986
7-Feb-21,Probable cases,1028,1028,,2/8/2021,1/25/2021,confirmed plus probable cases,Wisconsin,9574,105,536,105,641
6-Feb-21,Probable cases,1061,1061,,2/7/2021,1/24/2021,confirmed plus probable cases,Wisconsin,9574,99,590,99,689
5-Feb-21,Probable cases,1103,1103,,2/6/2021,1/23/2021,confirmed plus probable cases,Wisconsin,9574,149,818,149,967
4-Feb-21,Probable cases,1160,1160,,2/5/2021,1/22/2021,confirmed plus probable cases,Wisconsin,9574,134,844,134,978
3-Feb-21,Probable cases,1208,1208,,2/4/2021,1/21/2021,confirmed plus probable cases,Wisconsin,9574,186,976,186,1162
2-Feb-21,Probable cases,1267,1267,,2/3/2021,1/20/2021,confirmed plus probable cases,Wisconsin,9574,174,1012,174,1186
1-Feb-21,Probable cases,1311,1311,,2/2/2021,1/19/2021,confirmed plus probable cases,Wisconsin,9574,227,1346,227,1573
31-Jan-21,Probable cases,1359,1359,,2/1/2021,1/18/2021,confirmed plus probable cases,Wisconsin,9574,121,757,121,878
30-Jan-21,Probable cases,1395,1395,,1/31/2021,1/17/2021,confirmed plus probable cases,Wisconsin,9574,126,855,126,981
29-Jan-21,Probable cases,1433,1433,,1/30/2021,1/16/2021,confirmed plus probable cases,Wisconsin,9574,202,1162,202,1364
28-Jan-21,Probable cases,1468,1468,,1/29/2021,1/15/2021,confirmed plus probable cases,Wisconsin,9574,191,1124,191,1315
27-Jan-21,Probable cases,1533,1533,,1/28/2021,1/14/2021,confirmed plus probable cases,Wisconsin,9574,245,1328,245,1573
26-Jan-21,Probable cases,1574,1574,,1/27/2021,1/13/2021,confirmed plus probable cases,Wisconsin,9574,194,1303,194,1497
25-Jan-21,Probable cases,1656,1656,,1/26/2021,1/12/2021,confirmed plus probable cases,Wisconsin,9574,273,1634,273,1907
24-Jan-21,Probable cases,1693,1693,,1/25/2021,1/11/2021,confirmed plus probable cases,Wisconsin,9574,138,990,138,1128
23-Jan-21,Probable cases,1722,1722,,1/24/2021,1/10/2021,confirmed plus probable cases,Wisconsin,9574,146,1102,146,1248
22-Jan-21,Probable cases,1760,1760,,1/23/2021,1/9/2021,confirmed plus probable cases,Wisconsin,9574,244,1370,244,1614
21-Jan-21,Probable cases,1812,1812,,1/22/2021,1/8/2021,confirmed plus probable cases,Wisconsin,9574,291,1478,291,1769
20-Jan-21,Probable cases,1853,1853,,1/21/2021,1/7/2021,confirmed plus probable cases,Wisconsin,9574,274,1586,274,1860
19-Jan-21,Probable cases,1923,1923,,1/20/2021,1/6/2021,confirmed plus probable cases,Wisconsin,9574,306,1760,306,2066
18-Jan-21,Probable cases,1977,1977,,1/19/2021,1/5/2021,confirmed plus probable cases,Wisconsin,9574,369,1798,369,2167
17-Jan-21,Probable cases,2151,2151,,1/18/2021,1/4/2021,confirmed plus probable cases,Wisconsin,9574,222,1111,222,1333
16-Jan-21,Probable cases,2204,2204,,1/17/2021,1/3/2021,confirmed plus probable cases,Wisconsin,9574,245,1271,245,1516
15-Jan-21,Probable cases,2266,2266,,1/16/2021,1/2/2021,confirmed plus probable cases,Wisconsin,9574,359,1619,359,1978
14-Jan-21,Probable cases,2346,2346,,1/15/2021,1/1/2021,confirmed plus probable cases,Wisconsin,9574,345,1707,345,2052
13-Jan-21,Probable cases,2429,2429,,1/14/2021,12/31/2020,confirmed plus probable cases,Wisconsin,9574,403,1948,403,2351
12-Jan-21,Probable cases,2523,2523,,1/13/2021,12/30/2020,confirmed plus probable cases,Wisconsin,9574,391,2057,391,2448
11-Jan-21,Probable cases,2668,2668,,1/12/2021,12/29/2020,confirmed plus probable cases,Wisconsin,9574,578,2805,578,3383
10-Jan-21,Probable cases,2798,2798,,1/11/2021,12/28/2020,confirmed plus probable cases,Wisconsin,9574,259,1442,259,1701
9-Jan-21,Probable cases,2907,2907,,1/10/2021,12/27/2020,confirmed plus probable cases,Wisconsin,9574,274,1679,274,1953
8-Jan-21,Probable cases,3020,3020,,1/9/2021,12/26/2020,confirmed plus probable cases,Wisconsin,9574,375,2164,375,2539
7-Jan-21,Probable cases,2947,2947,,1/8/2021,12/25/2020,confirmed plus probable cases,Wisconsin,9574,450,2178,450,2628
6-Jan-21,Probable cases,2957,2957,,1/7/2021,12/24/2020,confirmed plus probable cases,Wisconsin,9574,478,2536,478,3014
5-Jan-21,Probable cases,2966,2966,,1/6/2021,12/23/2020,confirmed plus probable cases,Wisconsin,9574,568,2892,568,3460
4-Jan-21,Probable cases,2942,2942,,1/5/2021,12/22/2020,confirmed plus probable cases,Wisconsin,9574,678,3619,678,4297
3-Jan-21,Probable cases,2900,2900,,1/4/2021,12/21/2020,confirmed plus probable cases,Wisconsin,9574,392,2072,392,2464
2-Jan-21,Probable cases,2878,2878,,1/3/2021,12/20/2020,confirmed plus probable cases,Wisconsin,9574,339,2403,339,2742
1-Jan-21,Probable cases,2841,2841,,1/2/2021,12/19/2020,confirmed plus probable cases,Wisconsin,9574,310,1719,310,2029
31-Dec-20,Probable cases,2764,2764,,1/1/2021,12/18/2020,confirmed plus probable cases,Wisconsin,9574,364,2331,364,2695
30-Dec-20,Probable cases,2640,2640,,12/31/2020,12/17/2020,confirmed plus probable cases,Wisconsin,9574,347,2733,347,3080
29-Dec-20,Probable cases,2587,2587,,12/30/2020,12/16/2020,confirmed plus probable cases,Wisconsin,9574,371,2920,371,3291
28-Dec-20,Probable cases,2505,2505,,12/29/2020,12/15/2020,confirmed plus probable cases,Wisconsin,9574,466,3537,466,4003
27-Dec-20,Probable cases,2408,2408,,12/28/2020,12/14/2020,confirmed plus probable cases,Wisconsin,9574,288,2022,288,2310
26-Dec-20,Probable cases,2338,2338,,12/27/2020,12/13/2020,confirmed plus probable cases,Wisconsin,9574,272,2210,272,2482
25-Dec-20,Probable cases,2275,2275,,12/26/2020,12/12/2020,confirmed plus probable cases,Wisconsin,9574,149,1343,149,1492
24-Dec-20,Probable cases,2445,2445,,12/25/2020,12/11/2020,confirmed plus probable cases,Wisconsin,9574,225,1599,225,1824
23-Dec-20,Probable cases,2596,2596,,12/24/2020,12/10/2020,confirmed plus probable cases,Wisconsin,9574,358,2352,358,2710
22-Dec-20,Probable cases,2637,2637,,12/23/2020,12/9/2020,confirmed plus probable cases,Wisconsin,9574,345,2371,345,2716
21-Dec-20,Probable cases,2731,2731,,12/22/2020,12/8/2020,confirmed plus probable cases,Wisconsin,9574,480,2846,480,3326
20-Dec-20,Probable cases,2828,2828,,12/21/2020,12/7/2020,confirmed plus probable cases,Wisconsin,9574,248,1570,248,1818
19-Dec-20,Probable cases,2887,2887,,12/20/2020,12/6/2020,confirmed plus probable cases,Wisconsin,9574,282,1761,282,2043
18-Dec-20,Probable cases,2970,2970,,12/19/2020,12/5/2020,confirmed plus probable cases,Wisconsin,9574,398,2285,398,2683
17-Dec-20,Probable cases,3085,3085,,12/18/2020,12/4/2020,confirmed plus probable cases,Wisconsin,9574,473,2403,473,2876
16-Dec-20,Probable cases,3144,3144,,12/17/2020,12/3/2020,confirmed plus probable cases,Wisconsin,9574,474,2527,474,3001
15-Dec-20,Probable cases,3228,3228,,12/16/2020,12/2/2020,confirmed plus probable cases,Wisconsin,9574,549,2825,549,3374
14-Dec-20,Probable cases,3289,3289,,12/15/2020,12/1/2020,confirmed plus probable cases,Wisconsin,9574,665,3338,665,4003
13-Dec-20,Probable cases,3390,3390,,12/14/2020,11/30/2020,confirmed plus probable cases,Wisconsin,9574,331,1899,331,2230
12-Dec-20,Probable cases,3422,3422,,12/13/2020,11/29/2020,confirmed plus probable cases,Wisconsin,9574,323,2300,323,2623
11-Dec-20,Probable cases,3434,3434,,12/12/2020,11/28/2020,confirmed plus probable cases,Wisconsin,9574,478,3010,478,3488
10-Dec-20,Probable cases,3480,3480,,12/11/2020,11/27/2020,confirmed plus probable cases,Wisconsin,9574,481,2810,481,3291
9-Dec-20,Probable cases,3588,3588,,12/10/2020,11/26/2020,confirmed plus probable cases,Wisconsin,9574,505,3086,505,3591
8-Dec-20,Probable cases,3739,3739,,12/9/2020,11/25/2020,confirmed plus probable cases,Wisconsin,9574,516,3282,516,3798
7-Dec-20,Probable cases,3917,3917,,12/8/2020,11/24/2020,confirmed plus probable cases,Wisconsin,9574,660,4049,660,4709
6-Dec-20,Probable cases,4132,4132,,12/7/2020,11/23/2020,confirmed plus probable cases,Wisconsin,9574,308,2148,308,2456
5-Dec-20,Probable cases,4249,4249,,12/6/2020,11/22/2020,confirmed plus probable cases,Wisconsin,9574,298,2412,298,2710
4-Dec-20,Probable cases,4323,4323,,12/5/2020,11/21/2020,confirmed plus probable cases,Wisconsin,9574,517,3294,517,3811
3-Dec-20,Probable cases,4364,4364,,12/4/2020,11/20/2020,confirmed plus probable cases,Wisconsin,9574,629,3418,629,4047
2-Dec-20,Probable cases,4096,4096,,12/3/2020,11/19/2020,confirmed plus probable cases,Wisconsin,9574,638,4004,638,4642
1-Dec-20,Probable cases,4069,4069,,12/2/2020,11/18/2020,confirmed plus probable cases,Wisconsin,9574,653,4396,653,5049
30-Nov-20,Probable cases,4025,4025,,12/1/2020,11/17/2020,confirmed plus probable cases,Wisconsin,9574,730,5485,730,6215
29-Nov-20,Probable cases,3882,3882,,11/30/2020,11/16/2020,confirmed plus probable cases,Wisconsin,9574,325,2945,325,3270
28-Nov-20,Probable cases,3797,3797,,11/29/2020,11/15/2020,confirmed plus probable cases,Wisconsin,9574,268,2960,268,3228
27-Nov-20,Probable cases,3797,3797,,11/28/2020,11/14/2020,confirmed plus probable cases,Wisconsin,9574,341,3762,341,4103
26-Nov-20,Probable cases,3879,3879,,11/27/2020,11/13/2020,confirmed plus probable cases,Wisconsin,9574,217,1950,217,2167
25-Nov-20,Probable cases,4287,4287,,11/26/2020,11/12/2020,confirmed plus probable cases,Wisconsin,9574,465,3991,465,4456
24-Nov-20,Probable cases,4458,4458,,11/25/2020,11/11/2020,confirmed plus probable cases,Wisconsin,9574,481,4256,481,4737
23-Nov-20,Probable cases,4661,4661,,11/24/2020,11/10/2020,confirmed plus probable cases,Wisconsin,9574,566,4648,566,5214
22-Nov-20,Probable cases,4931,4931,,11/23/2020,11/9/2020,confirmed plus probable cases,Wisconsin,9574,238,2441,238,2679
21-Nov-20,Probable cases,5066,5066,,11/22/2020,11/8/2020,confirmed plus probable cases,Wisconsin,9574,307,2920,307,3227
20-Nov-20,Probable cases,5200,5200,,11/21/2020,11/7/2020,confirmed plus probable cases,Wisconsin,9574,568,4108,568,4676
19-Nov-20,Probable cases,5443,5443,,11/20/2020,11/6/2020,confirmed plus probable cases,Wisconsin,9574,549,4472,549,5021
18-Nov-20,Probable cases,5774,5774,,11/19/2020,11/5/2020,confirmed plus probable cases,Wisconsin,9574,592,5066,592,5658
17-Nov-20,Probable cases,5944,5944,,11/18/2020,11/4/2020,confirmed plus probable cases,Wisconsin,9574,627,5529,627,6156
16-Nov-20,Probable cases,6255,6255,,11/17/2020,11/3/2020,confirmed plus probable cases,Wisconsin,9574,726,6379,726,7105
15-Nov-20,Probable cases,6608,6608,,11/16/2020,11/2/2020,confirmed plus probable cases,Wisconsin,9574,311,3313,311,3624
14-Nov-20,Probable cases,6762,6762,,11/15/2020,11/1/2020,confirmed plus probable cases,Wisconsin,9574,332,3834,332,4166
13-Nov-20,Probable cases,6943,6943,,11/14/2020,10/31/2020,confirmed plus probable cases,Wisconsin,9574,634,5737,634,6371
12-Nov-20,Probable cases,7148,7148,,11/13/2020,10/30/2020,confirmed plus probable cases,Wisconsin,9574,733,6610,733,7343
11-Nov-20,Probable cases,7196,7196,,11/12/2020,10/29/2020,confirmed plus probable cases,Wisconsin,9574,738,6111,738,6849
10-Nov-20,Probable cases,7377,7377,,11/11/2020,10/28/2020,confirmed plus probable cases,Wisconsin,9574,518,7814,518,8332
9-Nov-20,Probable cases,7362,7362,,11/10/2020,10/27/2020,confirmed plus probable cases,Wisconsin,9574,631,8943,631,9574
8-Nov-20,Probable cases,7228,7228,,11/9/2020,10/26/2020,confirmed plus probable cases,Wisconsin,9574,277,4425,277,4702
7-Nov-20,Probable cases,7209,7209,,11/8/2020,10/25/2020,confirmed plus probable cases,Wisconsin,9574,292,5140,292,5432
6-Nov-20,Probable cases,7048,7048,,11/7/2020,10/24/2020,confirmed plus probable cases,Wisconsin,9574,409,7398,409,7807
5-Nov-20,Probable cases,6774,6774,,11/6/2020,10/23/2020,confirmed plus probable cases,Wisconsin,9574,425,7251,425,7676
4-Nov-20,Probable cases,6512,6512,,11/5/2020,10/22/2020,confirmed plus probable cases,Wisconsin,9574,374,7748,374,8122
3-Nov-20,Probable cases,6243,6243,,11/4/2020,10/21/2020,confirmed plus probable cases,Wisconsin,9574,386,7841,386,8227
2-Nov-20,Probable cases,5955,5955,,11/3/2020,10/20/2020,confirmed plus probable cases,Wisconsin,9574,412,8220,412,8632
1-Nov-20,Probable cases,5628,5628,,11/2/2020,10/19/2020,confirmed plus probable cases,Wisconsin,9574,249,4319,249,4568
31-Oct-20,Probable cases,5434,5434,,11/1/2020,10/18/2020,confirmed plus probable cases,Wisconsin,9574,169,4140,169,4309
30-Oct-20,Probable cases,5305,5305,,10/31/2020,10/17/2020,confirmed plus probable cases,Wisconsin,9574,293,5595,293,5888
29-Oct-20,Probable cases,5133,5133,,10/30/2020,10/16/2020,confirmed plus probable cases,Wisconsin,9574,302,5538,302,5840
28-Oct-20,Probable cases,4968,4968,,10/29/2020,10/15/2020,confirmed plus probable cases,Wisconsin,9574,251,5988,251,6239
27-Oct-20,Probable cases,4783,4783,,10/28/2020,10/14/2020,confirmed plus probable cases,Wisconsin,9574,298,5912,298,6210
26-Oct-20,Probable cases,4586,4586,,10/27/2020,10/13/2020,confirmed plus probable cases,Wisconsin,9574,305,6038,305,6343
25-Oct-20,Probable cases,4398,4398,,10/26/2020,10/12/2020,confirmed plus probable cases,Wisconsin,9574,197,3014,197,3211
24-Oct-20,Probable cases,4305,4305,,10/25/2020,10/11/2020,confirmed plus probable cases,Wisconsin,9574,176,3234,176,3410
23-Oct-20,Probable cases,4188,4188,,10/24/2020,10/10/2020,confirmed plus probable cases,Wisconsin,9574,272,4411,272,4683
22-Oct-20,Probable cases,4051,4051,,10/23/2020,10/9/2020,confirmed plus probable cases,Wisconsin,9574,289,4393,289,4682
21-Oct-20,Probable cases,3935,3935,,10/22/2020,10/8/2020,confirmed plus probable cases,Wisconsin,9574,238,4710,238,4948
20-Oct-20,Probable cases,3792,3792,,10/21/2020,10/7/2020,confirmed plus probable cases,Wisconsin,9574,210,4618,210,4828
19-Oct-20,Probable cases,3660,3660,,10/20/2020,10/6/2020,confirmed plus probable cases,Wisconsin,9574,241,4788,241,5029
18-Oct-20,Probable cases,3567,3567,,10/19/2020,10/5/2020,confirmed plus probable cases,Wisconsin,9574,138,2418,138,2556
17-Oct-20,Probable cases,3544,3544,,10/18/2020,10/4/2020,confirmed plus probable cases,Wisconsin,9574,124,2471,124,2595
16-Oct-20,Probable cases,3533,3533,,10/17/2020,10/3/2020,confirmed plus probable cases,Wisconsin,9574,191,3533,191,3724
15-Oct-20,Probable cases,3498,3498,,10/16/2020,10/2/2020,confirmed plus probable cases,Wisconsin,9574,248,3622,248,3870
14-Oct-20,Probable cases,3450,3450,,10/15/2020,10/1/2020,confirmed plus probable cases,Wisconsin,9574,219,3728,219,3947
13-Oct-20,Probable cases,3419,3419,,10/14/2020,9/30/2020,confirmed plus probable cases,Wisconsin,9574,211,3693,211,3904
12-Oct-20,Probable cases,3399,3399,,10/13/2020,9/29/2020,confirmed plus probable cases,Wisconsin,9574,241,4133,241,4374
11-Oct-20,Probable cases,3303,3303,,10/12/2020,9/28/2020,confirmed plus probable cases,Wisconsin,9574,150,2244,150,2394
10-Oct-20,Probable cases,3237,3237,,10/11/2020,9/27/2020,confirmed plus probable cases,Wisconsin,9574,103,2417,103,2520
9-Oct-20,Probable cases,3175,3175,,10/10/2020,9/26/2020,confirmed plus probable cases,Wisconsin,9574,201,3278,201,3479
8-Oct-20,Probable cases,3067,3067,,10/9/2020,9/25/2020,confirmed plus probable cases,Wisconsin,9574,182,3354,182,3536
7-Oct-20,Probable cases,2972,2972,,10/8/2020,9/24/2020,confirmed plus probable cases,Wisconsin,9574,182,3548,182,3730
6-Oct-20,Probable cases,2867,2867,,10/7/2020,9/23/2020,confirmed plus probable cases,Wisconsin,9574,170,3596,170,3766
5-Oct-20,Probable cases,2732,2732,,10/6/2020,9/22/2020,confirmed plus probable cases,Wisconsin,9574,165,3531,165,3696
4-Oct-20,Probable cases,2694,2694,,10/5/2020,9/21/2020,confirmed plus probable cases,Wisconsin,9574,85,1849,85,1934
3-Oct-20,Probable cases,2656,2656,,10/4/2020,9/20/2020,confirmed plus probable cases,Wisconsin,9574,75,2013,75,2088
2-Oct-20,Probable cases,2630,2630,,10/3/2020,9/19/2020,confirmed plus probable cases,Wisconsin,9574,125,2597,125,2722
1-Oct-20,Probable cases,2600,2600,,10/2/2020,9/18/2020,confirmed plus probable cases,Wisconsin,9574,108,2762,108,2870
30-Sep-20,Probable cases,2557,2557,,10/1/2020,9/17/2020,confirmed plus probable cases,Wisconsin,9574,100,2894,100,2994
29-Sep-20,Probable cases,2596,2596,,9/30/2020,9/16/2020,confirmed plus probable cases,Wisconsin,9574,101,2725,101,2826
28-Sep-20,Probable cases,2581,2581,,9/29/2020,9/15/2020,confirmed plus probable cases,Wisconsin,9574,132,3292,132,3424
27-Sep-20,Probable cases,2501,2501,,9/28/2020,9/14/2020,confirmed plus probable cases,Wisconsin,9574,66,1607,66,1673
26-Sep-20,Probable cases,2475,2475,,9/27/2020,9/13/2020,confirmed plus probable cases,Wisconsin,9574,70,1836,70,1906
25-Sep-20,Probable cases,2432,2432,,9/26/2020,9/12/2020,confirmed plus probable cases,Wisconsin,9574,92,2416,92,2508
24-Sep-20,Probable cases,2364,2364,,9/25/2020,9/11/2020,confirmed plus probable cases,Wisconsin,9574,96,2475,96,2571
23-Sep-20,Probable cases,2303,2303,,9/24/2020,9/10/2020,confirmed plus probable cases,Wisconsin,9574,100,3168,100,3268
22-Sep-20,Probable cases,2180,2180,,9/23/2020,9/9/2020,confirmed plus probable cases,Wisconsin,9574,104,2616,104,2720
21-Sep-20,Probable cases,2112,2112,,9/22/2020,9/8/2020,confirmed plus probable cases,Wisconsin,9574,144,2720,144,2864
20-Sep-20,Probable cases,2036,2036,,9/21/2020,9/7/2020,confirmed plus probable cases,Wisconsin,9574,57,1433,57,1490
19-Sep-20,Probable cases,2003,2003,,9/20/2020,9/6/2020,confirmed plus probable cases,Wisconsin,9574,68,1537,68,1605
18-Sep-20,Probable cases,1956,1956,,9/19/2020,9/5/2020,confirmed plus probable cases,Wisconsin,9574,136,1899,136,2035
17-Sep-20,Probable cases,1908,1908,,9/18/2020,9/4/2020,confirmed plus probable cases,Wisconsin,9574,113,2028,113,2141
16-Sep-20,Probable cases,1850,1850,,9/17/2020,9/3/2020,confirmed plus probable cases,Wisconsin,9574,129,2280,129,2409
15-Sep-20,Probable cases,1769,1769,,9/16/2020,9/2/2020,confirmed plus probable cases,Wisconsin,9574,118,2128,118,2246
14-Sep-20,Probable cases,1728,1728,,9/15/2020,9/1/2020,confirmed plus probable cases,Wisconsin,9574,117,2215,117,2332
13-Sep-20,Probable cases,1563,1563,,9/14/2020,8/31/2020,confirmed plus probable cases,Wisconsin,9574,47,1207,47,1254
12-Sep-20,Probable cases,1510,1510,,9/13/2020,8/30/2020,confirmed plus probable cases,Wisconsin,9574,55,1220,55,1275
11-Sep-20,Probable cases,1453,1453,,9/12/2020,8/29/2020,confirmed plus probable cases,Wisconsin,9574,115,1588,115,1703
10-Sep-20,Probable cases,1369,1369,,9/11/2020,8/28/2020,confirmed plus probable cases,Wisconsin,9574,92,1645,92,1737
9-Sep-20,Probable cases,1279,1279,,9/10/2020,8/27/2020,confirmed plus probable cases,Wisconsin,9574,88,1750,88,1838
8-Sep-20,Probable cases,1174,1174,,9/9/2020,8/26/2020,confirmed plus probable cases,Wisconsin,9574,77,1883,77,1960
7-Sep-20,Probable cases,1065,1065,,9/8/2020,8/25/2020,confirmed plus probable cases,Wisconsin,9574,42,1135,42,1177
6-Sep-20,Probable cases,1054,1054,,9/7/2020,8/24/2020,confirmed plus probable cases,Wisconsin,9574,31,853,31,884
5-Sep-20,Probable cases,1015,1015,,9/6/2020,8/23/2020,confirmed plus probable cases,Wisconsin,9574,21,852,21,873
4-Sep-20,Probable cases,977,977,,9/5/2020,8/22/2020,confirmed plus probable cases,Wisconsin,9574,58,1058,58,1116
3-Sep-20,Probable cases,933,933,,9/4/2020,8/21/2020,confirmed plus probable cases,Wisconsin,9574,54,1054,54,1108
2-Sep-20,Probable cases,899,899,,9/3/2020,8/20/2020,confirmed plus probable cases,Wisconsin,9574,51,1053,51,1104
1-Sep-20,Probable cases,868,868,,9/2/2020,8/19/2020,confirmed plus probable cases,Wisconsin,9574,36,1159,36,1195
31-Aug-20,Probable cases,832,832,,9/1/2020,8/18/2020,confirmed plus probable cases,Wisconsin,9574,31,1068,31,1099
30-Aug-20,Probable cases,799,799,,8/31/2020,8/17/2020,confirmed plus probable cases,Wisconsin,9574,14,602,14,616
29-Aug-20,Probable cases,787,787,,8/30/2020,8/16/2020,confirmed plus probable cases,Wisconsin,9574,21,581,21,602
28-Aug-20,Probable cases,773,773,,8/29/2020,8/15/2020,confirmed plus probable cases,Wisconsin,9574,47,761,47,808
27-Aug-20,Probable cases,754,754,,8/28/2020,8/14/2020,confirmed plus probable cases,Wisconsin,9574,31,843,31,874
26-Aug-20,Probable cases,720,720,,8/27/2020,8/13/2020,confirmed plus probable cases,Wisconsin,9574,43,841,43,884
25-Aug-20,Probable cases,704,704,,8/26/2020,8/12/2020,confirmed plus probable cases,Wisconsin,9574,41,902,41,943
24-Aug-20,Probable cases,694,694,,8/25/2020,8/11/2020,confirmed plus probable cases,Wisconsin,9574,22,844,22,866
23-Aug-20,Probable cases,682,682,,8/24/2020,8/10/2020,confirmed plus probable cases,Wisconsin,9574,18,515,18,533
22-Aug-20,Probable cases,678,678,,8/23/2020,8/9/2020,confirmed plus probable cases,Wisconsin,9574,20,484,20,504
21-Aug-20,Probable cases,683,683,,8/22/2020,8/8/2020,confirmed plus probable cases,Wisconsin,9574,35,640,35,675
20-Aug-20,Probable cases,678,678,,8/21/2020,8/7/2020,confirmed plus probable cases,Wisconsin,9574,34,607,34,641
19-Aug-20,Probable cases,683,683,,8/20/2020,8/6/2020,confirmed plus probable cases,Wisconsin,9574,38,731,38,769
18-Aug-20,Probable cases,695,695,,8/19/2020,8/5/2020,confirmed plus probable cases,Wisconsin,9574,30,845,30,875
17-Aug-20,Probable cases,696,696,,8/18/2020,8/4/2020,confirmed plus probable cases,Wisconsin,9574,36,743,36,779
16-Aug-20,Probable cases,706,706,,8/17/2020,8/3/2020,confirmed plus probable cases,Wisconsin,9574,16,490,16,506
15-Aug-20,Probable cases,714,714,,8/16/2020,8/2/2020,confirmed plus probable cases,Wisconsin,9574,22,518,22,540
14-Aug-20,Probable cases,717,717,,8/15/2020,8/1/2020,confirmed plus probable cases,Wisconsin,9574,22,619,22,641
13-Aug-20,Probable cases,734,734,,8/14/2020,7/31/2020,confirmed plus probable cases,Wisconsin,9574,35,637,35,672
12-Aug-20,Probable cases,749,749,,8/13/2020,7/30/2020,confirmed plus probable cases,Wisconsin,9574,33,824,33,857
11-Aug-20,Probable cases,760,760,,8/12/2020,7/29/2020,confirmed plus probable cases,Wisconsin,9574,23,854,23,877
10-Aug-20,Probable cases,771,771,,8/11/2020,7/28/2020,confirmed plus probable cases,Wisconsin,9574,39,812,39,851
9-Aug-20,Probable cases,793,793,,8/10/2020,7/27/2020,confirmed plus probable cases,Wisconsin,9574,15,549,15,564
8-Aug-20,Probable cases,788,788,,8/9/2020,7/26/2020,confirmed plus probable cases,Wisconsin,9574,17,540,17,557
7-Aug-20,Probable cases,807,807,,8/8/2020,7/25/2020,confirmed plus probable cases,Wisconsin,9574,27,737,27,764
6-Aug-20,Probable cases,806,806,,8/7/2020,7/24/2020,confirmed plus probable cases,Wisconsin,9574,32,744,32,776
5-Aug-20,Probable cases,810,810,,8/6/2020,7/23/2020,confirmed plus probable cases,Wisconsin,9574,41,896,41,937
4-Aug-20,Probable cases,802,802,,8/5/2020,7/22/2020,confirmed plus probable cases,Wisconsin,9574,40,908,40,948
3-Aug-20,Probable cases,805,805,,8/4/2020,7/21/2020,confirmed plus probable cases,Wisconsin,9574,33,976,33,1009
2-Aug-20,Probable cases,817,817,,8/3/2020,7/20/2020,confirmed plus probable cases,Wisconsin,9574,22,506,22,528
1-Aug-20,Probable cases,822,822,,8/2/2020,7/19/2020,confirmed plus probable cases,Wisconsin,9574,22,665,22,687
