Day of Epi Dt,Measure Names,7 Day Average (conf+prob) (TT),7 Day Average (conf+prob),7 Day Average (conf+prob),Prelim end date,Prelim start date,7 Day Average (TT Text),County Parameter Cum Curve,Max. Window Max Daily Cases,Measure Values,Confirmed Cases By Epi Dt,Probable By Epi Dt,Stacked Confirm + Probable cases
15-Jan-21,Probable cases,2243,2243,,1/16/2021,1/2/2021,confirmed plus probable cases,Wisconsin,9604,345,1583,345,1928
14-Jan-21,Probable cases,2329,2329,,1/15/2021,1/1/2021,confirmed plus probable cases,Wisconsin,9604,352,1671,352,2023
13-Jan-21,Probable cases,2416,2416,,1/14/2021,12/31/2020,confirmed plus probable cases,Wisconsin,9604,401,1917,401,2318
12-Jan-21,Probable cases,2515,2515,,1/13/2021,12/30/2020,confirmed plus probable cases,Wisconsin,9604,386,2051,386,2437
11-Jan-21,Probable cases,2663,2663,,1/12/2021,12/29/2020,confirmed plus probable cases,Wisconsin,9604,570,2798,570,3368
10-Jan-21,Probable cases,2795,2795,,1/11/2021,12/28/2020,confirmed plus probable cases,Wisconsin,9604,263,1422,263,1685
9-Jan-21,Probable cases,2905,2905,,1/10/2021,12/27/2020,confirmed plus probable cases,Wisconsin,9604,280,1663,280,1943
8-Jan-21,Probable cases,3020,3020,,1/9/2021,12/26/2020,confirmed plus probable cases,Wisconsin,9604,371,2163,371,2534
7-Jan-21,Probable cases,2945,2945,,1/8/2021,12/25/2020,confirmed plus probable cases,Wisconsin,9604,453,2177,453,2630
6-Jan-21,Probable cases,2952,2952,,1/7/2021,12/24/2020,confirmed plus probable cases,Wisconsin,9604,487,2527,487,3014
5-Jan-21,Probable cases,2962,2962,,1/6/2021,12/23/2020,confirmed plus probable cases,Wisconsin,9604,587,2886,587,3473
4-Jan-21,Probable cases,2934,2934,,1/5/2021,12/22/2020,confirmed plus probable cases,Wisconsin,9604,678,3608,678,4286
3-Jan-21,Probable cases,2894,2894,,1/4/2021,12/21/2020,confirmed plus probable cases,Wisconsin,9604,403,2055,403,2458
2-Jan-21,Probable cases,2872,2872,,1/3/2021,12/20/2020,confirmed plus probable cases,Wisconsin,9604,340,2410,340,2750
1-Jan-21,Probable cases,2833,2833,,1/2/2021,12/19/2020,confirmed plus probable cases,Wisconsin,9604,307,1703,307,2010
31-Dec-20,Probable cases,2759,2759,,1/1/2021,12/18/2020,confirmed plus probable cases,Wisconsin,9604,370,2308,370,2678
30-Dec-20,Probable cases,2637,2637,,12/31/2020,12/17/2020,confirmed plus probable cases,Wisconsin,9604,346,2733,346,3079
29-Dec-20,Probable cases,2584,2584,,12/30/2020,12/16/2020,confirmed plus probable cases,Wisconsin,9604,369,2911,369,3280
28-Dec-20,Probable cases,2503,2503,,12/29/2020,12/15/2020,confirmed plus probable cases,Wisconsin,9604,464,3542,464,4006
27-Dec-20,Probable cases,2406,2406,,12/28/2020,12/14/2020,confirmed plus probable cases,Wisconsin,9604,288,2014,288,2302
26-Dec-20,Probable cases,2335,2335,,12/27/2020,12/13/2020,confirmed plus probable cases,Wisconsin,9604,275,2204,275,2479
25-Dec-20,Probable cases,2272,2272,,12/26/2020,12/12/2020,confirmed plus probable cases,Wisconsin,9604,149,1342,149,1491
24-Dec-20,Probable cases,2442,2442,,12/25/2020,12/11/2020,confirmed plus probable cases,Wisconsin,9604,226,1602,226,1828
23-Dec-20,Probable cases,2592,2592,,12/24/2020,12/10/2020,confirmed plus probable cases,Wisconsin,9604,363,2345,363,2708
22-Dec-20,Probable cases,2634,2634,,12/23/2020,12/9/2020,confirmed plus probable cases,Wisconsin,9604,339,2373,339,2712
21-Dec-20,Probable cases,2729,2729,,12/22/2020,12/8/2020,confirmed plus probable cases,Wisconsin,9604,474,2849,474,3323
20-Dec-20,Probable cases,2825,2825,,12/21/2020,12/7/2020,confirmed plus probable cases,Wisconsin,9604,249,1557,249,1806
19-Dec-20,Probable cases,2886,2886,,12/20/2020,12/6/2020,confirmed plus probable cases,Wisconsin,9604,280,1757,280,2037
18-Dec-20,Probable cases,2969,2969,,12/19/2020,12/5/2020,confirmed plus probable cases,Wisconsin,9604,397,2284,397,2681
17-Dec-20,Probable cases,3086,3086,,12/18/2020,12/4/2020,confirmed plus probable cases,Wisconsin,9604,471,2410,471,2881
16-Dec-20,Probable cases,3144,3144,,12/17/2020,12/3/2020,confirmed plus probable cases,Wisconsin,9604,475,2523,475,2998
15-Dec-20,Probable cases,3229,3229,,12/16/2020,12/2/2020,confirmed plus probable cases,Wisconsin,9604,548,2829,548,3377
14-Dec-20,Probable cases,3290,3290,,12/15/2020,12/1/2020,confirmed plus probable cases,Wisconsin,9604,661,3336,661,3997
13-Dec-20,Probable cases,3393,3393,,12/14/2020,11/30/2020,confirmed plus probable cases,Wisconsin,9604,330,1902,330,2232
12-Dec-20,Probable cases,3424,3424,,12/13/2020,11/29/2020,confirmed plus probable cases,Wisconsin,9604,323,2295,323,2618
11-Dec-20,Probable cases,3437,3437,,12/12/2020,11/28/2020,confirmed plus probable cases,Wisconsin,9604,479,3021,479,3500
10-Dec-20,Probable cases,3481,3481,,12/11/2020,11/27/2020,confirmed plus probable cases,Wisconsin,9604,479,2810,479,3289
9-Dec-20,Probable cases,3588,3588,,12/10/2020,11/26/2020,confirmed plus probable cases,Wisconsin,9604,506,3088,506,3594
8-Dec-20,Probable cases,3738,3738,,12/9/2020,11/25/2020,confirmed plus probable cases,Wisconsin,9604,514,3291,514,3805
7-Dec-20,Probable cases,3917,3917,,12/8/2020,11/24/2020,confirmed plus probable cases,Wisconsin,9604,659,4056,659,4715
6-Dec-20,Probable cases,4131,4131,,12/7/2020,11/23/2020,confirmed plus probable cases,Wisconsin,9604,306,2143,306,2449
5-Dec-20,Probable cases,4249,4249,,12/6/2020,11/22/2020,confirmed plus probable cases,Wisconsin,9604,299,2413,299,2712
4-Dec-20,Probable cases,4324,4324,,12/5/2020,11/21/2020,confirmed plus probable cases,Wisconsin,9604,517,3290,517,3807
3-Dec-20,Probable cases,4366,4366,,12/4/2020,11/20/2020,confirmed plus probable cases,Wisconsin,9604,629,3405,629,4034
2-Dec-20,Probable cases,4099,4099,,12/3/2020,11/19/2020,confirmed plus probable cases,Wisconsin,9604,640,4010,640,4650
1-Dec-20,Probable cases,4071,4071,,12/2/2020,11/18/2020,confirmed plus probable cases,Wisconsin,9604,651,4404,651,5055
30-Nov-20,Probable cases,4026,4026,,12/1/2020,11/17/2020,confirmed plus probable cases,Wisconsin,9604,716,5500,716,6216
29-Nov-20,Probable cases,3884,3884,,11/30/2020,11/16/2020,confirmed plus probable cases,Wisconsin,9604,325,2950,325,3275
28-Nov-20,Probable cases,3799,3799,,11/29/2020,11/15/2020,confirmed plus probable cases,Wisconsin,9604,266,2967,266,3233
27-Nov-20,Probable cases,3797,3797,,11/28/2020,11/14/2020,confirmed plus probable cases,Wisconsin,9604,338,3763,338,4101
26-Nov-20,Probable cases,3880,3880,,11/27/2020,11/13/2020,confirmed plus probable cases,Wisconsin,9604,217,1946,217,2163
25-Nov-20,Probable cases,4288,4288,,11/26/2020,11/12/2020,confirmed plus probable cases,Wisconsin,9604,461,3996,461,4457
24-Nov-20,Probable cases,4461,4461,,11/25/2020,11/11/2020,confirmed plus probable cases,Wisconsin,9604,473,4265,473,4738
23-Nov-20,Probable cases,4664,4664,,11/24/2020,11/10/2020,confirmed plus probable cases,Wisconsin,9604,563,4664,563,5227
22-Nov-20,Probable cases,4933,4933,,11/23/2020,11/9/2020,confirmed plus probable cases,Wisconsin,9604,233,2443,233,2676
21-Nov-20,Probable cases,5069,5069,,11/22/2020,11/8/2020,confirmed plus probable cases,Wisconsin,9604,306,2914,306,3220
20-Nov-20,Probable cases,5204,5204,,11/21/2020,11/7/2020,confirmed plus probable cases,Wisconsin,9604,563,4118,563,4681
19-Nov-20,Probable cases,5446,5446,,11/20/2020,11/6/2020,confirmed plus probable cases,Wisconsin,9604,545,4474,545,5019
18-Nov-20,Probable cases,5778,5778,,11/19/2020,11/5/2020,confirmed plus probable cases,Wisconsin,9604,590,5079,590,5669
17-Nov-20,Probable cases,5946,5946,,11/18/2020,11/4/2020,confirmed plus probable cases,Wisconsin,9604,627,5535,627,6162
16-Nov-20,Probable cases,6257,6257,,11/17/2020,11/3/2020,confirmed plus probable cases,Wisconsin,9604,723,6384,723,7107
15-Nov-20,Probable cases,6613,6613,,11/16/2020,11/2/2020,confirmed plus probable cases,Wisconsin,9604,309,3320,309,3629
14-Nov-20,Probable cases,6766,6766,,11/15/2020,11/1/2020,confirmed plus probable cases,Wisconsin,9604,332,3831,332,4163
13-Nov-20,Probable cases,6947,6947,,11/14/2020,10/31/2020,confirmed plus probable cases,Wisconsin,9604,638,5738,638,6376
12-Nov-20,Probable cases,7153,7153,,11/13/2020,10/30/2020,confirmed plus probable cases,Wisconsin,9604,740,6602,740,7342
11-Nov-20,Probable cases,7201,7201,,11/12/2020,10/29/2020,confirmed plus probable cases,Wisconsin,9604,736,6110,736,6846
10-Nov-20,Probable cases,7381,7381,,11/11/2020,10/28/2020,confirmed plus probable cases,Wisconsin,9604,517,7819,517,8336
9-Nov-20,Probable cases,7364,7364,,11/10/2020,10/27/2020,confirmed plus probable cases,Wisconsin,9604,628,8976,628,9604
8-Nov-20,Probable cases,7224,7224,,11/9/2020,10/26/2020,confirmed plus probable cases,Wisconsin,9604,276,4423,276,4699
7-Nov-20,Probable cases,7205,7205,,11/8/2020,10/25/2020,confirmed plus probable cases,Wisconsin,9604,294,5137,294,5431
6-Nov-20,Probable cases,7045,7045,,11/7/2020,10/24/2020,confirmed plus probable cases,Wisconsin,9604,412,7405,412,7817
5-Nov-20,Probable cases,6768,6768,,11/6/2020,10/23/2020,confirmed plus probable cases,Wisconsin,9604,422,7253,422,7675
4-Nov-20,Probable cases,6507,6507,,11/5/2020,10/22/2020,confirmed plus probable cases,Wisconsin,9604,372,7734,372,8106
3-Nov-20,Probable cases,6239,6239,,11/4/2020,10/21/2020,confirmed plus probable cases,Wisconsin,9604,384,7835,384,8219
2-Nov-20,Probable cases,5953,5953,,11/3/2020,10/20/2020,confirmed plus probable cases,Wisconsin,9604,412,8215,412,8627
1-Nov-20,Probable cases,5627,5627,,11/2/2020,10/19/2020,confirmed plus probable cases,Wisconsin,9604,248,4317,248,4565
31-Oct-20,Probable cases,5433,5433,,11/1/2020,10/18/2020,confirmed plus probable cases,Wisconsin,9604,168,4138,168,4306
30-Oct-20,Probable cases,5306,5306,,10/31/2020,10/17/2020,confirmed plus probable cases,Wisconsin,9604,294,5590,294,5884
29-Oct-20,Probable cases,5134,5134,,10/30/2020,10/16/2020,confirmed plus probable cases,Wisconsin,9604,305,5540,305,5845
28-Oct-20,Probable cases,4970,4970,,10/29/2020,10/15/2020,confirmed plus probable cases,Wisconsin,9604,251,5977,251,6228
27-Oct-20,Probable cases,4788,4788,,10/28/2020,10/14/2020,confirmed plus probable cases,Wisconsin,9604,302,5917,302,6219
26-Oct-20,Probable cases,4590,4590,,10/27/2020,10/13/2020,confirmed plus probable cases,Wisconsin,9604,306,6038,306,6344
25-Oct-20,Probable cases,4403,4403,,10/26/2020,10/12/2020,confirmed plus probable cases,Wisconsin,9604,199,3012,199,3211
24-Oct-20,Probable cases,4309,4309,,10/25/2020,10/11/2020,confirmed plus probable cases,Wisconsin,9604,179,3232,179,3411
23-Oct-20,Probable cases,4194,4194,,10/24/2020,10/10/2020,confirmed plus probable cases,Wisconsin,9604,274,4412,274,4686
22-Oct-20,Probable cases,4056,4056,,10/23/2020,10/9/2020,confirmed plus probable cases,Wisconsin,9604,291,4402,291,4693
21-Oct-20,Probable cases,3939,3939,,10/22/2020,10/8/2020,confirmed plus probable cases,Wisconsin,9604,241,4714,241,4955
20-Oct-20,Probable cases,3795,3795,,10/21/2020,10/7/2020,confirmed plus probable cases,Wisconsin,9604,212,4620,212,4832
19-Oct-20,Probable cases,3664,3664,,10/20/2020,10/6/2020,confirmed plus probable cases,Wisconsin,9604,244,4795,244,5039
18-Oct-20,Probable cases,3568,3568,,10/19/2020,10/5/2020,confirmed plus probable cases,Wisconsin,9604,141,2412,141,2553
17-Oct-20,Probable cases,3545,3545,,10/18/2020,10/4/2020,confirmed plus probable cases,Wisconsin,9604,126,2476,126,2602
16-Oct-20,Probable cases,3533,3533,,10/17/2020,10/3/2020,confirmed plus probable cases,Wisconsin,9604,192,3529,192,3721
15-Oct-20,Probable cases,3499,3499,,10/16/2020,10/2/2020,confirmed plus probable cases,Wisconsin,9604,255,3618,255,3873
14-Oct-20,Probable cases,3450,3450,,10/15/2020,10/1/2020,confirmed plus probable cases,Wisconsin,9604,221,3726,221,3947
13-Oct-20,Probable cases,3419,3419,,10/14/2020,9/30/2020,confirmed plus probable cases,Wisconsin,9604,212,3704,212,3916
12-Oct-20,Probable cases,3399,3399,,10/13/2020,9/29/2020,confirmed plus probable cases,Wisconsin,9604,241,4128,241,4369
11-Oct-20,Probable cases,3303,3303,,10/12/2020,9/28/2020,confirmed plus probable cases,Wisconsin,9604,153,2236,153,2389
10-Oct-20,Probable cases,3238,3238,,10/11/2020,9/27/2020,confirmed plus probable cases,Wisconsin,9604,106,2415,106,2521
9-Oct-20,Probable cases,3177,3177,,10/10/2020,9/26/2020,confirmed plus probable cases,Wisconsin,9604,202,3280,202,3482
8-Oct-20,Probable cases,3068,3068,,10/9/2020,9/25/2020,confirmed plus probable cases,Wisconsin,9604,182,3347,182,3529
7-Oct-20,Probable cases,2974,2974,,10/8/2020,9/24/2020,confirmed plus probable cases,Wisconsin,9604,184,3547,184,3731
6-Oct-20,Probable cases,2868,2868,,10/7/2020,9/23/2020,confirmed plus probable cases,Wisconsin,9604,171,3604,171,3775
5-Oct-20,Probable cases,2732,2732,,10/6/2020,9/22/2020,confirmed plus probable cases,Wisconsin,9604,169,3529,169,3698
4-Oct-20,Probable cases,2694,2694,,10/5/2020,9/21/2020,confirmed plus probable cases,Wisconsin,9604,84,1850,84,1934
3-Oct-20,Probable cases,2656,2656,,10/4/2020,9/20/2020,confirmed plus probable cases,Wisconsin,9604,74,2018,74,2092
2-Oct-20,Probable cases,2629,2629,,10/3/2020,9/19/2020,confirmed plus probable cases,Wisconsin,9604,125,2598,125,2723
1-Oct-20,Probable cases,2599,2599,,10/2/2020,9/18/2020,confirmed plus probable cases,Wisconsin,9604,106,2761,106,2867
30-Sep-20,Probable cases,2557,2557,,10/1/2020,9/17/2020,confirmed plus probable cases,Wisconsin,9604,100,2891,100,2991
29-Sep-20,Probable cases,2597,2597,,9/30/2020,9/16/2020,confirmed plus probable cases,Wisconsin,9604,101,2723,101,2824
28-Sep-20,Probable cases,2581,2581,,9/29/2020,9/15/2020,confirmed plus probable cases,Wisconsin,9604,131,3297,131,3428
27-Sep-20,Probable cases,2500,2500,,9/28/2020,9/14/2020,confirmed plus probable cases,Wisconsin,9604,64,1606,64,1670
26-Sep-20,Probable cases,2475,2475,,9/27/2020,9/13/2020,confirmed plus probable cases,Wisconsin,9604,70,1834,70,1904
25-Sep-20,Probable cases,2432,2432,,9/26/2020,9/12/2020,confirmed plus probable cases,Wisconsin,9604,92,2418,92,2510
24-Sep-20,Probable cases,2364,2364,,9/25/2020,9/11/2020,confirmed plus probable cases,Wisconsin,9604,95,2479,95,2574
23-Sep-20,Probable cases,2302,2302,,9/24/2020,9/10/2020,confirmed plus probable cases,Wisconsin,9604,100,3171,100,3271
22-Sep-20,Probable cases,2178,2178,,9/23/2020,9/9/2020,confirmed plus probable cases,Wisconsin,9604,106,2608,106,2714
21-Sep-20,Probable cases,2111,2111,,9/22/2020,9/8/2020,confirmed plus probable cases,Wisconsin,9604,143,2719,143,2862
20-Sep-20,Probable cases,2035,2035,,9/21/2020,9/7/2020,confirmed plus probable cases,Wisconsin,9604,57,1439,57,1496
19-Sep-20,Probable cases,2001,2001,,9/20/2020,9/6/2020,confirmed plus probable cases,Wisconsin,9604,68,1535,68,1603
18-Sep-20,Probable cases,1954,1954,,9/19/2020,9/5/2020,confirmed plus probable cases,Wisconsin,9604,137,1892,137,2029
17-Sep-20,Probable cases,1906,1906,,9/18/2020,9/4/2020,confirmed plus probable cases,Wisconsin,9604,112,2028,112,2140
16-Sep-20,Probable cases,1849,1849,,9/17/2020,9/3/2020,confirmed plus probable cases,Wisconsin,9604,128,2279,128,2407
15-Sep-20,Probable cases,1767,1767,,9/16/2020,9/2/2020,confirmed plus probable cases,Wisconsin,9604,118,2124,118,2242
14-Sep-20,Probable cases,1727,1727,,9/15/2020,9/1/2020,confirmed plus probable cases,Wisconsin,9604,117,2215,117,2332
13-Sep-20,Probable cases,1562,1562,,9/14/2020,8/31/2020,confirmed plus probable cases,Wisconsin,9604,48,1207,48,1255
12-Sep-20,Probable cases,1509,1509,,9/13/2020,8/30/2020,confirmed plus probable cases,Wisconsin,9604,55,1218,55,1273
11-Sep-20,Probable cases,1451,1451,,9/12/2020,8/29/2020,confirmed plus probable cases,Wisconsin,9604,115,1581,115,1696
10-Sep-20,Probable cases,1368,1368,,9/11/2020,8/28/2020,confirmed plus probable cases,Wisconsin,9604,92,1646,92,1738
9-Sep-20,Probable cases,1279,1279,,9/10/2020,8/27/2020,confirmed plus probable cases,Wisconsin,9604,90,1749,90,1839
8-Sep-20,Probable cases,1174,1174,,9/9/2020,8/26/2020,confirmed plus probable cases,Wisconsin,9604,75,1883,75,1958
7-Sep-20,Probable cases,1065,1065,,9/8/2020,8/25/2020,confirmed plus probable cases,Wisconsin,9604,42,1135,42,1177
6-Sep-20,Probable cases,1053,1053,,9/7/2020,8/24/2020,confirmed plus probable cases,Wisconsin,9604,31,852,31,883
5-Sep-20,Probable cases,1014,1014,,9/6/2020,8/23/2020,confirmed plus probable cases,Wisconsin,9604,20,852,20,872
4-Sep-20,Probable cases,975,975,,9/5/2020,8/22/2020,confirmed plus probable cases,Wisconsin,9604,58,1055,58,1113
3-Sep-20,Probable cases,931,931,,9/4/2020,8/21/2020,confirmed plus probable cases,Wisconsin,9604,54,1058,54,1112
2-Sep-20,Probable cases,897,897,,9/3/2020,8/20/2020,confirmed plus probable cases,Wisconsin,9604,51,1052,51,1103
1-Sep-20,Probable cases,866,866,,9/2/2020,8/19/2020,confirmed plus probable cases,Wisconsin,9604,35,1160,35,1195
31-Aug-20,Probable cases,830,830,,9/1/2020,8/18/2020,confirmed plus probable cases,Wisconsin,9604,31,1063,31,1094
30-Aug-20,Probable cases,798,798,,8/31/2020,8/17/2020,confirmed plus probable cases,Wisconsin,9604,14,598,14,612
29-Aug-20,Probable cases,786,786,,8/30/2020,8/16/2020,confirmed plus probable cases,Wisconsin,9604,21,578,21,599
28-Aug-20,Probable cases,773,773,,8/29/2020,8/15/2020,confirmed plus probable cases,Wisconsin,9604,47,758,47,805
27-Aug-20,Probable cases,755,755,,8/28/2020,8/14/2020,confirmed plus probable cases,Wisconsin,9604,31,843,31,874
26-Aug-20,Probable cases,722,722,,8/27/2020,8/13/2020,confirmed plus probable cases,Wisconsin,9604,44,842,44,886
25-Aug-20,Probable cases,705,705,,8/26/2020,8/12/2020,confirmed plus probable cases,Wisconsin,9604,41,905,41,946
24-Aug-20,Probable cases,694,694,,8/25/2020,8/11/2020,confirmed plus probable cases,Wisconsin,9604,22,842,22,864
23-Aug-20,Probable cases,681,681,,8/24/2020,8/10/2020,confirmed plus probable cases,Wisconsin,9604,18,516,18,534
22-Aug-20,Probable cases,677,677,,8/23/2020,8/9/2020,confirmed plus probable cases,Wisconsin,9604,20,486,20,506
21-Aug-20,Probable cases,682,682,,8/22/2020,8/8/2020,confirmed plus probable cases,Wisconsin,9604,35,641,35,676
20-Aug-20,Probable cases,678,678,,8/21/2020,8/7/2020,confirmed plus probable cases,Wisconsin,9604,33,609,33,642
19-Aug-20,Probable cases,682,682,,8/20/2020,8/6/2020,confirmed plus probable cases,Wisconsin,9604,38,729,38,767
18-Aug-20,Probable cases,695,695,,8/19/2020,8/5/2020,confirmed plus probable cases,Wisconsin,9604,29,840,29,869
17-Aug-20,Probable cases,696,696,,8/18/2020,8/4/2020,confirmed plus probable cases,Wisconsin,9604,36,742,36,778
16-Aug-20,Probable cases,707,707,,8/17/2020,8/3/2020,confirmed plus probable cases,Wisconsin,9604,16,490,16,506
15-Aug-20,Probable cases,715,715,,8/16/2020,8/2/2020,confirmed plus probable cases,Wisconsin,9604,22,520,22,542
14-Aug-20,Probable cases,718,718,,8/15/2020,8/1/2020,confirmed plus probable cases,Wisconsin,9604,22,623,22,645
13-Aug-20,Probable cases,735,735,,8/14/2020,7/31/2020,confirmed plus probable cases,Wisconsin,9604,35,636,35,671
12-Aug-20,Probable cases,750,750,,8/13/2020,7/30/2020,confirmed plus probable cases,Wisconsin,9604,34,823,34,857
11-Aug-20,Probable cases,762,762,,8/12/2020,7/29/2020,confirmed plus probable cases,Wisconsin,9604,22,856,22,878
10-Aug-20,Probable cases,771,771,,8/11/2020,7/28/2020,confirmed plus probable cases,Wisconsin,9604,39,813,39,852
9-Aug-20,Probable cases,794,794,,8/10/2020,7/27/2020,confirmed plus probable cases,Wisconsin,9604,15,550,15,565
8-Aug-20,Probable cases,789,789,,8/9/2020,7/26/2020,confirmed plus probable cases,Wisconsin,9604,17,544,17,561
7-Aug-20,Probable cases,807,807,,8/8/2020,7/25/2020,confirmed plus probable cases,Wisconsin,9604,27,738,27,765
6-Aug-20,Probable cases,807,807,,8/7/2020,7/24/2020,confirmed plus probable cases,Wisconsin,9604,32,744,32,776
5-Aug-20,Probable cases,811,811,,8/6/2020,7/23/2020,confirmed plus probable cases,Wisconsin,9604,42,895,42,937
4-Aug-20,Probable cases,802,802,,8/5/2020,7/22/2020,confirmed plus probable cases,Wisconsin,9604,41,904,41,945
3-Aug-20,Probable cases,804,804,,8/4/2020,7/21/2020,confirmed plus probable cases,Wisconsin,9604,33,977,33,1010
2-Aug-20,Probable cases,816,816,,8/3/2020,7/20/2020,confirmed plus probable cases,Wisconsin,9604,22,508,22,530
1-Aug-20,Probable cases,822,822,,8/2/2020,7/19/2020,confirmed plus probable cases,Wisconsin,9604,22,668,22,690
31-Jul-20,Probable cases,812,812,,8/1/2020,7/18/2020,confirmed plus probable cases,Wisconsin,9604,31,733,31,764
30-Jul-20,Probable cases,819,819,,7/31/2020,7/17/2020,confirmed plus probable cases,Wisconsin,9604,32,770,32,802
29-Jul-20,Probable cases,820,820,,7/30/2020,7/16/2020,confirmed plus probable cases,Wisconsin,9604,29,844,29,873
28-Jul-20,Probable cases,842,842,,7/29/2020,7/15/2020,confirmed plus probable cases,Wisconsin,9604,41,924,41,965
27-Jul-20,Probable cases,848,848,,7/28/2020,7/14/2020,confirmed plus probable cases,Wisconsin,9604,34,1060,34,1094
26-Jul-20,Probable cases,851,851,,7/27/2020,7/13/2020,confirmed plus probable cases,Wisconsin,9604,20,547,20,567
25-Jul-20,Probable cases,856,856,,7/26/2020,7/12/2020,confirmed plus probable cases,Wisconsin,9604,23,597,23,620
24-Jul-20,Probable cases,863,863,,7/25/2020,7/11/2020,confirmed plus probable cases,Wisconsin,9604,46,768,46,814
23-Jul-20,Probable cases,874,874,,7/24/2020,7/10/2020,confirmed plus probable cases,Wisconsin,9604,22,790,22,812
22-Jul-20,Probable cases,896,896,,7/23/2020,7/9/2020,confirmed plus probable cases,Wisconsin,9604,46,976,46,1022
21-Jul-20,Probable cases,899,899,,7/22/2020,7/8/2020,confirmed plus probable cases,Wisconsin,9604,42,966,42,1008
20-Jul-20,Probable cases,907,907,,7/21/2020,7/7/2020,confirmed plus probable cases,Wisconsin,9604,58,1059,58,1117
19-Jul-20,Probable cases,908,908,,7/20/2020,7/6/2020,confirmed plus probable cases,Wisconsin,9604,19,582,19,601
18-Jul-20,Probable cases,915,915,,7/19/2020,7/5/2020,confirmed plus probable cases,Wisconsin,9604,19,649,19,668
17-Jul-20,Probable cases,910,910,,7/18/2020,7/4/2020,confirmed plus probable cases,Wisconsin,9604,61,832,61,893
16-Jul-20,Probable cases,906,906,,7/17/2020,7/3/2020,confirmed plus probable cases,Wisconsin,9604,32,932,32,964
15-Jul-20,Probable cases,901,901,,7/16/2020,7/2/2020,confirmed plus probable cases,Wisconsin,9604,41,1004,41,1045
14-Jul-20,Probable cases,894,894,,7/15/2020,7/1/2020,confirmed plus probable cases,Wisconsin,9604,42,1024,42,1066
13-Jul-20,Probable cases,888,888,,7/14/2020,6/30/2020,confirmed plus probable cases,Wisconsin,9604,39,1086,39,1125
12-Jul-20,Probable cases,876,876,,7/13/2020,6/29/2020,confirmed plus probable cases,Wisconsin,9604,26,618,26,644
11-Jul-20,Probable cases,872,872,,7/12/2020,6/28/2020,confirmed plus probable cases,Wisconsin,9604,16,620,16,636
10-Jul-20,Probable cases,847,847,,7/11/2020,6/27/2020,confirmed plus probable cases,Wisconsin,9604,50,818,50,868
9-Jul-20,Probable cases,815,815,,7/10/2020,6/26/2020,confirmed plus probable cases,Wisconsin,9604,36,889,36,925
8-Jul-20,Probable cases,785,785,,7/9/2020,6/25/2020,confirmed plus probable cases,Wisconsin,9604,36,960,36,996
7-Jul-20,Probable cases,766,766,,7/8/2020,6/24/2020,confirmed plus probable cases,Wisconsin,9604,33,991,33,1024
6-Jul-20,Probable cases,736,736,,7/7/2020,6/23/2020,confirmed plus probable cases,Wisconsin,9604,41,1000,41,1041
5-Jul-20,Probable cases,711,711,,7/6/2020,6/22/2020,confirmed plus probable cases,Wisconsin,9604,18,602,18,620
4-Jul-20,Probable cases,687,687,,7/5/2020,6/21/2020,confirmed plus probable cases,Wisconsin,9604,20,440,20,460
3-Jul-20,Probable cases,689,689,,7/4/2020,6/20/2020,confirmed plus probable cases,Wisconsin,9604,27,615,27,642
2-Jul-20,Probable cases,685,685,,7/3/2020,6/19/2020,confirmed plus probable cases,Wisconsin,9604,38,674,38,712
